,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
690,93.11554738550232,243445.63483524375,172.9662054011198,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,690.0,51.0,1,22.442602333998366
691,85.75104387497393,204082.3602749949,137.73798580549422,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,691.0,81.0,1,30.660449329098817
693,99.19865952082512,251838.59475079807,178.62510266631844,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_26_35,sex_male,693.0,81.0,1,0.19734066560263086
695,64.80580315380607,97418.66087781708,76.56610811920521,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,695.0,1.0,1,195.9815220326086
696,62.743922504027225,90303.77640999232,57.7554335727396,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_female,696.0,31.0,1,160.30266779717732
697,83.75279962455517,173682.34612878444,127.26818752623123,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,697.0,51.0,1,145.09345388912
698,88.76214799957138,211950.15970763192,152.2924843032117,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,698.0,51.0,1,132.5499711022952
701,86.6237340909527,200911.37591499934,146.1816569100828,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,701.0,81.0,1,21.874002369020147
702,79.64328694512052,166001.31724709904,120.12677916860085,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,702.0,51.0,1,128.87327354241597
703,80.73616619484305,154168.602312682,113.05264816429342,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,703.0,51.0,1,66.64709899752594
705,82.02217672128965,150372.4931084656,98.51243609857531,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,705.0,51.0,1,30.28760205640861
708,79.21397526455327,174019.8424209175,124.4689987123527,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,708.0,51.0,1,120.86000696865293
709,87.93792068631944,200332.49800396347,153.5059979016373,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_female,709.0,81.0,1,33.1770620282777
710,78.90166800476034,170186.98911584742,122.33779126421273,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,710.0,51.0,1,135.87327354241597
711,84.63275191315064,196280.8050450063,141.22640506754902,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,711.0,81.0,1,29.28760205640861
713,79.88006546324681,161945.0125770699,116.72560236182603,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_female,713.0,21.0,1,126.67470739434117
1,32.606269549028475,116455.91547145035,46.2795985123295,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_19_25,sex_female,,,14,14.0
5,42.37886256007011,203569.26401447767,92.45913472209334,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,14,14.0
7,43.16290046284512,197203.95903912786,88.51881031016305,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,36,36.0
8,33.96302657611629,121431.94126715732,58.22872462187947,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_female,,,1,1.0
11,46.47740380371053,223667.5446761766,98.91114030916714,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,70,70.0
12,41.59615799499115,191502.54623510555,87.92565406972582,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,10,10.0
13,33.53446704567386,124012.79173186893,57.31220260851033,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,,,3,3.0
14,37.50159425353115,159619.95262511435,72.63366962327518,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,,,24,24.0
16,45.5732566722721,235030.0406806561,104.44728798892271,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,17,17.0
17,34.97364540212555,106773.43557171985,51.784736514951604,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,35,35.0
18,43.428848827229636,210296.95692046004,90.65508212962253,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,44,44.0
20,34.720945297366676,119702.44358182064,54.799733790479245,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,8,8.0
22,34.46332951507164,100330.39389142334,46.199122059011465,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,30,30.0
24,39.43483635730252,149817.24244839975,60.77648605630518,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,18,18.0
26,39.601090451967664,186831.37511747028,85.35846187517856,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,14,14.0
31,38.52822805968396,191678.4496788077,89.24967708038778,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,27,27.0
34,44.30936220472325,200201.0907841137,91.47694596695392,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,6,6.0
35,31.99891922689097,105702.42476355161,49.321941307897816,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,,,1,1.0
36,44.9069532649954,203130.05229646052,89.99189120313137,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,27,27.0
37,41.7354723888181,220809.9199566948,98.59414062205681,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,,,53,53.0
39,42.823086452153724,187780.29233772238,76.53918947630991,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,10,10.0
43,42.54807064166536,195353.31836232945,89.16040412284165,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,19,19.0
47,42.29881414492415,187278.85949417422,76.92917380703082,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,19,19.0
48,43.3974891482135,209696.7222849421,83.3178065066944,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_26_35,sex_male,,,1,1.0
49,51.90357350683954,252814.8408336313,108.293845870241,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_9,age_46_55,sex_female,,,24,24.0
52,36.14683102971329,140751.1895145129,65.41404986769207,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_female,,,25,25.0
53,33.09056924245785,111660.22038009873,54.406029178510266,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,34,34.0
54,29.538759981748857,80228.3727052922,33.50838711340408,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_46_55,sex_female,,,1,1.0
55,44.778476916980864,241775.49334339355,107.82472149344714,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_male,,,14,14.0
56,48.89590550954631,259329.9096935218,114.73184445028774,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,17,17.0
57,40.49825269594275,161982.66702349446,76.79570353426638,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,,,5,5.0
58,46.24188930105793,224092.68492990677,102.22162813496719,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,81,81.0
59,45.33167057280386,200171.68500778422,90.69148711091287,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,14,14.0
60,49.17655047150247,250943.89459368444,109.65155720892066,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,11,11.0
62,43.051026394113286,196015.48591244628,89.61212119738403,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,19,19.0
65,41.698199895626914,191305.65175590746,87.27874849798832,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,26,26.0
68,27.86449764048177,62984.6744769016,25.048072887912063,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,39,39.0
70,37.739826124519155,134652.68942445322,63.17997612216129,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,,,14,14.0
71,37.06056634139448,120316.90616490225,49.897615410483404,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,,,49,49.0
75,45.87159619478236,239692.0846418605,106.83286599381442,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,18,18.0
76,48.19540744783166,237051.3503530965,104.85084196013484,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,8,8.0
78,39.59325352564808,175438.73034895211,78.57202245967785,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,50,50.0
79,40.30109179684521,170889.23116659827,70.34090516562783,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,,,38,38.0
81,39.64343709451949,188677.13044071716,79.97573512780389,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,,,49,49.0
82,48.29033117545771,252760.76090371655,115.03881887128975,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,24,24.0
83,38.136409010546615,144319.7921365073,68.26052159699532,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,,,33,33.0
84,46.099584565054066,222988.23744396804,108.15070396919369,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,,,47,47.0
85,28.398022853619796,79092.50689323651,31.989482729542956,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_female,,,9,9.0
86,47.16221690975645,230519.38259896828,101.16364728543678,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,71,71.0
87,48.507690617466885,230867.34590879804,99.57316756326217,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,8,8.0
88,43.122255121329154,209439.22921838518,92.79313621013151,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,43,43.0
93,34.81865742891653,130279.48989106086,58.475120585908385,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,17,17.0
94,33.681394253401194,106775.03266482633,42.00304774783724,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,,,40,40.0
95,42.27727319023975,185456.85398396954,84.39611872909822,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,90,90.0
96,45.66523302232708,213389.59248504168,104.59643739279758,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,25,25.0
99,34.368373235283215,114511.90438258286,53.302498381652455,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,,,4,4.0
101,33.74124591398626,137280.71025640436,57.81434789001618,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,22,22.0
102,34.19056446135573,105336.63195326817,51.18333876749301,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,25,25.0
104,46.60328587759847,226629.16629084968,97.05976658448132,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,72,72.0
105,44.9535926479284,203489.5262444321,88.62418381437456,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,27,27.0
106,41.73703433765168,188970.61595672183,90.07143570309589,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,87,87.0
107,32.822034852568805,137228.42615727734,54.10212547755637,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,31,31.0
108,43.12866857792533,221263.67896531124,97.84097859039771,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,61,61.0
110,41.39302711854737,174992.19707730642,79.32070613107871,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,57,57.0
111,38.315090453868244,154548.73092481747,68.13841288760756,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_19_25,sex_male,,,10,10.0
114,44.62419150410211,221238.68716809942,100.13708231876396,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,42,42.0
115,41.94999314965501,211656.01897361391,96.66534113635915,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,,,30,30.0
116,40.2032128797849,153755.97860980546,71.76665324472194,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_46_55,sex_male,,,10,10.0
117,48.928902739301996,262474.6898808709,116.68977349815643,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,22,22.0
118,41.30871063610815,174867.50592435824,73.70866946515746,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,45,45.0
120,41.36332406678458,190700.0079013024,88.34636934707228,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,11,11.0
121,33.46607506033348,103579.78603543033,50.32895358253525,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,35,35.0
122,44.28141800747292,184927.15400058625,86.97019089557514,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_male,,,26,26.0
123,40.82643057391172,175238.95934559172,72.81435797497298,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,64,64.0
125,47.6640351248586,241527.1709106621,107.08730321637914,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,11,11.0
128,39.144223385628656,157284.59367398388,72.5940129002976,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_female,,,15,15.0
133,41.741321760072296,214825.45937304661,97.54583516493307,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,,,27,27.0
134,39.829018843479005,163634.82618712366,68.4400423374052,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,17,17.0
135,28.052094901605088,55101.27409030602,20.897110854492887,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,27,27.0
136,26.640623572808906,49683.61919099394,17.996589694735178,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_36_45,sex_male,,,2,2.0
137,41.345388331583315,183870.18080699095,78.31871872638115,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,86,86.0
138,39.93485702700056,200229.44038486737,86.39706253662223,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_female,,,11,11.0
141,45.29250860164952,202084.29635910687,98.45567291857938,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,,,53,53.0
143,37.00105959749108,140370.70211106652,65.25844063768753,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,,,4,4.0
144,45.432557124101116,252995.1815477502,112.31350530421471,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,13,13.0
145,47.51719112023021,272046.51342772326,118.73217833309208,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_26_35,sex_female,,,33,33.0
146,50.00205475783625,251961.14905957386,119.09761524098948,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_66_75,sex_female,,,3,3.0
147,46.495407781751574,225170.50799322,95.65667885401342,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_26_35,sex_male,,,16,16.0
149,46.39341049158836,239586.34671062915,106.49778125930294,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,26,26.0
151,43.47497752473663,195632.7357165405,87.6388658569955,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,20,20.0
152,36.99839953014576,158819.73458197378,71.32788168954522,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_46_55,sex_male,,,2,2.0
153,34.350718485099875,132106.2939915669,60.36987827696263,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,,,14,14.0
156,42.4568967871332,210460.7538461249,95.3455762884249,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_86_100,sex_male,,,55,55.0
158,45.357485848233566,201524.7668650947,84.69861273475752,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,15,15.0
162,35.50892355459457,127567.36872966088,59.20190386063327,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_5,age_36_45,sex_male,,,1,1.0
163,47.480683561808796,218176.94040376836,98.19311303952986,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,90,90.0
167,45.65057584517324,239454.2278594291,109.79538245373026,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,17,17.0
168,32.2717913062395,99583.36940756332,46.69535900112892,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,26,26.0
171,44.216063428985855,209261.77475202762,93.62048887739607,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,72,72.0
172,40.25730064719548,166847.13710184814,76.22792229225291,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,23,23.0
173,48.45047930484203,230765.5735921058,105.35914818160947,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,10,10.0
175,41.81050740808809,177177.29222589586,69.74028656126774,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,58,58.0
176,46.29608772196768,229366.42492971604,104.28620676622495,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,83,83.0
178,43.01686816045617,194305.2209444468,91.02155463575826,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,30,30.0
180,29.89974955781952,93896.10115027627,36.74419774813998,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,,,41,41.0
181,32.053553922503355,104618.37698191404,50.16995893895908,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,28,28.0
182,44.612109826469634,203456.6910608111,82.75160633188715,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,15,15.0
183,36.95496114937097,132566.7805332006,54.83580892439585,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,23,23.0
184,45.679929244463146,240368.83713597246,108.31148522337193,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_male,,,11,11.0
186,40.02427261645179,177674.53012595398,74.63864976207509,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,,,43,43.0
188,46.5453141753834,225075.77744612048,99.50974691670879,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_female,,,29,29.0
189,41.71832601958828,173794.9445700694,79.28274501870916,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,33,33.0
190,45.732435589047576,224041.0718487511,101.14896749532836,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,71,71.0
191,41.46463916154959,199794.83880998785,83.7401176584127,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,21,21.0
192,45.33021967474432,233986.1268244249,102.21175195156502,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,16,16.0
193,44.79309286724782,229623.14447412692,101.94222417860733,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,10,10.0
195,49.389724801280614,279103.485921346,126.31739442138287,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_8,age_46_55,sex_male,,,41,41.0
196,51.690950359726756,288076.8402482252,126.5888240150753,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_9,age_46_55,sex_male,,,21,21.0
197,50.612062492889955,265532.1457921755,116.27774160931091,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_26_35,sex_male,,,21,21.0
200,47.65785334853485,231869.79901442552,105.08886950681779,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_66_75,sex_male,,,26,26.0
206,43.52488909025215,195205.95207600878,90.13062170907864,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_female,,,35,35.0
207,48.75059272423317,244769.18833303105,108.51728557451135,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,,,22,22.0
208,34.649861578204515,130474.26946310172,59.33191594341418,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,21,21.0
210,36.32720313588899,166619.74825360766,74.93690459243103,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,28,28.0
211,40.045527448014404,150166.70498459483,69.60846702467457,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,,,7,7.0
214,49.45730744843061,236972.43027639,108.5400920589621,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,14,14.0
215,45.19428481653023,248717.5086087441,109.0360028144404,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,11,11.0
217,42.964506255454005,192269.07342208907,80.52752553512357,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_male,,,9,9.0
220,36.04311094969961,115341.72368468608,47.72736391753142,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_76_85,sex_male,,,7,7.0
223,48.757293071961534,237360.0830226443,108.28870855217934,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,18,18.0
224,38.291811073481156,143980.93039124887,69.37141440072473,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,,,4,4.0
225,50.912918013870936,253416.59663301797,111.71262851510949,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,4,4.0
226,38.75894452215608,169741.15371261036,76.80282072343259,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,67,67.0
229,39.324076498516185,179664.8523366465,81.05936906031616,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,60,60.0
231,45.92600837786668,231897.2213125539,105.75968240204276,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,,,57,57.0
232,51.222347777064655,259840.6193074461,116.41604697000125,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,,,26,26.0
236,42.10176463350023,206399.45777440487,93.04574312210866,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,,,33,33.0
240,43.53573715238374,195825.9699639544,84.91856945272238,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,18,18.0
