,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
340,36.558748549241116,106212.56297635194,46.8784488865183,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,,,7,7.0
341,44.95820866431575,170516.50398136963,82.45333345848937,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,,,15,15.0
342,39.24891996974426,143137.9484220248,67.86808836236969,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,,,26,26.0
343,45.546663289422014,168259.40408963687,81.44243491432249,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,,,21,21.0
345,50.795704784305244,238024.0497036113,112.1025208575433,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,30,30.0
346,45.06837594696009,187576.18188898265,90.6415408921624,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,,,3,3.0
347,52.967844629579865,252558.8290621144,114.2873745772761,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_56_65,sex_male,,,21,21.0
348,40.77847417516146,128795.4772340845,59.204425668772714,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_56_65,sex_female,,,4,4.0
349,54.30585011812257,245035.8999660741,110.33750042040938,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_56_65,sex_female,,,13,13.0
350,44.31459855670921,178066.62156973523,84.86634460323882,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,38,38.0
351,45.751190324902,166675.3957932501,77.71691721284853,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,,,22,22.0
353,39.25072081360846,132697.26861538732,64.6871295375054,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,,,8,8.0
354,47.744758449821084,198374.40100101865,84.61062851380308,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,23,23.0
357,47.88558947072922,194257.90937675376,92.42226678172095,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,,,9,9.0
358,42.637272134525155,188166.60750229406,88.82309232273211,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_56_65,sex_male,,,1,1.0
359,42.62439939799166,153904.75774918837,77.82248950611415,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,,,3,3.0
361,44.097056446278856,172271.8412184085,81.60579390747878,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,,,14,14.0
364,51.858867440095615,234491.4710791691,107.4713104044008,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,,,4,4.0
365,50.55310177691701,239188.6637962867,113.90111265233375,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,11,11.0
367,41.178674984540805,153622.97464916846,76.00600475142475,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,,,26,26.0
368,45.71440134703211,193773.9720632501,92.92419327706264,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,27,27.0
369,43.1643398307223,177586.42402106468,76.52556714185525,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,27,27.0
370,49.5828271969136,228742.28918463454,107.9281270867298,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_female,,,23,23.0
372,40.19652845347745,142362.75300603322,62.11305578953301,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,37,37.0
373,41.296073377944225,142529.9878986053,60.295613643968736,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,37,37.0
374,45.42472688512713,176204.13500094684,86.6672832840099,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,,,12,12.0
377,53.225328287159186,234026.6055405043,110.28344100665578,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_26_35,sex_male,,,1,1.0
378,56.001648524991985,271990.35607242666,123.45610462315574,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_8,age_26_35,sex_male,,,25,25.0
379,53.0254456458945,274587.882794526,131.35524495228094,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_46_55,sex_female,,,3,3.0
380,52.50980279537241,245469.4466735773,118.29995905281469,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_19_25,sex_male,,,8,8.0
381,47.60602233337725,198354.6638649302,95.4518902668988,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_female,,,9,9.0
382,43.28839686837998,164228.5105036011,71.970284699088,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,11,11.0
384,46.5341920567307,203702.0120167345,99.2703857362578,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,,,8,8.0
385,50.98681384357762,234597.1331981128,110.00854177224404,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,,,34,34.0
386,47.54987950607677,230122.3555647853,109.28013884729525,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,8,8.0
387,39.92951380147073,146441.19413382062,72.64998134079454,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,,,6,6.0
388,52.65709298986348,229842.2077553447,110.21935010615424,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,,,54,54.0
389,38.86441146703904,142685.41837170787,71.01456712932631,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,,,23,23.0
391,57.578526534105634,270979.7628620244,126.27934699813285,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,14,14.0
392,38.22460844373344,114927.74175115324,49.301196368367,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,,,4,4.0
393,41.650521183512964,169204.76489681186,77.77555460393314,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_19_25,sex_female,,,1,1.0
394,41.405960055708285,152696.01172656225,74.87696656380182,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_36_45,sex_male,,,2,2.0
395,43.2715635095988,141121.80344974992,69.33377817084444,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,15,15.0
396,45.54576275682049,182738.8833489282,87.6958716512126,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,22,22.0
397,37.11697742861564,122012.82730197649,60.823594479072035,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,,,4,4.0
398,45.70750038944727,195545.37369150648,88.05611320849177,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,59,59.0
399,35.90805261693812,115013.47735066195,57.415229877315994,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,24,24.0
400,51.88393971434095,231692.52951906773,117.33756777529587,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,21,21.0
403,45.237266258119725,172011.38585304213,85.08272644160456,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,,,7,7.0
404,41.361507691831456,146009.6174659933,64.62251243281885,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,,,2,2.0
405,41.419289002081946,137297.27197228777,61.41767231857039,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,17,17.0
406,48.52265079467388,211462.89240395848,101.30217276050257,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,,,12,12.0
407,43.26471143439783,174345.03583529193,82.75819816084545,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_male,,,4,4.0
408,44.01179121889435,177908.61908513753,76.47967159821957,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,16,16.0
409,40.64586971054742,179198.69458822085,85.45382222963076,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,28,28.0
410,46.631845502393396,231554.293624368,107.70532560309044,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_male,,,6,6.0
411,37.28096092270562,134487.51035901922,66.91687914598478,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,,,7,7.0
413,37.76529838284844,137783.75120469366,60.692457315773005,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,14,14.0
414,45.70100969465387,203648.4768747534,99.50948472451825,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_female,,,35,35.0
417,42.27132382142929,165410.21435895338,80.7571801288583,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,,,14,14.0
419,45.69380296133238,182426.7187558529,86.73564518200817,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,46,46.0
424,46.33150837665265,202649.5949612265,97.79105622733023,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,20,20.0
426,53.40519970642898,238910.01329904172,109.2875516597826,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,29,29.0
427,47.190844395620644,201601.33950820516,88.49732888650844,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,27,27.0
429,57.76318734467619,268097.12421871256,125.1355631500859,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,12,12.0
430,50.52431669856485,240746.27620372036,111.76600986971496,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,25,25.0
431,48.853173397385476,238249.75776689762,110.91634395207629,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,29,29.0
432,48.655820964073826,231459.3018769137,110.39852689215353,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,24,24.0
433,52.39132355416714,240020.86326224578,112.47221804854172,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_male,,,6,6.0
434,47.39659935385774,206216.96597748747,98.19317924988917,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_26_35,sex_male,,,2,2.0
435,45.878648197116064,204398.906333712,97.59423315788561,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,51,51.0
436,50.151862625233825,228881.91834863852,109.46309333654276,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,58,58.0
438,41.934091688550595,152279.8667444827,64.25848529247398,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,37,37.0
439,42.5536447390074,146296.93367870027,64.50650212281836,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,40,40.0
440,48.32853804650686,211262.25636545714,102.304534814975,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,21,21.0
441,47.68357550015817,238688.46276277426,113.55225047305984,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,27,27.0
442,48.39279710990267,196711.90769352246,94.62000899985622,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,32,32.0
443,42.02910720272505,148789.0314729648,64.77183327439323,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,,,4,4.0
444,50.29441302482681,245788.0909324018,114.92395551486771,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,,,5,5.0
445,44.40037043196184,166911.7441340044,81.06034830726522,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_male,,,9,9.0
446,32.542418425878296,96664.38253035606,47.614790675961764,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,,,13,13.0
448,47.20782409834187,186351.2566601143,87.16052800140938,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,53,53.0
449,36.54059824640285,110342.63400659263,48.76417599621077,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_36_45,sex_male,,,20,20.0
450,44.60237647855757,189763.72887367287,91.34642831780415,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_26_35,sex_male,,,1,1.0
451,52.53077262802277,264767.6527674979,124.45337603636911,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,10,10.0
452,46.60501115681156,201170.6675992246,93.603629573121,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,,,15,15.0
454,46.70253008014283,202562.76116123737,99.14008087220154,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,9,9.0
455,45.41890377865027,190747.92265030308,91.46643821889887,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,,,3,3.0
456,43.97264783394592,164587.87169483188,79.9911967682263,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,,,20,20.0
457,49.10661876118236,211584.33002572024,101.91902961859081,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,18,18.0
458,41.25313010663591,124046.72281764346,52.919804092700105,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,,,18,18.0
459,42.16651413414462,168297.49677636538,81.1424892607697,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_female,,,6,6.0
460,47.90788403901357,223639.99379314148,113.93745511300642,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_female,,,37,37.0
461,38.516397523191735,143066.6966125445,69.13499845785628,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,15,15.0
462,44.642084321563544,208461.38244414923,105.89897200210888,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_26_35,sex_male,,,15,15.0
463,38.30722126151901,133362.32720196608,57.269152493789505,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,25,25.0
464,38.70983797035853,144787.92720448482,70.77965429436051,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,10,10.0
465,47.77133294257642,234662.31400848817,111.62447972395114,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,,,28,28.0
467,42.368286900396214,184929.51902855292,87.77468179527543,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,18,18.0
470,43.88049166836309,177080.7236194493,84.89838198980567,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,16,16.0
471,53.93647458196019,259100.3362731261,117.87122683225027,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,24,24.0
473,47.118300124770506,196678.58514467636,92.26435619995385,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,31,31.0
474,38.33495682103831,113983.3828958348,55.35906543615248,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_26_35,sex_male,,,1,1.0
476,37.9770664344753,93890.70901424429,47.263958752902695,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,,,10,10.0
477,35.313436103973146,110341.65880828539,48.116801128439505,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,,,7,7.0
479,47.14584797376994,187030.13528964468,87.79606223778724,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,,,1,1.0
480,43.90694234170403,166007.24232423285,77.22109002849294,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,,,12,12.0
481,30.495073445978193,53209.16990342638,20.730388891595574,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,,,11,11.0
482,50.70678815494152,230316.63959922647,117.43415765099995,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_56_65,sex_female,,,12,12.0
483,32.222748392457255,70106.0261706291,29.501908534499574,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,,,21,21.0
484,51.92972458987967,228766.6116031064,114.46033190909267,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_66_75,sex_male,,,14,14.0
486,51.07834387849288,193864.7103127514,94.16086304480369,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,46,46.0
487,44.97447579786935,199371.9200142436,95.15432412499577,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,51,51.0
488,49.896567211751794,219094.0737278429,105.10575460240901,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,15,15.0
489,48.32182784944546,251906.69289772946,118.26203319147808,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,,,18,18.0
490,48.34358260625086,247438.24700697738,117.70797969873259,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,33,33.0
491,39.31753012540019,155205.8341514831,67.56177711882395,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,,,8,8.0
492,34.356605650789554,103303.01875639288,51.02749196451563,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_46_55,sex_male,,,1,1.0
493,49.322991685441735,237271.55420289302,110.1302994369048,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_66_75,sex_male,,,1,1.0
494,48.82086661781332,205244.98272881354,99.68791112117162,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,22,22.0
495,48.10910817571664,199105.64521860352,96.1572225198552,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,58,58.0
496,44.66689420800706,171358.58829391495,73.011635496267,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,,,4,4.0
498,44.82300799203794,160160.3186895927,80.65229636021161,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,,,20,20.0
501,47.85630291733183,190062.39730105668,91.00168414144792,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,48,48.0
502,42.904286568472614,165080.22548491677,73.32960336067062,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,15,15.0
503,47.22879512174895,210590.74244029762,101.10308191689948,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,16,16.0
504,49.84911949766206,258610.3603086777,121.53043391103952,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,,,5,5.0
505,42.93807415095253,157308.09451813434,77.67015955012747,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,,,20,20.0
506,36.675699027019206,115985.83955844474,52.043162070582056,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,,,11,11.0
507,42.950233470069534,159808.13529023214,76.09857576044041,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_19_25,sex_female,,,2,2.0
508,44.588448705317425,178844.23971812148,85.50880855361407,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,11,11.0
509,47.20110890161905,226443.68396049898,103.21011802957916,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,,,9,9.0
510,37.67975790341117,130938.43269081075,63.22322921782022,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_26_35,sex_male,,,1,1.0
511,44.59387775738777,205386.87316637195,88.54902250479157,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_26_35,sex_female,,,2,2.0
512,50.07300058108113,247207.49614318516,114.12670148246103,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,23,23.0
513,45.854104691588596,180807.2573932102,88.53857856750906,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,,,15,15.0
514,39.06760907207605,145790.52940019628,73.5934337935787,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,,,12,12.0
516,40.15326727277303,153367.90137718114,66.48707734218675,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,19,19.0
518,42.24012210086569,156627.93831471872,77.97369848868439,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,,,4,4.0
