,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
186,17.82230474307103,203699.6806214512,118.3136644349592,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,285,285.0
187,19.816770919355577,235420.77469006227,137.95734006917536,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,260,260.0
188,18.326379444010158,187979.55831762718,110.89665590263057,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,249,249.0
189,19.567276569385456,220920.2493806363,127.96108747329558,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,3,3.0
190,19.501321681015142,216111.73978524274,122.93067153878481,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,5,5.0
191,18.341910976853057,182652.3616821928,106.04385995237244,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,20,20.0
192,20.353941140128725,222507.81009685036,126.41813927537771,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,3,3.0
196,17.347920954543795,184308.86461746765,105.60851476412518,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,34,34.0
198,20.287149017522836,249815.70376080906,144.71743412975042,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,18,18.0
199,17.664915131953123,181252.35569729973,106.61459864949886,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,21,21.0
200,17.480017063685494,184437.74570717211,105.99720372082984,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,28,28.0
203,19.141124217989642,199448.20979560268,118.48213843944627,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,267,267.0
204,18.53871603070968,224221.49680746763,132.63970838083839,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,10,10.0
205,19.862961797703576,244450.09106843124,142.61350990637195,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,,,71,71.0
208,20.062264312167187,222795.1707311193,127.8856510264786,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,3,3.0
210,16.44681894349334,172403.11099569788,101.20601909361706,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,4,4.0
211,18.221069747680815,189646.864145758,109.88787266616244,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,255,255.0
212,20.07235445112842,221125.1654697066,126.42535456652847,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,4,4.0
214,18.25093751480432,187216.16564385567,110.70234679419245,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,47,47.0
216,20.57972195150839,244105.0309351929,140.3615439642982,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,8,8.0
217,20.433972163015795,234654.4967358041,144.8248778354199,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,71,71.0
218,20.317624978194175,240574.901990374,146.13297878623763,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_female,,,20,20.0
224,18.829945342977837,211072.4709210113,132.01503808520727,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_1,age_46_55,sex_female,,,4,4.0
227,20.768473901626564,255301.2244751665,143.84542743894121,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,26,26.0
229,17.083700086807696,188243.99202598695,109.92599861189395,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,88,88.0
230,19.41789518319554,218426.231322518,123.4063825393583,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,53,53.0
232,20.192316409214826,256000.62762549284,151.93316653423304,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,29,29.0
233,19.32140190212438,218061.1319608332,121.41827989681713,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,4,4.0
236,20.196780200945653,236043.5869672905,134.06759962593583,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,273,273.0
239,17.198295114060116,185456.07841661462,109.10310524676784,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,28,28.0
244,17.677915265194542,183635.5672852313,110.94579789731483,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,20,20.0
245,17.500185684808386,178166.2277352194,102.57451098765587,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,4,4.0
248,19.071199678162785,231131.15246364128,132.3952812269367,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,78,78.0
250,19.217449861779585,218882.2147425278,126.55135207499166,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,28,28.0
253,18.966677981512433,235097.98324029054,132.67253927511302,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,258,258.0
254,17.11079884738156,185508.4736080016,107.03036176498195,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,257,257.0
255,19.71590511918258,206282.93937965628,117.34808949732974,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,14,14.0
256,21.225787089409494,237574.72033458282,131.4378071947013,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,261,261.0
262,18.872486786638007,195357.9428732628,112.30547605958361,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,259,259.0
263,18.745455539284663,210319.5794045665,126.81770630803987,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,21,21.0
265,17.16505579590236,185648.34490774453,107.32884980940221,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,39,39.0
267,18.86477912937451,219151.49158901017,121.389931747591,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,4,4.0
270,21.0641125792679,245887.3528934705,135.0249903442357,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,16,16.0
273,18.645326648007327,207715.76819523558,121.85051652627128,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,1,1.0
274,16.192510694026723,133662.91127829134,78.85018465856999,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_46_55,sex_male,,,17,17.0
279,19.612114786704694,234299.24616620003,136.40560142754566,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,276,276.0
280,20.27348547081597,255627.54700214954,150.10842137324676,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,19,19.0
281,19.366637841504286,235644.63256548552,133.18289802423695,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,49,49.0
284,20.308542045415408,226739.79323147077,133.2844349942387,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,,,28,28.0
285,18.84952727037235,221811.18440055352,127.77819281769087,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,9,9.0
286,20.68709867716281,269622.8590614618,150.03826053617183,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,13,13.0
287,19.338563908760193,222908.60628161204,126.11946305750504,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,5,5.0
288,18.34133297229704,202449.036533756,119.08129546400525,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,307,307.0
289,19.605137404215156,230357.5921996141,132.34296806097655,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,267,267.0
292,19.59432670070271,202209.75752897246,122.93995058802254,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,325,325.0
293,17.29525746318444,187231.72339759851,107.39324978529552,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,82,82.0
301,20.219693978855133,260305.46835729908,146.9916092178675,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,16,16.0
304,18.82765558745845,235434.98720271012,138.21454670649334,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_36_45,sex_male,,,54,54.0
305,19.943506700680572,249783.6683856059,146.40488521405672,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,,,77,77.0
306,22.127192164838092,286128.76751129515,163.34769153314502,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_female,,,64,64.0
311,19.47513657107278,242675.66721666,136.8776057445114,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,6,6.0
312,19.493433089028557,231822.8527273727,132.35833844328278,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,270,270.0
313,19.24362322520132,225930.36042355144,126.19966461942995,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,37,37.0
314,18.79991789956327,200176.21232487427,119.0751210493949,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,295,295.0
315,18.312939257546873,192968.02474079974,112.51527436211188,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,271,271.0
317,19.004805396543674,212217.81671180465,122.15840704368456,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,28,28.0
318,19.408468917869726,223394.22527375567,128.83050398190613,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,61,61.0
322,18.29123639108245,194303.48394619804,111.8745257935605,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,240,240.0
323,17.604200151676167,176447.8402641266,101.32954309923512,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,4,4.0
329,23.006740884467007,301306.68588505284,181.18958856962374,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_10,age_46_55,sex_male,,,6,6.0
330,22.13227135815059,280983.4196195365,160.38678486116117,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,,,24,24.0
332,20.37618692841221,228724.30272415074,128.41090008054394,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,72,72.0
334,18.343241212895606,184233.9641901684,109.79287629390767,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,26,26.0
335,19.089828303176375,246557.03672707378,141.1396142003833,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,15,15.0
336,17.097364998117612,203021.48609936907,118.31538514395888,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,19,19.0
338,18.881836969415872,222303.5363368381,130.05345311082937,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,9,9.0
341,13.022045447949878,87942.00932170791,54.228596596510634,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_36_45,sex_male,,,15,15.0
342,18.66208349613173,183444.13339965852,105.793698438496,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,56,56.0
348,18.079737838756927,213216.10667054012,130.08862206330323,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,,,91,91.0
356,20.50987714862778,249928.65292690363,145.0381334955742,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,31,31.0
359,20.61850802939125,244820.90981081343,137.80224444209892,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,8,8.0
360,18.261358289628973,211522.8698123959,125.95333261117116,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,31,31.0
361,17.62749979434642,182842.15947801934,110.28241084300244,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,21,21.0
362,17.40086623222227,185500.5876340366,109.85620216109366,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,69,69.0
363,19.689787289174333,227626.06449158074,129.64056924012576,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,266,266.0
364,17.808080678347878,180670.9198907757,104.63055629477992,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,50,50.0
365,18.807853005644688,218549.0251317989,134.6157735774164,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,,,95,95.0
366,18.684704946965027,203383.86835446136,117.73174883157226,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,9,9.0
367,18.83067145072698,227713.5326547203,135.71985663035406,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,2,2.0
368,19.247022056167552,224526.89455963325,130.99161016499588,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,40,40.0
370,21.037963928875342,257096.009433637,148.84212062049667,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,15,15.0
374,18.816591344068243,208907.33486028275,125.50738763899429,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,31,31.0
377,17.786422349206134,215720.05326541647,129.36783932484823,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,19,19.0
378,21.26151906984404,255081.43919049128,142.60665212825958,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,24,24.0
388,16.92933168789034,185205.32631847358,104.05004200066341,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,35,35.0
389,21.641591817601764,242805.2309329773,141.16756757326698,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,,,67,67.0
390,23.14547537805231,287130.8219191359,164.78227770138406,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_female,,,62,62.0
392,20.44183395172655,248702.79558913203,142.57941965969442,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,19,19.0
394,17.23578441567136,178526.60674341195,103.11482555057248,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,18,18.0
395,17.797443401207644,184260.56796432173,108.40350580253576,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,31,31.0
398,20.368083384757014,239021.42713165176,135.6233944070969,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,292,292.0
400,15.223299213955642,131184.82455160384,75.49754373398875,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,,,11,11.0
401,16.89691522956437,180178.7901672844,105.5911899807043,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,6,6.0
406,16.309530610664595,180364.61798865086,101.07703033750296,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,6,6.0
408,17.835274821320667,186238.85817720546,109.32197746756273,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,49,49.0
409,17.671390668133654,186839.72729580992,107.87039741404317,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,50,50.0
416,17.730625596668574,192913.76683987,116.50406799136138,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,260,260.0
417,18.13006320015151,187697.26933598626,111.90985259493418,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,25,25.0
420,19.156505174110833,209866.71243104996,122.32867292879041,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,1,1.0
426,17.929142129010387,204137.54425425857,122.76585028758794,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,22,22.0
427,18.421433307395446,201966.0821095546,116.2491321009234,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,13,13.0
430,19.30936283323848,214394.55380830786,122.89328969566486,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,23,23.0
431,18.278218182386752,210686.2110682321,124.5035617028281,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,2,2.0
437,15.483280187009271,133812.64419452942,79.71173225881202,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_female,,,45,45.0
439,19.18158434444703,227884.79162831968,138.54457653344917,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,,,30,30.0
442,17.59906262039543,207890.75455238414,124.16819696843201,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,17,17.0
444,19.657149549864684,245208.27942259962,139.9059819603071,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,17,17.0
445,19.553523613378957,212237.78833692207,126.6569161697785,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,30,30.0
446,19.155946768075736,228048.10896288892,130.9583649787442,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,31,31.0
448,19.066914150288085,192052.43431817857,109.84405747320986,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,276,276.0
449,20.030968009534064,275033.4366835479,160.61682022509314,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_female,,,46,46.0
450,17.017878625195408,188740.12616635388,107.6844241447629,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,263,263.0
455,19.77039760304963,235334.01606255802,142.7307673644632,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,73,73.0
456,18.233962201546916,201745.6989814525,117.13328253704704,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,10,10.0
458,17.81735905293796,186067.8364734596,108.67272478588026,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,30,30.0
459,17.896503838528346,184949.89503651875,108.956906163592,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,248,248.0
460,18.897146073048077,181947.51710104686,109.82976515855788,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,49,49.0
462,18.055044448577704,205738.44931263468,116.41798878279857,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,1,1.0
463,19.789848877354643,207880.99985897672,122.18863957390708,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,1,1.0
464,18.541101431874452,215773.21588305305,129.2993632741612,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,18,18.0
468,17.25033701564621,179172.07316116095,103.49977701959315,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,5,5.0
477,17.3620180520588,177781.8203362505,101.9551017501092,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,48,48.0
478,20.69570877503,232923.97103654032,139.6733399005235,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,,,56,56.0
485,18.830451772220272,228849.5734641705,131.04287548959783,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,76,76.0
492,19.549120744435598,241069.76114425747,148.39250837708676,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_female,,,28,28.0
493,19.392529957717485,218292.29293744915,125.18653440879977,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,46,46.0
494,19.58701774943711,238547.0534505278,146.6282184741814,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_male,,,3,3.0
495,20.621573131354864,232931.5877475043,141.6173985379137,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,77,77.0
496,19.379277116641433,220299.52315847762,136.694675260285,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_female,,,345,345.0
497,19.500245588256718,212269.82102788676,130.8180542449668,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_1,age_46_55,sex_female,,,9,9.0
499,16.005067550218953,184889.40344334472,108.078406054923,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,32,32.0
500,18.213293122969986,230679.15936472872,132.44727764667533,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,28,28.0
501,18.324825166070255,208402.94861341652,129.4937685884757,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,,,63,63.0
502,19.41884261180816,238080.0062899681,149.502387429797,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_male,,,4,4.0
503,15.894432240055423,170990.41624056187,101.26243992497344,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,,,11,11.0
508,19.102347579072415,211222.69252442836,120.79011155721655,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,29,29.0
