,Electricity,Income,Water,e_Cooking,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
687,100.96959644049791,226201.11076121093,157.98103974904058,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,687.0,81.0,1,129.39684930389774
689,88.85350412607664,218715.36813415625,164.3059937047091,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,689.0,81.0,1,155.319216953257
690,95.95975308092552,252729.37159923004,175.7132279718887,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,690.0,81.0,1,1.9292668664648662
691,82.27670556892299,194741.63709670765,129.9704762106531,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,691.0,81.0,1,144.54026673181096
692,81.56337678729962,191477.44327865855,140.244257615753,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,692.0,81.0,1,127.13714853767581
693,63.235863654065774,112708.84499454859,87.02258001607807,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,693.0,31.0,1,162.26527619845402
694,90.31549750408257,222664.23511330763,176.93653087268802,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,694.0,81.0,1,142.319216953257
696,90.13776831465664,207776.6235020816,151.46007972560733,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,696.0,81.0,1,5.249150605225266
697,86.9532398413991,186496.73680557942,137.0373727080119,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,697.0,81.0,1,116.13714853767581
699,89.32839470365982,185144.49087387568,132.66090527738484,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,699.0,81.0,1,34.56374124906307
700,95.540190631472,221919.7942197482,155.9653751585796,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,700.0,81.0,1,75.08309411059369
701,81.2866978618487,176173.19815466926,129.64371110431946,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,701.0,51.0,1,41.25509801638677
703,93.93510028890158,218320.68192618765,157.19840669015775,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,703.0,81.0,1,36.47186008805191
707,108.46807686147804,245838.66515699762,176.813869869152,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,707.0,81.0,1,23.074952207006
710,96.15543109289128,222865.6054901811,160.27569667672486,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,710.0,81.0,1,79.08309411059369
711,83.9620357104593,180138.18493869124,136.2455816102515,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,711.0,81.0,1,43.4414541388568
713,88.9141791119352,204670.67425317699,146.2478209676841,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,713.0,81.0,1,6.8152514407840386
717,92.187985156125,207178.5686366965,150.21228885442102,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,717.0,81.0,1,12.292089299782067
718,82.09923722257393,173450.55391401832,131.84093606437554,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,718.0,31.0,1,63.65847794455976
719,82.02976325346273,161961.2418127731,112.82057621478964,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,719.0,51.0,1,15.858190135340841
720,90.9515678483996,194622.36533949946,146.8321806234573,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,720.0,81.0,1,139.48873046490888
721,93.94627545093034,222255.71155859652,165.41930246924352,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_female,721.0,81.0,1,14.052222991269037
723,96.81973812181644,220243.71868955606,155.9533055725619,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,723.0,81.0,1,8.908805563355816
726,88.84056402811213,200944.08776488472,150.19210670697578,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,726.0,51.0,1,17.06880150799035
729,101.45062885050119,238896.00536124446,173.83142937019443,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,729.0,81.0,1,11.766308974329672
5,29.82441961019262,245819.57817838446,144.04930049134688,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,19,19.0
7,23.518957453217553,153701.5445856982,82.60065662439791,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,107,107.0
8,25.514411533039997,196120.96514405523,119.0207573639568,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,95,95.0
10,28.98912556281401,208795.8532959937,125.8428291287303,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,9,9.0
11,25.709799396948554,181274.92798168934,107.61671224279709,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,50,50.0
12,29.23853547056757,233748.7064274119,138.78520268669118,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,149,149.0
15,24.867452959313006,206474.98030795134,118.78265605079208,Cooking_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_1,age_26_35,sex_female,,,18,18.0
16,30.57351731251373,227491.30405711144,133.98228121823968,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,69,69.0
17,25.27551160544661,172743.70428473593,101.5654064286527,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,20,20.0
18,27.023704179621824,185427.22216497612,115.14100264563919,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,54,54.0
19,25.586730704664916,193344.90829434863,111.35352560141985,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,158,158.0
21,26.29383717216949,181485.19108722173,106.45947626039566,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,36,36.0
23,28.05975581345421,223681.7241586768,143.0457800755304,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,159,159.0
25,31.73777673155726,257933.2063108421,148.3984750048084,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,40,40.0
28,29.28882709215243,220399.01735395566,126.35876363780214,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,48,48.0
30,28.631722467560337,213368.41486484586,135.96801121052286,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,,,70,70.0
31,23.760967752642806,136066.74235991205,80.53313486304293,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_46_55,sex_male,,,18,18.0
33,25.058461234220594,150797.21016168073,78.8557380542743,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,6,6.0
34,26.614761643078296,197856.98330230932,122.20717181968539,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,149,149.0
37,27.427564942080075,198319.98692793038,117.73754794795317,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,1,1.0
38,28.259882102192833,224367.64400864556,132.31294478425986,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,,,30,30.0
40,24.562038724954945,172645.29925415732,103.83407457967915,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,14,14.0
41,26.68213179484499,217603.4468050859,133.17568858110602,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,18,18.0
43,23.610766187412707,132135.52606676493,69.78383267130282,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,54,54.0
45,27.75019171659043,196337.10373366048,117.0212191750124,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,11,11.0
46,28.810058994060313,210857.91324472503,126.28394016326627,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,28,28.0
47,24.888835032024225,196268.58311483942,116.32759571008506,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,147,147.0
48,28.546619009724296,250909.0511887996,147.18302012915296,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,21,21.0
51,30.380694887444236,222459.2120209294,134.35060208514997,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,26,26.0
52,26.029099749984866,176351.17716201296,94.09427644148283,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,32,32.0
53,22.157327524128227,118191.87339449339,74.08780794958771,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,64,64.0
54,24.856266259769775,174206.27201081306,100.49820876461477,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,29,29.0
55,29.4461614890037,222183.71732379,128.47109045059892,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,98,98.0
59,23.929694975070554,149702.94659385446,79.00475245591005,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,105,105.0
64,29.70707489654076,237267.264831628,143.7083434840641,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,164,164.0
65,27.41353955377341,224583.5154792821,131.85393550012762,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,,,69,69.0
66,30.128471178313745,240843.1099653088,139.20771223519446,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,17,17.0
68,29.16864744637725,215834.1681766844,130.8446988998653,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,23,23.0
71,29.430099433382836,245632.77010493266,161.16072132652627,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_66_75,sex_female,,,22,22.0
72,28.398347644879593,220813.36934800172,127.1071521610536,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_female,,,2,2.0
73,30.659107940647445,228041.17545514303,133.17528878322335,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,104,104.0
74,25.191579485778576,177201.2430094646,105.46910038994282,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,55,55.0
77,28.860591874451657,224127.3422672829,132.02659408238196,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,43,43.0
78,26.61955590137709,201013.87330390894,120.97869868879317,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,161,161.0
79,26.686007178016553,174040.93674094597,102.73456608290942,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,,,14,14.0
80,22.631481553474387,126198.5844654157,65.57637501516705,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,27,27.0
81,31.341899928691248,237387.54317427185,144.05098697279027,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,34,34.0
83,28.904737986225143,242549.874722872,138.1301139138989,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,9,9.0
85,21.158529516817623,141648.78582857002,75.58181815137492,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,111,111.0
87,34.98763626940254,308063.1954609999,175.5354001631703,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_9,age_46_55,sex_female,,,24,24.0
88,26.378460320590513,215861.09692839815,124.86405282988174,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,24,24.0
89,29.675307435675478,253671.42385536712,147.31934085947907,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,14,14.0
90,26.75192022040259,205352.1811132154,112.50542232686908,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,18,18.0
93,28.056064301109828,211249.15988494272,121.69775174025136,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,19,19.0
94,30.58789895726065,264970.67092731374,158.962576985245,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,10,10.0
95,25.513819408348745,199415.4783002761,122.61599770993416,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,1,1.0
97,30.79923694025004,228568.37874805488,136.95359596553783,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,64,64.0
98,25.301665237966475,186832.78456691536,112.47085828311629,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,133,133.0
99,32.19861290128432,269943.5956132559,160.23312594025936,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,55,55.0
100,25.490141157162505,163739.77940994818,99.10544550585836,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,,,15,15.0
102,28.128323024037755,235214.31723585684,138.64614239283702,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,178,178.0
106,23.934642256866255,137915.89450834345,70.77366147476675,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,29,29.0
108,28.368054584587,227106.01433241565,133.31614735190578,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,144,144.0
109,30.141798846367294,259601.67066677022,153.5082811732923,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,22,22.0
110,28.688963201506326,202539.08371433394,119.55059614040013,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,11,11.0
111,26.26994797708707,186592.13898190987,112.7424745448092,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,132,132.0
112,27.795836771381374,208205.84687730472,127.05771613332884,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,12,12.0
113,28.305929644347913,235596.49560076065,151.8413376755555,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,24,24.0
114,27.60157025080565,226190.01718371734,142.03174896625347,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,13,13.0
116,25.960325416497938,187788.530416362,115.43320593039462,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,68,68.0
122,25.864163254919617,221933.55259561675,130.60260363836966,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,5,5.0
124,24.568714960770656,184670.03697616715,109.90359088447507,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,47,47.0
126,32.23030500866511,289331.0320642794,172.76221985884433,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_female,,,63,63.0
127,31.391838855743273,274200.27780421893,162.3097854169154,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,,,55,55.0
128,25.2851607995322,192290.27214438605,117.65761662659868,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,146,146.0
129,26.172798348977956,209373.40225907293,126.81892723526337,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,9,9.0
130,29.22628908783726,247174.54954635692,157.67258473109445,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,,,23,23.0
133,28.926235926132563,211761.36619329482,132.06141285296334,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,,,104,104.0
135,21.544042337354973,135419.4394227125,79.78507252976088,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,,,8,8.0
136,25.698737082515017,132877.34577787426,79.91063947731436,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,,,8,8.0
137,25.291003241279135,139708.9118578409,84.88700606858995,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_female,,,18,18.0
140,26.909794812724435,197153.16195542272,120.69113902967428,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,134,134.0
141,25.762198146797466,173797.3157137665,101.34476453357465,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,33,33.0
144,27.34093069339665,197544.07416900696,116.00103009566081,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,147,147.0
145,30.431795320616573,205399.98289886603,123.91367838954551,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,16,16.0
150,31.097529223143468,234301.57773662664,141.09218609610878,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,65,65.0
151,30.9632598059096,240977.55921608664,142.31335843099387,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,2,2.0
152,27.555003437410527,220849.7761514349,128.6178875187934,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,,,32,32.0
153,29.433914643050898,227929.9514973279,131.53887394490613,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,91,91.0
154,30.057689518288015,254155.07645616774,153.00469870011372,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,3,3.0
156,27.03046371732377,227117.4227205002,142.96494374544213,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,,,19,19.0
157,25.997690980485572,173804.52426976615,101.70165604622485,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,34,34.0
163,27.1724418973956,212890.4707152037,125.4202117198266,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,,,5,5.0
167,24.245332521081664,188283.87354687415,100.3492958680096,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,149,149.0
168,27.678563014116556,187097.99831905344,112.4109876262798,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,141,141.0
170,25.711045651355228,197071.28338222086,117.58322637524681,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,142,142.0
175,32.8098286147829,283213.37037173373,165.66492618681556,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,,,63,63.0
176,28.398310688274265,219578.5305638763,129.14849290297906,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,47,47.0
177,30.4764889529403,244815.6324978295,148.6729544602009,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,2,2.0
178,28.349120360780702,239319.86851764782,143.22628937791322,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,157,157.0
180,26.248082887361548,188978.85670137755,112.72837353133102,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,147,147.0
181,25.62053970122401,185484.67167088093,110.88917726298905,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,86,86.0
182,27.1165938334823,185319.7150000381,112.28397302229975,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,143,143.0
183,29.532224874777654,254649.47793860035,151.85100765210558,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_male,,,14,14.0
184,28.25124055167801,225524.2505340513,132.74524960521208,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,13,13.0
186,20.41776512467269,99115.96211573768,52.284805131952304,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,54,54.0
189,28.327166807180987,223696.73648487226,129.76033152976035,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,,,65,65.0
190,28.30975640148492,228120.49442400553,136.00224631140208,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,57,57.0
191,28.038849134714972,222106.9035152229,133.93632684820457,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_female,,,17,17.0
192,25.71037193783711,208391.95415244132,123.04260838736442,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,2,2.0
193,29.583099041087195,247484.7572018513,144.7841294118271,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,15,15.0
194,26.544230929877116,183581.8938166645,110.21460991792391,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,41,41.0
195,30.162688204875877,248246.2319238364,150.54828180523424,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,22,22.0
196,26.80583850921669,215895.58565565996,127.0389287276602,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,5,5.0
197,30.129415594433922,269455.19622753805,156.24067886913684,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,46,46.0
198,26.715425729551562,180960.11164656226,105.867322408381,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,,,17,17.0
201,25.22186999523408,177273.01903895926,101.61062165237261,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_female,,,3,3.0
202,27.711651727461472,183622.31450057038,113.04407094302044,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,63,63.0
204,25.86368903489712,204237.27429490897,120.01004209364534,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,114,114.0
205,29.665193912361005,230454.37975704824,138.73630367938603,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,138,138.0
209,26.84730822538331,179841.93235317388,106.06390516024128,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,38,38.0
212,23.492213697316508,163169.04265648418,101.75963063572424,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,,,84,84.0
214,28.266855234008403,227080.0241204785,137.30403487279838,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,59,59.0
