,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
415,593,sex_male,Size_3,age_76_85,Education_College,Cooking_no,Refrigeration_no,TV_yes,Urbanity_Urban,258062.60958084348,92.30472455112206,186.78081256263042,64.42681258549932,20.038911069405497
416,594,sex_female,Size_5,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,258246.80401911182,105.46111344795904,183.86017268216546,64.42681258549932,81.00385072659354
417,595,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,186722.53076234183,88.45955588601774,133.67590631110087,64.42681258549932,106.60667994361988
418,596,sex_male,Size_1,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,232460.43515940613,100.85419782360502,167.64178781018026,64.42681258549932,0.0
419,599,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,199540.96028316292,96.44761292345163,143.33419996173444,64.42681258549932,34.85819013534084
420,600,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,183140.99790772496,84.27494129722446,131.89805286999652,64.42681258549932,148.86633203892856
421,604,sex_female,Size_4,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,262939.89205943304,100.86255832924425,188.08288300168627,64.42681258549932,0.0
422,605,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,235263.1715926182,94.0231714253848,169.08568777528478,64.42681258549932,0.0
423,607,sex_male,Size_3,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,163147.06246127086,83.25200041477456,117.3465191473338,64.42681258549932,43.17003101098993
424,608,sex_male,Size_2,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,131338.38059260405,75.50516125580356,95.91373396555832,64.42681258549932,36.25019142906075
425,609,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,250266.12963433028,99.27581904385947,181.1954168596673,64.42681258549932,2.9292668664648662
426,610,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,196023.34302324403,91.27590573384349,145.00429056604787,64.42681258549932,292.6321478928222
427,611,sex_male,Size_7,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,257570.8704966033,101.62821426186603,195.66498115203555,64.42681258549932,96.83501225918991
428,612,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,194992.76428662406,92.29224578995077,141.42204171773324,64.42681258549932,16.54954690266454
429,614,sex_male,Size_3,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,223185.35595340136,96.88291433203555,158.270373451616,64.42681258549932,179.12603280515046
430,615,sex_male,Size_5,age_86_100,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,242994.53748235962,100.616290936568,176.2180604393448,64.42681258549932,0.0
431,616,sex_male,Size_1,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,224006.49387635847,100.34683200661716,158.65792665900827,64.42681258549932,0.0
432,617,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203598.67535446814,96.1825066880439,146.23537224628816,64.42681258549932,0.0
433,618,sex_female,Size_3,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,111057.00061585379,71.10703960308743,86.16646865983299,64.42681258549932,149.22375451673355
434,619,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,182673.29102068424,83.27731633971207,134.62557363278958,64.42681258549932,266.3906986048821
435,621,sex_female,Size_6,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,251594.19037579215,100.17137717016784,177.02072018997484,64.42681258549932,0.0
436,622,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238971.86851784392,98.1109445458766,168.82760498879765,64.42681258549932,306.84890996448723
437,623,sex_female,Size_1,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,206536.39651140213,95.25015885149992,152.47831369015094,64.42681258549932,0.0
438,624,sex_female,Size_2,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,223168.7903684473,90.70253251629009,178.7180927461155,64.42681258549932,144.62352255443798
439,625,sex_male,Size_2,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,164961.74018708026,78.61244243089102,119.58103727283807,64.42681258549932,0.0
440,626,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,180271.55390999006,81.22319883192209,132.49010152766022,64.42681258549932,90.56374124906307
441,627,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,225105.0276706676,87.06420707111354,157.71978183949412,64.42681258549932,104.78050332072822
442,628,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,184252.75199728544,87.55681309467911,137.80816364666012,64.42681258549932,164.90927073348533
443,629,sex_female,Size_5,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,215214.81002962426,92.37401280010299,150.33645070014666,64.42681258549932,62.69520749391724
444,630,sex_male,Size_6,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,212878.84339059482,102.49897056665635,153.59087886813003,64.42681258549932,23.880322901181348
445,631,sex_male,Size_8,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,233930.03684029344,101.21786328054876,170.4399001745479,64.42681258549932,0.0
446,632,sex_male,Size_8,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,273892.4482098527,105.52874362630023,211.25547519636703,64.42681258549932,122.05998823341601
447,633,sex_female,Size_10,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,226321.83077251306,90.68539867610531,165.87141224707267,64.42681258549932,15.000317286623638
448,634,sex_male,Size_10,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,298054.30440690706,113.95928921586423,228.51427005541544,64.42681258549932,0.0
449,636,sex_male,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238200.646544838,94.02065735758717,174.4820378927299,64.42681258549932,81.27023030896133
450,637,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,157928.76418286128,74.89377629620148,115.08720824442373,64.42681258549932,0.0
451,638,sex_male,Size_4,age_19_25,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,211899.1952724776,89.89297259584208,161.31498440346022,64.42681258549932,0.0
452,640,sex_female,Size_4,age_19_25,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,153247.84353565026,76.43319231394211,112.22672313928904,64.42681258549932,0.0
453,641,sex_male,Size_4,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,80660.24675200018,63.73999297214201,50.57319728494127,64.42681258549932,0.0
454,642,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,242260.5586531814,96.68306819494627,167.46809012119888,64.42681258549932,49.074952207005985
455,643,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,228443.93916820397,88.66537197471617,168.60734094414732,64.42681258549932,34.38003339101261
456,644,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,154810.13898244535,75.92920432642902,109.90389052330914,64.42681258549932,0.0
457,645,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,236333.11278695407,106.9034016890861,167.94902883071916,64.42681258549932,30.76630897432967
458,649,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,191495.43925969122,88.42374030718028,138.36650727464223,64.42681258549932,270.1800872322326
459,650,sex_male,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,219877.23910307637,98.67472167095251,155.02660636489696,64.42681258549932,102.5147987826087
460,651,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,175990.7924841859,89.37044833605079,127.0677373527531,64.42681258549932,7.6920434916906775
461,652,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,227989.78551088297,94.83451511239203,164.65695024332683,64.42681258549932,284.39684930389774
462,653,sex_male,Size_3,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,166087.0808953307,80.3213728736611,124.58035303735421,64.42681258549932,43.17003101098993
463,654,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,189244.2875406445,92.69181180022638,143.76209430872927,64.42681258549932,290.36644335470265
464,655,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,185083.62614243638,88.17916328087342,137.61941036329802,64.42681258549932,270.1800872322326
465,656,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,227843.24571443335,99.95690301354665,159.91585582021813,64.42681258549932,42.18896613385765
466,658,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,205520.95390669024,91.38019641368246,152.58575646445234,64.42681258549932,18.815251440784042
467,659,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,245051.30408230182,99.96721037486219,177.70335487095906,64.42681258549932,33.03201351244918
468,660,sex_male,Size_2,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,144821.63707772124,72.05984636571112,107.79696056558785,64.42681258549932,141.52100792780806
469,661,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,140585.1994719895,82.97365631562315,90.54590044743115,64.42681258549932,90.56374124906307
470,662,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,172052.59779214297,71.63710533834484,128.8134530453613,64.42681258549932,0.0
471,663,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,135854.72510832312,70.02274095579558,90.5018088020468,64.42681258549932,0.0
472,664,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,130402.93028307457,68.89489368138621,85.87714097009824,64.42681258549932,0.0
473,665,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,198312.08642737684,85.11158420372523,143.30431514907804,64.42681258549932,292.6321478928222
474,666,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,202845.42392267883,85.8667302581768,145.10575535201505,64.42681258549932,292.6321478928222
475,667,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,175203.77533919347,86.48922868124522,127.10156832006855,64.42681258549932,72.25509801638677
476,668,sex_male,Size_2,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,199887.5139455754,96.4410041126771,144.14253850088951,64.42681258549932,0.0
477,670,sex_male,Size_2,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,203085.7119828252,91.9592985100689,156.01853454391318,64.42681258549932,106.12852319929164
478,671,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,182408.20910624092,87.15733689339834,131.6752602978084,64.42681258549932,254.1371485376758
479,673,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,229980.77183763465,96.1178439346865,165.19922009818538,64.42681258549932,104.78050332072822
480,674,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,189985.99828675008,85.689280063444,139.67132321265953,64.42681258549932,90.56374124906307
481,675,sex_male,Size_1,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,136401.6912735842,75.50117989262576,100.35005740090371,64.42681258549932,44.87207601399833
482,676,sex_female,Size_1,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,146675.37959406828,79.3276783167306,109.08542104991582,64.42681258549932,65.05843213646837
483,677,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242412.86373195914,95.75935685307971,165.81312551462602,64.42681258549932,14.723370279772872
484,678,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,232761.67645629589,92.88765594612039,172.20725689531713,64.42681258549932,0.0
485,680,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,234957.91097657778,97.6495212982001,168.36082540783687,64.42681258549932,268.35391060934097
486,681,sex_male,Size_4,age_26_35,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,75692.48833877215,60.4646651360935,49.97155585908443,64.42681258549932,0.0
487,682,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,174694.89172166202,87.33972735435218,124.28311649001648,64.42681258549932,7.6920434916906775
488,683,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,191837.90375729185,85.48063297026977,136.8323494467205,64.42681258549932,272.4457917703522
489,684,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,172798.9708502974,77.96164538891246,125.66856092180869,64.42681258549932,68.46570938903628
490,685,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,180625.81590701095,86.83017179391538,132.08185064749202,64.42681258549932,88.29803671094358
491,686,sex_female,Size_1,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,201051.05464312198,89.66073757744769,155.25976747176847,64.42681258549932,27.400242869832464
492,688,sex_male,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,218531.91859450116,89.54004550269505,157.01018314931179,64.42681258549932,102.5147987826087
493,689,sex_female,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,257639.03602431866,100.16616262337686,187.35445142568796,64.42681258549932,0.0
494,691,sex_male,Size_1,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,213203.51294198981,89.64676374496166,153.70468975977704,64.42681258549932,21.908805563355816
495,692,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,101385.82089507916,67.0507583428436,80.36198391005065,64.42681258549932,52.42616437172175
496,693,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,122433.41733814195,72.3685972196525,79.22919789040887,64.42681258549932,0.0
497,694,sex_male,Size_1,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,88990.52526349081,63.56896890263825,69.64173122805701,64.42681258549932,0.0
498,695,sex_male,Size_1,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,202143.54331547976,84.44494356732731,145.00798323075958,64.42681258549932,0.0
499,696,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,210753.11877316356,93.50981844632,151.05800825089682,64.42681258549932,28.292089299782063
500,697,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,176028.81293709905,86.62808470898707,129.8087170384447,64.42681258549932,88.29803671094358
501,698,sex_female,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222889.76327338608,92.4290383273743,157.54027282319814,64.42681258549932,106.65821621052196
502,699,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,193836.46121403252,88.19005075452321,143.37472228683268,64.42681258549932,292.6321478928222
503,701,sex_male,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242229.86155090836,95.10232668893325,167.06316785789312,64.42681258549932,33.03201351244918
504,702,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,209370.57928579202,94.48871378787456,149.54305386174195,64.42681258549932,28.292089299782063
505,703,sex_female,Size_5,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,250171.93070336606,98.34311265404338,180.41948588872816,64.42681258549932,62.69520749391724
506,705,sex_male,Size_5,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,252795.53332183682,99.9282434529522,182.7705438516101,64.42681258549932,42.5088513714472
507,707,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,199052.20021569915,87.56249024167536,146.1133940643337,64.42681258549932,308.675086587379
508,708,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204081.67966925766,90.43456650540017,149.14851871098213,64.42681258549932,34.85819013534084
509,709,sex_male,Size_2,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,164917.61497277353,82.40161751210074,117.71105268960086,64.42681258549932,0.0
510,711,sex_female,Size_4,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,122233.06633913002,71.81731586165905,95.19298214447842,64.42681258549932,0.0
511,713,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,172572.51067155032,84.14209743466158,123.34867123229962,64.42681258549932,9.569756381484392
512,714,sex_male,Size_1,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,213883.70531005136,96.7255772242728,155.62994262565033,64.42681258549932,3.600162330679506
513,716,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,195135.5081908788,95.10408937425113,143.1330338555396,64.42681258549932,16.54954690266454
514,717,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,196075.26521848585,82.10464962831239,144.2631213289327,64.42681258549932,0.5066082081077339
515,718,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,195598.76702097448,80.61923147030437,142.88997472938982,64.42681258549932,268.6564031430017
516,719,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,166291.27300266392,75.67858601434506,117.51224178645138,64.42681258549932,0.0
517,720,sex_male,Size_3,age_66_75,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238108.84830685728,100.13614019467242,178.00021111125957,64.42681258549932,22.585929977704637
518,722,sex_male,Size_1,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,193327.97570485302,92.08360355302149,136.82228813697705,64.42681258549932,0.0
519,723,sex_male,Size_1,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,150031.02599872262,80.09030196660262,108.27067073049523,64.42681258549932,0.0
520,724,sex_male,Size_3,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,213663.33222738234,99.08248625335797,147.66493176413175,64.42681258549932,1.005049716490147
521,726,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,187525.51933178224,89.9772024568716,138.87820307040818,64.42681258549932,0.0
522,728,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,235903.57672048121,98.34954766672595,171.82050504352176,64.42681258549932,124.96685944319826
523,729,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,197357.98577072495,82.81765864055208,143.61806235370486,64.42681258549932,292.6321478928222
524,730,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,182320.35342196285,84.3849425172493,133.17977327139985,64.42681258549932,169.05268816139858
525,732,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,226147.59100921848,92.97656610365492,161.0492508669658,64.42681258549932,268.35391060934097
526,733,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242135.99119826866,95.9854250782969,173.85379501043045,64.42681258549932,0.0
527,735,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,233479.4466166275,91.16575676507568,167.183124772946,64.42681258549932,124.96685944319826
528,736,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,184577.15319300533,81.28352134543093,132.546135195821,64.42681258549932,11.835460919603895
529,738,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,230354.75873099806,95.83294529587725,168.63034361245977,64.42681258549932,183.2694502330637
530,739,sex_female,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,206858.08168513156,86.7040530349911,138.69993983515002,64.42681258549932,53.21836963491921
531,741,sex_male,Size_1,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,211126.02794456226,94.51660780977845,166.15595175722603,64.42681258549932,0.0
532,742,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178463.96106489212,87.35402307065534,130.55610380356367,64.42681258549932,7.6920434916906775
533,743,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,175418.98115727492,80.64095425766118,130.52389177307265,64.42681258549932,0.0
534,744,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173559.87390353336,82.26760341356305,124.00548875143406,64.42681258549932,0.0
535,745,sex_female,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,213065.2693397232,91.2644145366338,155.947084808862,64.42681258549932,32.43550672769529
536,746,sex_female,Size_5,age_76_85,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,236910.81858411955,98.34707879807618,175.74092825939343,64.42681258549932,0.0
537,747,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,221852.36442124637,94.90931045809003,161.1466805569186,64.42681258549932,0.0
538,748,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,185649.88355635107,86.73821009323639,131.8317157352596,64.42681258549932,90.56374124906307
539,749,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,227536.56806238496,90.6519177008455,163.16940894883436,64.42681258549932,163.0830941105937
540,750,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,230795.67014694837,89.87906476025826,166.992119384105,64.42681258549932,104.78050332072822
541,751,sex_female,Size_2,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,168577.16655123327,85.15510094122052,119.83330549079098,64.42681258549932,0.0
542,752,sex_female,Size_6,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,211711.0745501206,89.2874399255853,152.70636979844502,64.42681258549932,0.0
543,753,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,226005.70552798515,94.53275772587538,158.0558884257138,64.42681258549932,268.35391060934097
544,756,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,170328.46532271133,80.80576527527836,126.61950753806127,64.42681258549932,0.0
545,757,sex_female,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222325.3592627706,92.62171548139072,161.13114496529843,64.42681258549932,26.052222991269034
546,758,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203929.82056269114,95.52758219518103,149.39404814391443,64.42681258549932,10.133415916595482
547,759,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,202944.37824227847,95.46668883900384,147.51304135844785,64.42681258549932,34.85819013534084
548,760,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203617.22779922193,90.25690525243911,146.73754907983053,64.42681258549932,34.85819013534084
549,761,sex_female,Size_2,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,170953.3692842724,83.88751060017977,127.67405948788073,64.42681258549932,0.0
550,762,sex_female,Size_4,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,265406.9855300324,102.51356976865776,190.42001266361262,64.42681258549932,0.0
551,765,sex_male,Size_6,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,271216.51750818314,103.31465789051812,194.9570765237386,64.42681258549932,40.36278951096598
