,Electricity,Income,Water,e_Cooking,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
598,83.63479525833776,177465.2003011538,125.47584083172165,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,598.0,51.0,1,74.68694199087084
600,81.68236109420222,180464.4704029029,130.45289715856364,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,600.0,61.0,1,25.30257470785402
601,72.91066125023839,116240.66471555232,86.18725254952635,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,601.0,31.0,1,131.06741735867473
602,97.23219872130029,252146.57160611261,182.20834391398137,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,602.0,81.0,1,26.291081980963604
604,101.03643599231806,217836.05845871536,159.98297775813268,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,604.0,81.0,1,10.18997167490646
606,77.14807730220157,165925.6374494005,107.98464619522282,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,606.0,51.0,1,41.11123973642042
608,73.18255940915245,132797.94729456014,99.06938682782713,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,608.0,31.0,1,16.27588991465036
609,90.462241941652,199079.65679444652,143.57310075735938,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,609.0,81.0,1,80.68608413871539
610,63.246714804620325,103469.82571363368,81.5603347893521,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,610.0,31.0,1,95.92887984679308
612,86.10830173110097,176845.34235648453,126.64508577568064,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,612.0,51.0,1,74.06258808318054
613,85.04914325451911,208853.79797667512,151.49799667154744,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,613.0,81.0,1,16.681020723694857
615,68.08067064176663,105246.98265964387,84.2448740909499,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,615.0,31.0,1,97.92887984679308
616,57.706964145589616,62152.16503939299,39.15102949301891,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,616.0,31.0,1,92.62920495894531
618,59.9310667028513,101103.4640347122,76.49051023351852,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_36_45,sex_female,618.0,31.0,1,17.22095280625597
620,84.03474837289166,174901.97498352994,128.99415221751556,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,620.0,51.0,1,35.20150359130389
622,66.50692853958883,128210.28697037973,101.37825388816734,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_female,622.0,31.0,1,15.238940456289889
624,85.10220727250433,186921.24535360065,139.6834898664991,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,624.0,81.0,1,65.71568719549525
625,86.10522363203945,198054.78471265335,146.49245883369082,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,625.0,81.0,1,22.52838865577933
626,73.15968384272128,153326.96109983514,99.7364222022409,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,626.0,51.0,1,27.52838865577933
627,64.52063426942746,95300.6312109692,57.715074691160794,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,627.0,31.0,1,96.98381695518749
628,76.24889277643831,170185.74115421527,122.59509793325914,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_female,628.0,1.0,1,45.141952424985284
630,70.8103196947866,129210.54199752425,83.58454467946568,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,630.0,21.0,1,25.299444827852675
631,76.25807508731313,146497.84887335385,97.63272431152676,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,631.0,51.0,1,109.03298502640067
635,93.83290081581228,202380.43052047296,144.20851361886497,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,635.0,81.0,1,17.52838865577933
636,90.5091403412904,204042.48132065983,146.05583886059222,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,636.0,81.0,1,27.18148776809401
637,92.2218129844492,217904.30107340348,154.56512070711975,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_female,637.0,81.0,1,16.917496300074628
638,83.68747300475894,168738.33258120608,112.3757345553394,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,638.0,51.0,1,22.21717118792238
639,89.69865216072672,208639.7917271923,155.5978846386447,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,639.0,81.0,1,69.65605793800209
640,96.6587075663112,272033.20562728,207.55426565140127,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_7,age_46_55,sex_female,640.0,51.0,1,77.55084112187313
641,77.94740591173208,141178.17735296677,96.42974998625536,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_7,age_26_35,sex_male,641.0,31.0,1,31.67208163766812
642,103.57638700410135,271602.6065841081,196.514479630128,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,642.0,81.0,1,53.52167340265434
643,97.18900673038591,243959.2690072931,164.78443774925856,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_7,age_46_55,sex_female,643.0,51.0,1,73.8671074121681
644,81.89861531708475,207263.2403985459,138.50742172363755,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_male,644.0,51.0,1,37.083233698257295
645,95.62685767709381,251305.51498046712,181.95451083267918,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,645.0,81.0,1,25.0912239132105
646,79.89398614081664,164681.70608175526,124.33464964576065,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,646.0,31.0,1,35.385432898416596
647,83.6050805278042,224070.3312408008,162.29131732951842,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_female,647.0,51.0,1,79.6646591254961
648,99.33203413829058,263308.9191871831,201.85795129041,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_46_55,sex_male,648.0,81.0,1,61.85850622467407
649,90.14485547901182,225475.99175497727,168.89047663326045,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_26_35,sex_male,649.0,81.0,1,19.7508527656612
650,89.75720580268451,227032.9172716607,164.67946504221536,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,650.0,51.0,1,116.44977241291082
651,76.48634149424886,161243.9884474083,106.85867470220958,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,651.0,51.0,1,49.15776198009206
657,96.55373873607157,242202.10696396593,174.5018764138426,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,657.0,81.0,1,91.81118685233096
658,95.63973054818204,236811.64919152448,169.63483041536844,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,658.0,81.0,1,96.11086174017868
661,81.72562382903102,177409.0604235519,132.05145925081237,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_5,age_46_55,sex_male,661.0,1.0,1,61.24735849306325
665,90.09100503787396,226677.72657739636,158.32370472763589,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,665.0,81.0,1,63.62542334061176
668,89.4784578672235,213738.89814793554,152.5002315555887,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,668.0,81.0,1,18.21717118792238
669,96.45309103089376,213891.16002650396,153.68296156313002,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,669.0,81.0,1,15.217171187922379
670,83.51411802318394,192040.84787932655,140.1976979139603,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,670.0,51.0,1,32.04968366627801
671,79.01851872112678,140927.10314720045,93.90389602206487,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,671.0,51.0,1,84.71568719549525
672,79.51644190615849,170933.5664683307,126.79726469063536,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,672.0,51.0,1,38.901828703456154
673,97.89943319673269,238272.5974767816,167.98629791694418,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,673.0,81.0,1,94.1580877400163
674,95.51922229065464,232305.75985428246,165.43302964147483,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,674.0,81.0,1,54.29700324813963
675,70.70162642909096,126548.54134862582,94.33048463488956,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_male,675.0,31.0,1,16.57556480249811
676,73.61370244808622,171661.36698843678,125.50208231367614,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_46_55,sex_male,676.0,21.0,1,24.299444827852675
678,73.76382735016514,143905.43912971285,108.89960572500351,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_6,age_36_45,sex_male,678.0,1.0,1,30.347948111413523
681,80.17811389153714,197522.64465501075,143.13720951778294,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,681.0,81.0,1,16.52838865577933
682,89.92356990835707,187073.6608106084,136.8308871773647,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,682.0,81.0,1,71.41601230764748
683,74.31899264832056,149229.8219979897,95.02319865176128,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,683.0,21.0,1,139.24036137994653
684,82.710738879276,193683.220636138,144.107493930689,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,684.0,81.0,1,76.20112559506217
685,67.60172168275308,120219.57496243734,91.2088604776428,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,685.0,31.0,1,131.1146433585123
686,75.43290169429737,191150.87504647762,140.63616601102115,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,686.0,51.0,1,99.5400362677943
687,92.09088886819971,197052.1719689282,145.8711267993493,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,687.0,81.0,1,95.20112559506217
688,78.3598552506083,162921.4714604199,102.91665527966984,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_male,688.0,51.0,1,11.04903061926089
692,95.51060756625864,261983.13138532202,191.27677735351682,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,692.0,51.0,1,20.3913924929175
693,87.53483453545708,228620.5314182099,167.076807986018,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,693.0,81.0,1,12.84307078722114
694,100.83535750042721,262613.4307609248,190.7284503715686,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_7,age_26_35,sex_male,694.0,51.0,1,22.652598695824494
695,94.31336313015223,259477.8339853601,187.5266498185416,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,695.0,81.0,1,29.291081980963604
696,79.90813924775819,177357.9407315245,115.66877594065208,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,696.0,51.0,1,78.97232422829704
697,91.51475168607458,230792.14274011427,164.82992285673387,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,697.0,81.0,1,68.62542334061176
698,96.1824261348408,213363.38629781303,147.71238083864506,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,698.0,81.0,1,26.811564848572644
699,71.64162094356217,124117.60316137805,95.96927546968037,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,699.0,31.0,1,15.53861534413764
701,78.92567340530371,172199.21815678742,119.00684811874581,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,701.0,51.0,1,33.88181288024626
702,79.14868269276042,178365.89043843007,131.0365208624911,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_female,702.0,21.0,1,97.7549229803796
703,79.34419113853805,177960.55459567302,130.7869039440607,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_5,age_36_45,sex_female,703.0,1.0,1,52.29458449290082
705,97.8229816642478,249058.6564663017,173.94077636371503,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,705.0,81.0,1,24.59075686881136
706,89.92262805901625,226676.5394299309,165.0259406288427,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_female,706.0,51.0,1,65.2890130331864
707,80.246126746575,189575.6236823795,138.32153640364996,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,707.0,51.0,1,117.193135380109
708,87.55100603634098,194668.72176229942,142.9996645136429,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,708.0,81.0,1,18.52838865577933
709,77.48928931521895,167454.82439936814,120.54537610888708,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,709.0,51.0,1,12.6543359304912
710,94.72926549742873,251569.3942239589,179.43914911984461,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,710.0,81.0,1,27.59075686881136
712,92.94834717666627,224911.7173441024,148.04901451925483,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,712.0,81.0,1,22.052481820185392
713,60.66740778655193,71552.59652449486,46.98377004772787,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_female,713.0,31.0,1,81.25355886663564
715,82.39739808827187,189350.189874255,140.92707083492164,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,715.0,81.0,1,47.41601230764748
716,89.89530309714262,221988.0715736172,163.92960478007387,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,716.0,81.0,1,54.67264934044931
0,39.45622049481279,172317.3664986876,74.45968596269675,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,,,1,1.0
3,43.531469218800844,228715.92565959622,108.2485405416369,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,20,20.0
4,39.86983219786981,230336.20852206546,105.5452066532097,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,14,14.0
5,38.97699154576839,203451.99940945406,87.59671214278548,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,11,11.0
7,39.69793100449426,197081.44176263927,83.86283833792689,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,88,88.0
8,31.23285431795322,121296.39073903105,55.13914688495477,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_female,,,1,1.0
10,45.5036696450134,206895.33059230805,81.99762937236113,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,18,18.0
11,42.74783319484475,223546.3834133564,93.711397678339,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,69,69.0
12,38.256702546460126,191378.4765859236,83.29512807015597,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,56,56.0
13,42.10617381479575,240973.44761344718,99.84913114891255,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,21,21.0
15,37.505750248586054,206356.49150882504,85.52378839082195,Cooking_yes,Refrigeration_no,Urbanity_Urban,Education_College,Size_1,age_26_35,sex_female,,,21,21.0
20,39.01410331727248,185276.3882572818,78.80119562534009,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,50,50.0
22,35.612767048363,163966.10164433176,69.12526020494288,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,,,45,45.0
23,33.276830514776115,136906.92070059187,55.2081908289084,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,,,20,20.0
24,30.975472051896958,144408.03479391034,64.79535327970504,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,,,22,22.0
25,48.00225490248045,297582.99617382424,127.3003036925765,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_8,age_46_55,sex_female,,,113,113.0
26,50.41152000807602,280252.9310078487,118.262279726512,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_male,,,157,157.0
28,41.97857031507299,201211.98386315868,87.3180786896427,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,17,17.0
29,34.382512345517796,178133.357293835,76.27409751821295,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,17,17.0
30,46.36031146091413,237472.74070804426,101.08782742494317,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,80,80.0
31,41.88493130896464,214124.3511960864,91.08713617504974,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,,,22,22.0
32,37.65882329946946,180279.08662217954,78.4303024496825,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,49,49.0
33,34.153001381205705,153095.44737263513,67.34101304654706,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,,,40,40.0
35,32.677843811548414,141981.2207753575,61.942635453468576,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,,,26,26.0
36,39.13641810921974,228534.513216342,103.594583815084,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_4,age_36_45,sex_male,,,26,26.0
37,36.2946733764893,177381.56682261234,75.09697891003327,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,51,51.0
38,36.52640257590781,142370.69759752258,63.821345277338416,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,,,13,13.0
39,44.08597038643506,224245.63190893983,96.94793719278381,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,43,43.0
40,36.776047257340316,180754.82940626546,79.40786424339456,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_76_85,sex_male,,,7,7.0
41,36.1053731917691,164104.94622586842,64.8288372060876,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_male,,,7,7.0
42,27.696306434378705,74210.10123814261,29.825705092786702,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,,,23,23.0
43,41.77948112383295,229703.77524436626,95.2190499457213,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,,,50,50.0
44,38.9484788073378,183293.402414252,71.06764490680953,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,72,72.0
45,38.63030456510511,197073.22924653997,78.15492774369842,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,17,17.0
46,36.93768656511847,195246.5367463964,82.96875173223542,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,51,51.0
47,39.094564182667206,199800.82832971966,84.34606743684338,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,17,17.0
48,38.50934864499582,201832.55506044868,85.29054150638102,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Graduate,Size_6,age_36_45,sex_male,,,9,9.0
49,38.20691940423521,210799.9898430884,88.58082037801768,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,12,12.0
50,41.77317717783121,205510.793843388,91.15836000913063,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,23,23.0
52,39.032677140395144,190977.7335034301,82.35561262036792,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,45,45.0
53,41.52408599331802,235591.86344647282,99.044339684864,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,57,57.0
55,39.64811566780757,179373.26303920496,72.54095852669269,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,14,14.0
56,41.67066531311995,215454.3659136399,91.69172572639886,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_76_85,sex_male,,,4,4.0
57,41.61536867858781,203826.6819069361,88.3436034068589,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,20,20.0
58,45.994395503115356,278888.72969037143,119.7353916537701,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_female,,,41,41.0
59,41.678270485416704,203742.50363038058,82.05010196303108,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,81,81.0
60,43.005680881735294,218200.80922358122,89.19678068528083,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,,,24,24.0
61,37.04704889853133,157602.35329238445,71.75763599674909,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_46_55,sex_male,,,22,22.0
62,32.43078083780027,107856.43719034627,48.744741971122664,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,,,31,31.0
63,31.15050441142997,122851.37813870306,47.45725734659001,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,,,4,4.0
64,30.31613527274299,106467.43466718007,47.047744127085664,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_male,,,18,18.0
65,37.156244770273766,183308.81070938046,78.93702343575903,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,,,18,18.0
66,32.788038454553345,130028.5142906932,50.17171633079424,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,18,18.0
68,30.992649618648947,103448.51098699568,47.1219455816547,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,,,18,18.0
69,28.074056001332664,82834.41863495718,32.282043197766185,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_female,,,6,6.0
70,33.131540835828,128986.52735998614,56.13686590186798,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_female,,,9,9.0
72,36.26298207835906,183221.3204759137,80.3130334244367,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_High_School,Size_5,age_46_55,sex_female,,,10,10.0
73,39.479565487478034,204904.42851428848,96.22683852963647,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_female,,,26,26.0
74,33.74444225905646,170250.3130011441,72.82040418880857,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,,,20,20.0
76,34.16262069207284,140784.61496705288,56.20509291388671,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_female,,,10,10.0
78,39.07877905769258,181577.7715721501,79.60770190814446,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,53,53.0
79,43.374612896105205,225474.2758113381,96.4746787674759,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,50,50.0
80,34.80679224176097,150789.1840211045,67.25403894130906,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,,,35,35.0
81,37.893479542796626,181997.80899195012,77.40849281596084,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,47,47.0
83,29.98035934914349,100939.39789887477,45.85737835853537,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,,,31,31.0
84,25.55052423594982,64495.08550992741,24.711564540829627,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_female,,,19,19.0
85,37.85681818163026,204734.10437232765,82.9423647763662,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_4,age_46_55,sex_male,,,15,15.0
86,42.653776173641845,242648.57812899147,107.1477194426616,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,18,18.0
89,36.357621485778665,168080.7220946262,63.30346752193269,Cooking_no,Refrigeration_yes,Urbanity_Rural,Education_College,Size_1,age_36_45,sex_male,,,2,2.0
90,39.19556756036561,183000.60858641024,79.42275946364427,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,,,11,11.0
