,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
206,24.136331882308994,237945.17063617648,138.2101703925066,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,27,27.0
207,22.927965318067578,230394.61007917387,134.8017716298275,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,37,37.0
209,23.23425623770825,264660.5172205759,164.4465886892018,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_46_55,sex_female,,,50,50.0
210,20.8938107498051,186172.22716681808,109.86762981254188,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,5,5.0
214,17.31565388585166,225775.0740301171,131.12750334063486,AC_no,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,30,30.0
216,21.165980735251495,177054.8072878289,103.95804468656314,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,58,58.0
217,23.443285401704102,198649.6802721401,121.55706960946272,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_female,,,59,59.0
219,24.10459186253044,234559.9777596392,133.07712468032153,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,23,23.0
220,20.48054797005635,172992.67058345675,94.06380633811507,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,72,72.0
221,22.14253436182608,218309.49647024059,124.13119047196261,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,209,209.0
222,23.201095000759807,229004.98689422914,134.0919584463348,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,226,226.0
223,20.53335523844116,185813.875327415,110.54980729323619,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,248,248.0
224,20.87250819528289,180160.84553765308,104.49789365658053,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,211,211.0
225,21.548471863039026,204991.55553209726,124.11551953154876,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,20,20.0
227,22.606736397075423,224983.49061522266,129.71073743854657,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,220,220.0
228,21.80746473950164,213330.3945292474,135.67566192867736,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,,,216,216.0
229,22.890067723143815,231202.92624423144,147.1597541426628,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,,,11,11.0
230,20.422570500406806,181108.73258824763,109.55402220945592,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,224,224.0
232,22.37498732445914,216162.71238040886,125.71666140750779,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,100,100.0
233,21.196974482862643,209596.146511328,122.12178170796052,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,10,10.0
234,23.11046850702232,220585.59899686684,130.73734997851173,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,,,23,23.0
235,21.29811597276624,205943.14567015923,120.27870909260152,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,39,39.0
240,22.400449879570502,193407.33416965944,114.3227201320573,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,32,32.0
241,21.904033084951266,217904.99439314022,123.87308890913042,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,195,195.0
242,22.719111041431432,215483.75899378452,124.80903459504682,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,181,181.0
244,24.420961701488665,227718.66485969862,134.88140110351674,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,221,221.0
245,21.34801549235894,226355.22243329353,129.96221973573483,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,190,190.0
246,22.279825440032326,222350.810939816,127.53341385491011,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,196,196.0
248,25.417193676878682,265366.89430958906,153.4845208523187,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,,,13,13.0
250,23.226524188417216,204948.6416871036,120.22735771038947,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,36,36.0
253,15.750389819385077,116723.71285996305,72.31089386167807,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_56_65,sex_female,,,3,3.0
256,19.181489658286488,185033.86913577814,109.92297032857847,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,4,4.0
259,23.44058308161746,218685.99146129307,125.19753829149872,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,,,57,57.0
260,22.556988717559605,221740.69685075406,125.97657973099004,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,80,80.0
261,21.191500992511564,222939.07251590508,129.01942510328703,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,165,165.0
262,21.1809527061328,207763.04185857414,133.45486372282505,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_female,,,203,203.0
263,20.751155983222304,219323.43974056552,126.68322510983226,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,178,178.0
264,22.617387334005315,216586.39779971077,124.2370033787465,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,184,184.0
265,18.792980731682086,190339.4447024829,111.75735888715454,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,196,196.0
266,18.61709679917187,183085.2682901664,107.14769812743836,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,191,191.0
267,22.4425517416542,178006.22570337733,105.83997527000867,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,142,142.0
268,18.74809303055408,186790.82149667,107.28533107959431,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,5,5.0
269,20.06620391047963,184367.60883570448,108.29049598804775,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,240,240.0
270,22.388942431824518,231392.32582340532,132.72343644089702,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,214,214.0
271,22.231795467134816,207910.02879915386,122.42284500500904,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,102,102.0
272,20.51051999345411,185928.4171828166,110.59308444378752,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,210,210.0
273,22.000127236920974,193163.8254045499,113.44107373761872,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,220,220.0
281,21.799073978207105,217649.32443823246,124.26754625468487,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,184,184.0
282,22.140458684813836,214017.4471235817,123.06059017286788,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,94,94.0
283,22.667722241344563,213059.63597504183,132.7112567824389,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,245,245.0
284,24.479209316961715,255371.3487680049,148.68676334249548,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,12,12.0
285,21.655794357737648,175223.50042685805,104.69096995687994,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,60,60.0
287,23.035254349937873,246028.2624637148,141.14918694164095,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,10,10.0
289,22.047320248639537,217149.12168839163,122.76218052678159,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,90,90.0
290,22.39784146219769,219525.35695157142,129.50279355138994,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,,,50,50.0
294,25.275076567557065,251238.58840558399,150.41893195569924,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,13,13.0
296,20.54358748953537,200696.99096902407,122.3749715124081,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_female,,,2,2.0
297,25.266944644418942,260051.375625719,147.36686465417583,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,20,20.0
298,22.030355198108794,218859.13657580642,123.78219031127203,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,80,80.0
299,20.23434437190714,185326.87151028775,103.7515780583386,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,219,219.0
301,24.014805054525027,247035.30297008745,142.1653493102384,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,11,11.0
306,22.743724090544163,241589.85847130587,137.57812547164428,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_female,,,16,16.0
307,22.163056169172222,225742.2057573956,126.91001683522256,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,177,177.0
308,21.80171541740627,216601.20677400051,121.07506204452739,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,215,215.0
309,22.584168162989968,223490.50585350054,127.89284858232685,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,218,218.0
310,24.345561308184216,253266.98425393933,146.86658646434438,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,1,1.0
311,21.358004694004563,195447.28595306363,116.90014809385931,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,32,32.0
314,20.034784663911537,196103.48358758187,115.25068725254745,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,10,10.0
316,21.97414095351418,219534.70149581874,126.08131046492178,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,78,78.0
317,22.918994767200516,227520.3626411857,133.49438891154955,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,54,54.0
318,20.115744571404804,192756.2331305256,110.36877288972477,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,209,209.0
319,21.842224346684375,201893.75965996648,121.98403137435199,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,23,23.0
321,22.280776605651624,220292.64848280823,126.46517955762761,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,200,200.0
322,22.265092711498426,220055.3562959585,127.63696254514537,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,188,188.0
324,22.794350471463545,228044.77590293746,130.89525747783523,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,200,200.0
326,21.702346666145715,187772.73954671828,108.87002208481141,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,7,7.0
329,23.291055655455338,249821.39774796265,146.3030140799919,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,1,1.0
335,23.313863323408256,238602.92077366268,136.28164509033252,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,232,232.0
337,17.319933461538277,135329.93044437058,83.49111968885373,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,,,22,22.0
340,19.17238746901286,178926.704611105,104.61557375519041,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,67,67.0
342,20.36528728156088,184566.61084849306,107.03997317821488,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,240,240.0
351,22.502078382191684,218109.35855330745,124.11066902011379,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,101,101.0
354,20.992889703554198,214910.23347346703,125.22577460264337,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,78,78.0
356,21.09736137148566,196183.05968061282,116.72683255516613,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,18,18.0
357,21.461105938306588,219957.7751550055,135.27692649223002,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_female,,,233,233.0
360,20.280917735959477,172473.1431070694,98.0980108796302,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,73,73.0
364,22.87801744732279,229997.2633155179,130.37705318354514,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,234,234.0
365,19.829509635990547,166439.6952495328,99.10372508049,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,63,63.0
371,24.207390566098084,242692.8749184484,140.02845087269787,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,18,18.0
372,22.299831606490912,192064.5580943285,113.01307049644619,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,28,28.0
379,25.497218423951693,259592.81579219448,149.1023029858689,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,19,19.0
380,22.915540354723248,219229.79253012905,128.63418862855045,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,,,35,35.0
386,22.829046307703976,238280.4211197889,141.2033335844696,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,21,21.0
388,20.406982922557233,174586.44402879602,102.28596527866259,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,83,83.0
391,19.785544240110156,175207.4894522769,103.70033092204736,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,43,43.0
392,19.5043776128174,177909.12318949922,105.44949795704639,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,64,64.0
393,20.043063609336087,178352.7179964454,106.94427044101747,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,74,74.0
396,20.6143703955141,187425.20980161615,107.040492837067,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,4,4.0
398,23.596896248247617,226795.2242783205,134.96888140018626,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,183,183.0
399,23.348777907210604,213434.17096366844,122.58400223928334,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,81,81.0
401,21.716762967848965,207870.34143215555,126.15691536620213,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,24,24.0
405,22.546242330261933,207584.22585972532,131.01414608571494,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,,,87,87.0
410,24.678993384374564,259341.60681429802,150.5454503103982,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,24,24.0
413,22.50325975298952,247826.0021027847,146.3261085519366,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,1,1.0
415,19.045527912774496,139966.4511007647,84.72102844434832,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,,,39,39.0
416,21.544850188518225,211507.2128234983,120.75151141445767,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,,,47,47.0
417,21.86380394952441,209590.51218876897,130.61855715412364,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,,,99,99.0
418,20.268872883013728,184744.1672929282,105.91023801601456,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,218,218.0
419,23.479295782289995,214127.14186006747,120.25811964720184,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,94,94.0
420,20.78281672910404,212081.33174928595,124.49598718421485,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,66,66.0
422,21.99907785591742,243967.4164426191,140.16166159406208,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,7,7.0
424,21.26049341595845,201299.98585260255,119.59017998713796,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,18,18.0
425,22.019273350856878,217293.6228182925,127.79905026241964,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,33,33.0
426,21.45252404672759,238040.73863982645,135.75751679713238,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,13,13.0
427,19.077493065867152,174758.63679894301,100.88124228818677,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,83,83.0
439,21.702935099577644,215303.04820389766,130.48020586458972,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,,,31,31.0
440,21.243079739896487,227645.00501665802,130.5714444943839,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,161,161.0
441,22.448552505249367,205302.6927714201,116.95043173300402,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,32,32.0
443,20.938058547857054,184996.4750796901,110.37643210644337,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,4,4.0
448,24.331725284672103,217372.64164469647,129.4889206663832,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,206,206.0
449,21.8090808901068,219661.78217284707,123.54597221416704,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,209,209.0
451,22.112329797874978,195564.76136743856,115.42374829785243,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,34,34.0
454,19.718787801185883,189357.26955179533,110.3218425801128,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,228,228.0
455,22.204507741707957,222603.1580930733,124.90938600370104,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,177,177.0
456,19.570571699547948,173904.37218430208,103.09154918992519,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,148,148.0
458,20.245228037645063,194129.83498749664,104.93045159859206,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,16,16.0
461,22.43215355839827,230509.0751167072,132.54494825213658,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,224,224.0
462,21.113964372696685,178901.53168342207,105.34949900262212,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,144,144.0
463,22.413507995725382,239784.4918532491,137.98693273566113,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,6,6.0
468,23.936101089019616,256013.89632510106,149.41506456497132,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_76_85,sex_female,,,12,12.0
472,19.54031535864187,197528.49222635606,114.85375898994913,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,31,31.0
474,21.377773413518966,209385.388365517,123.95347885947643,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,10,10.0
477,23.456188319819617,219305.4474887483,127.83130707938547,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,204,204.0
478,23.136183310034312,247653.7657683743,141.817850386519,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,29,29.0
481,19.710504725059792,174950.0108014632,100.90868142305054,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,163,163.0
482,22.167329096621785,227072.15192441788,133.71732024772362,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,173,173.0
485,22.144608791916127,196385.538634603,113.9006246050699,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,37,37.0
489,21.780242447139855,197638.41177725466,121.70705209262871,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,17,17.0
494,21.77949161385574,203163.6860054846,119.98464566597991,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,37,37.0
498,21.50706057486731,198257.88066320843,124.95890875185073,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_19_25,sex_female,,,5,5.0
499,22.980928269026435,217231.79449778894,130.66660911415914,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_86_100,sex_female,,,3,3.0
504,24.324944290179545,242183.04579894606,141.82380930948992,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,,,33,33.0
505,22.879192961138088,201491.62528396805,118.5114204768789,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_8,age_46_55,sex_male,,,3,3.0
510,25.290452408400327,255224.53572366477,146.8119309764505,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,13,13.0
512,23.376601880824097,236283.50836876285,136.7812188390957,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,,,32,32.0
514,20.216310119653798,176495.25059519918,106.66751635026036,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,69,69.0
515,22.241247870124823,190882.0393496489,113.47913615732465,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,33,33.0
516,23.221257542296726,237453.4738580764,136.1319805060033,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,20,20.0
517,22.960386730016126,244046.7535581695,142.6424573496969,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,12,12.0
519,23.68326519649831,241623.71283088328,139.6619090879168,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,17,17.0
524,20.549375175884208,198248.42954407173,115.37024656346821,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,38,38.0
