,Lighting,TV,Cooking,Refrigeration,AC,Urban,Income,Electricity
16525,1,1,0,0,0,1,4200.0,10.0
16526,1,0,0,0,0,1,6300.0,14.0
16527,1,1,1,1,0,1,12746.0,82.0
16528,1,0,0,0,0,1,20710.0,24.0
16529,1,0,0,0,0,1,5000.0,24.0
16530,1,1,0,1,0,1,55000.0,112.0
16531,1,1,0,1,0,1,30000.0,112.0
16532,1,1,1,1,0,1,31500.0,337.0
16533,1,1,1,0,0,1,9000.0,74.0
16534,1,1,1,1,0,1,20417.0,225.0
16535,1,1,0,1,0,1,55000.0,205.0
16536,1,1,0,1,0,1,16500.0,166.0
16537,1,0,0,0,0,0,1500.0,31.0
16538,1,1,0,0,0,0,3000.0,33.0
16539,1,0,0,0,0,0,4600.0,70.0
16540,1,1,0,0,0,0,6000.0,73.0
16541,1,1,0,0,0,0,3500.0,32.0
16542,1,1,0,1,0,0,6000.0,65.0
16543,1,1,0,0,0,0,3000.0,39.0
16544,1,1,0,0,0,0,4500.0,31.0
16545,1,1,0,0,0,0,12939.0,37.0
16546,1,0,0,0,0,0,2783.0,31.0
16547,1,0,0,1,0,0,3700.0,41.0
16548,1,0,0,0,0,0,1609.0,5.0
16549,1,0,0,0,0,0,1300.0,11.0
16550,1,1,0,1,0,0,12500.0,68.0
16551,1,1,0,1,0,0,6687.0,80.0
16552,1,0,0,0,0,0,6500.0,10.0
16553,1,1,0,1,0,0,3000.0,30.0
16554,1,0,0,1,0,0,6800.0,50.0
16555,1,1,0,1,0,0,25435.0,70.0
16556,1,1,0,0,0,0,3500.0,18.0
16557,1,0,0,0,0,0,2900.0,11.0
16558,1,0,0,0,0,0,5367.0,6.0
16561,1,0,0,0,0,0,6000.0,8.0
16562,1,1,0,0,0,0,14000.0,88.0
16565,1,0,0,0,0,0,10000.0,41.0
16566,1,1,0,0,0,0,13000.0,178.0
16567,1,1,0,0,0,0,14000.0,38.0
16568,1,1,1,1,0,0,15000.0,68.0
16569,1,1,0,1,0,0,17000.0,98.0
16570,1,1,0,1,0,0,12000.0,46.0
16571,1,1,1,1,0,0,16000.0,97.0
16573,1,1,1,1,0,0,12000.0,65.0
16575,1,0,0,0,0,0,7000.0,9.0
16577,1,1,0,0,0,1,20000.0,47.0
16578,1,1,1,0,0,1,90780.0,83.0
16579,1,1,1,1,0,1,11037.0,104.0
16580,1,1,1,1,0,1,20863.0,62.0
16581,1,1,1,1,0,1,37845.0,83.0
16582,1,0,1,0,0,1,72833.0,83.0
16583,1,1,1,1,0,0,11000.0,36.0
16584,1,1,0,1,0,0,13500.0,83.0
16585,1,1,0,1,0,0,13500.0,61.0
16586,1,0,0,0,0,0,6500.0,28.0
16587,1,1,1,0,0,0,10800.0,41.0
16588,1,1,1,1,0,0,17000.0,90.0
16589,1,1,0,1,0,0,27500.0,137.0
16591,1,1,0,0,0,0,20000.0,15.0
16593,1,1,1,0,0,0,13000.0,31.0
16594,1,1,0,0,0,0,6500.0,24.0
16596,1,1,0,1,0,0,12000.0,146.0
16597,1,0,0,0,0,0,10000.0,8.0
16598,1,1,1,1,0,0,14300.0,19.0
16600,1,1,1,1,0,0,31500.0,61.0
16601,1,1,0,1,0,1,20000.0,124.0
16602,1,1,1,1,0,1,17000.0,93.0
16603,1,1,1,1,0,1,13500.0,21.0
16604,1,0,0,0,0,1,9000.0,21.0
16605,1,0,0,0,0,1,10000.0,21.0
16606,1,0,0,0,0,1,5000.0,36.0
16608,1,1,0,1,0,1,14000.0,26.0
16609,1,1,0,1,0,1,7800.0,58.0
16611,1,1,0,0,0,0,2000.0,16.0
16616,1,0,0,0,0,0,9000.0,12.0
16619,1,0,1,0,0,0,25125.0,32.0
16620,1,0,0,0,0,0,5000.0,23.0
16621,1,0,0,0,0,0,1300.0,9.0
16622,1,0,0,0,0,0,9930.0,12.0
16624,1,0,0,0,0,0,10000.0,10.0
16625,1,1,0,0,0,0,26000.0,20.0
16626,1,0,0,1,0,0,1700.0,42.0
16628,1,0,0,0,0,0,2183.0,13.0
16631,1,0,0,0,0,0,4657.0,9.0
16633,1,1,0,0,0,0,4900.0,18.0
16642,1,1,0,1,0,0,2778.0,32.0
16643,1,1,0,1,0,0,14447.0,70.0
16644,1,1,0,0,0,0,11419.0,15.0
16645,1,0,0,1,0,0,3000.0,31.0
16650,1,1,0,1,0,0,17950.0,119.0
16651,1,0,0,0,0,0,3200.0,9.0
16652,1,1,0,1,0,1,24000.0,124.0
16653,1,1,0,1,0,1,15000.0,70.0
16654,1,0,0,0,0,1,6000.0,10.0
16655,1,1,0,0,0,1,10000.0,28.0
16656,1,0,0,0,0,1,7000.0,28.0
16657,1,1,1,1,0,1,20000.0,544.0
16658,1,1,1,1,0,1,12000.0,84.0
16659,1,1,0,1,0,1,33000.0,224.0
16660,1,1,0,0,0,0,7500.0,13.0
16661,1,0,0,0,0,0,10000.0,9.0
16662,1,1,0,0,0,0,6000.0,53.0
16665,1,0,0,0,0,0,1010.0,22.0
16666,1,1,0,0,0,0,20000.0,51.0
16667,1,1,0,1,0,0,2000.0,72.0
16668,1,1,0,0,0,0,7500.0,13.0
16671,1,1,0,0,0,0,3583.0,9.0
16672,1,0,0,0,0,0,5700.0,12.0
16673,1,1,0,0,0,0,10460.0,49.0
16676,1,1,0,1,0,0,12014.0,15.0
16678,1,1,0,0,0,0,8766.0,12.0
16679,1,1,0,0,0,0,5570.0,10.0
16686,1,0,0,0,0,0,5400.0,11.0
16691,1,0,0,0,0,0,3500.0,11.0
16696,1,0,0,0,0,0,800.0,3.0
16701,1,0,0,0,0,0,950.0,16.0
16702,1,0,0,0,0,0,20200.0,10.0
16703,1,1,0,0,0,0,3000.0,8.0
16705,1,0,0,0,0,0,7500.0,14.0
16714,1,1,0,0,0,0,11890.0,11.0
16715,1,1,1,1,0,0,52500.0,232.0
16720,1,0,0,0,0,0,3500.0,12.0
16721,1,1,0,0,0,0,67000.0,41.0
16728,1,1,0,0,0,0,4300.0,12.0
16730,1,0,0,0,0,0,4250.0,20.0
16732,1,1,0,0,0,0,3300.0,24.0
16733,1,1,0,0,0,0,8250.0,38.0
16734,1,1,0,0,0,0,3837.0,21.0
16738,1,0,0,1,0,0,3200.0,38.0
16739,1,0,0,0,0,0,1800.0,12.0
16741,1,0,0,0,0,0,1000.0,11.0
16743,1,0,0,0,0,0,3250.0,3.0
16744,1,0,0,0,0,0,2775.0,12.0
16746,1,1,0,0,0,1,16975.0,27.0
16747,1,1,0,1,0,1,18767.0,140.0
16748,1,1,0,0,0,1,29633.0,110.0
16749,1,1,0,1,0,1,24999.0,97.0
16750,1,1,0,0,0,1,25390.0,52.0
16752,1,1,0,0,0,1,7590.0,25.0
16753,1,1,0,0,0,1,8046.0,42.0
16754,1,1,0,0,0,1,10500.0,33.0
16755,1,1,0,1,0,1,7045.0,49.0
16756,1,0,0,0,0,1,3500.0,14.0
16757,1,0,0,0,0,1,700.0,42.0
16759,1,0,0,0,0,0,4400.0,19.0
16761,1,1,0,0,0,0,4050.0,20.0
16762,1,1,0,1,0,0,16828.0,122.0
16763,1,0,0,0,0,0,6000.0,15.0
16764,1,0,0,0,0,0,24900.0,16.0
16765,1,1,0,0,0,0,5542.0,46.0
16766,1,1,0,1,0,0,2836.0,196.0
16767,1,1,0,1,0,0,6395.0,16.0
16768,1,0,0,0,0,0,3500.0,5.0
16769,1,1,0,0,0,0,5429.0,33.0
16770,1,0,0,0,0,0,600.0,5.0
16771,1,1,0,0,0,0,5420.0,16.0
16772,1,0,0,0,0,0,768.0,12.0
16773,1,1,0,0,0,0,2727.0,37.0
16774,1,1,0,0,0,0,9633.0,57.0
16775,1,0,0,0,0,0,10133.0,12.0
16785,1,0,0,0,0,1,5000.0,48.0
16786,1,1,0,0,0,1,25120.0,62.0
16787,1,1,0,0,0,1,23872.0,66.0
16788,1,1,0,1,0,1,19169.0,106.0
16789,1,1,1,0,0,1,19800.0,92.0
16790,1,0,0,0,0,1,6802.0,11.0
16791,1,1,0,0,0,1,9425.0,36.0
16792,1,0,0,0,0,1,14350.0,75.0
16793,1,0,0,0,0,1,2100.0,33.0
16795,1,1,0,0,0,0,26500.0,25.0
16796,1,1,0,0,0,0,13750.0,24.0
16797,1,0,0,0,0,0,13050.0,16.0
16799,1,1,0,0,0,0,9500.0,31.0
16800,1,0,0,0,0,0,8700.0,8.0
16801,1,1,0,1,0,0,29500.0,83.0
16802,1,1,0,0,0,0,8800.0,5.0
16803,1,1,0,0,0,0,17300.0,8.0
16804,1,1,0,1,0,0,17000.0,25.0
16805,1,1,0,1,0,0,15250.0,93.0
16806,1,1,0,1,0,0,4575.0,30.0
16808,1,0,0,0,0,0,2888.0,10.0
16809,1,0,0,0,0,0,2700.0,3.0
16810,1,1,0,0,0,0,6000.0,28.0
16811,1,1,0,0,0,0,11450.0,18.0
16812,1,0,0,0,0,0,3000.0,11.0
16813,1,1,0,0,0,0,2400.0,12.0
16815,1,0,0,0,0,0,4350.0,12.0
16819,1,1,0,0,0,0,10100.0,26.0
16820,1,1,0,0,0,0,11050.0,12.0
16823,1,0,0,0,0,0,3050.0,5.0
16824,1,0,0,0,0,0,2000.0,5.0
16825,1,0,0,0,0,0,3050.0,4.0
16828,1,0,0,0,0,0,4300.0,4.0
16829,1,1,0,0,0,0,10300.0,22.0
16830,1,1,0,1,0,0,7800.0,29.0
16831,1,1,0,0,0,0,14300.0,20.0
16832,1,1,0,1,0,0,7000.0,20.0
16833,1,0,0,0,0,0,7600.0,12.0
16834,1,0,0,0,0,0,3950.0,15.0
16835,1,0,0,0,0,0,3000.0,12.0
16836,1,0,0,0,0,0,2400.0,18.0
16841,1,0,0,0,0,0,3200.0,16.0
16842,1,1,0,1,0,0,12600.0,105.0
16843,1,1,0,0,0,0,4400.0,25.0
16844,1,1,0,0,0,0,20500.0,15.0
16845,1,0,0,0,0,0,11500.0,30.0
16846,1,1,0,1,0,0,9500.0,34.0
16847,1,1,0,0,0,0,9500.0,93.0
16848,1,1,0,1,0,0,53000.0,46.0
16849,1,0,0,0,0,0,6800.0,17.0
16851,1,0,0,0,0,0,2425.0,8.0
16852,1,0,0,0,0,0,2192.0,9.0
16853,1,0,0,0,0,0,1020.0,7.0
16854,1,0,0,0,0,0,1850.0,9.0
16856,1,0,0,0,0,0,2550.0,7.0
16857,1,0,0,0,0,0,2350.0,10.0
16858,1,0,0,0,0,0,4550.0,11.0
16859,1,1,0,0,0,0,6200.0,25.0
16861,1,0,0,0,0,0,4200.0,25.0
16863,1,0,0,0,0,0,4083.0,17.0
16864,1,1,1,1,0,0,15950.0,85.0
16866,1,0,0,0,0,0,2400.0,11.0
16870,1,0,0,0,0,0,3500.0,32.0
16871,1,1,0,0,0,0,4000.0,32.0
16882,1,1,0,1,0,1,10000.0,35.0
16884,1,1,0,1,0,1,6300.0,39.0
16886,1,1,0,1,0,1,14000.0,50.0
16887,1,0,0,0,0,1,9000.0,10.0
16889,1,1,0,0,0,1,9000.0,17.0
16891,1,0,0,0,0,0,5100.0,8.0
16892,1,1,0,0,0,0,7500.0,26.0
16894,1,0,0,0,0,0,9040.0,12.0
16895,1,1,0,0,0,0,18082.0,41.0
16896,1,0,0,0,0,0,6000.0,13.0
16897,1,1,0,1,0,0,27850.0,77.0
16898,1,0,0,1,0,0,12458.0,50.0
16899,1,0,0,0,0,0,9340.0,23.0
16900,1,0,0,0,0,0,2250.0,40.0
16901,1,0,0,0,0,0,2258.0,11.0
16902,1,0,0,0,0,0,2120.0,12.0
16903,1,0,0,0,0,0,1400.0,12.0
16908,1,1,0,1,0,0,5700.0,36.0
16909,1,0,0,0,0,0,4700.0,10.0
16910,1,0,0,0,0,0,2800.0,10.0
16911,1,0,0,0,0,0,2100.0,10.0
16912,1,1,0,0,0,0,8000.0,21.0
16913,1,1,0,0,0,0,8200.0,12.0
16915,1,0,0,0,0,0,4500.0,6.0
16917,1,1,0,1,0,0,14200.0,86.0
16918,1,1,0,1,0,0,1900.0,25.0
16919,1,1,0,1,0,0,13500.0,60.0
16920,1,0,0,0,0,0,6100.0,7.0
16922,1,1,0,1,0,0,7150.0,59.0
16923,1,1,0,0,0,0,6600.0,48.0
16924,1,1,0,0,0,0,7800.0,20.0
16927,1,0,0,0,0,0,13410.0,2.0
16929,1,0,0,0,0,0,8762.0,2.0
16941,1,1,0,0,0,0,3462.0,13.0
16942,1,1,0,0,0,0,6262.0,20.0
16943,1,0,0,0,0,0,3350.0,18.0
16945,1,0,1,0,0,0,5312.0,12.0
16947,1,0,0,0,0,0,6942.0,10.0
16949,1,1,0,1,0,0,10500.0,79.0
16950,1,1,0,0,0,0,6500.0,83.0
16951,1,0,0,0,0,0,2438.0,23.0
16952,1,1,0,1,0,0,4667.0,67.0
16954,1,0,0,0,0,0,4008.0,145.0
16955,1,1,0,1,0,0,12667.0,130.0
16956,1,1,0,0,0,0,38225.0,35.0
16959,1,1,1,1,0,1,13000.0,56.0
16960,1,1,0,0,0,1,3300.0,12.0
16961,1,0,0,0,0,1,3200.0,9.0
16973,1,1,0,1,0,0,3640.0,20.0
16975,1,1,1,1,0,0,5708.0,98.0
16976,1,1,0,0,0,0,5000.0,19.0
16977,1,1,0,1,0,0,8333.0,59.0
16978,1,1,0,0,0,0,2500.0,28.0
16980,1,1,0,0,0,0,10500.0,21.0
16983,1,1,0,0,0,0,4467.0,20.0
16984,1,1,0,0,0,0,6500.0,20.0
16985,1,0,0,0,0,0,4300.0,20.0
16988,1,1,1,1,0,1,14602.0,35.0
16989,1,0,0,0,0,1,3662.0,16.0
16991,1,1,0,1,0,1,32639.0,91.0
16993,1,1,0,0,0,1,14268.0,28.0
16994,1,1,1,1,0,1,132600.0,41.0
16996,1,1,0,0,0,0,44500.0,60.0
16997,1,1,0,0,0,0,7000.0,60.0
16998,1,1,0,0,0,0,11333.0,20.0
17000,1,0,0,0,0,0,10000.0,12.0
17001,1,1,0,0,0,0,21150.0,20.0
17002,1,1,0,0,0,0,6000.0,30.0
17004,1,0,0,0,0,0,3900.0,19.0
17005,1,1,0,0,0,0,4400.0,43.0
17011,1,1,0,0,0,0,5400.0,16.0
17014,1,1,0,0,0,0,5300.0,41.0
17016,1,0,0,0,0,0,4900.0,60.0
17017,1,1,0,0,0,0,6250.0,125.0
17025,1,1,0,0,0,1,7000.0,47.0
17026,1,1,0,0,0,1,13200.0,82.0
17029,1,1,0,0,0,1,5600.0,19.0
17037,1,0,0,1,0,0,8650.0,11.0
17048,1,0,0,0,0,0,6000.0,24.0
17052,1,1,0,1,0,0,6800.0,70.0
17053,1,0,0,0,0,0,4100.0,24.0
17059,1,0,0,0,0,0,4000.0,35.0
17064,1,0,0,0,0,0,4000.0,40.0
17065,1,0,0,0,0,0,5000.0,75.0
17066,1,1,0,0,0,0,7000.0,135.0
17067,1,0,1,0,0,0,6000.0,150.0
17068,1,1,1,0,0,0,8000.0,191.0
17069,1,0,1,1,0,0,10000.0,250.0
17070,1,1,0,0,0,0,7000.0,150.0
17071,1,0,0,0,0,0,3800.0,90.0
17072,1,1,0,0,0,0,10000.0,172.0
17073,1,0,0,0,0,0,15180.0,48.0
17074,1,0,0,0,0,0,4000.0,46.0
17075,1,0,0,0,0,0,12685.0,48.0
17076,1,0,0,0,0,0,5000.0,48.0
17077,1,0,0,0,0,0,7000.0,48.0
17078,1,0,0,0,0,0,5000.0,48.0
17082,1,0,0,0,0,0,5500.0,35.0
17083,1,0,0,0,0,0,5000.0,34.0
17084,1,1,0,0,0,0,10685.0,38.0
17085,1,1,0,0,0,0,10680.0,48.0
17086,1,0,0,0,0,0,4000.0,34.0
17087,1,0,0,0,0,0,3000.0,48.0
17088,1,0,0,0,0,0,4000.0,34.0
17089,1,0,0,0,0,0,3000.0,35.0
17090,1,0,0,0,0,0,4000.0,35.0
17091,1,0,0,0,0,0,4500.0,35.0
17092,1,1,0,0,0,0,6000.0,35.0
17093,1,0,0,0,0,0,6000.0,35.0
17101,1,1,0,0,0,0,60650.0,38.0
17102,1,0,0,0,0,0,54400.0,55.0
17103,1,0,0,0,0,0,45200.0,39.0
17104,1,1,1,1,0,0,21076.0,178.0
17119,1,1,0,0,0,0,18500.0,33.0
17120,1,1,0,0,0,0,1900.0,44.0
17121,1,1,0,0,0,0,6000.0,67.0
17122,1,1,0,0,0,0,6500.0,67.0
17123,1,1,0,0,0,0,7000.0,52.0
17124,1,1,1,1,0,0,27702.0,278.0
17125,1,0,0,0,0,0,6000.0,40.0
17126,1,1,0,1,0,0,11000.0,133.0
17127,1,1,0,0,0,0,11704.0,95.0
17133,1,1,0,0,0,0,3500.0,100.0
17134,1,0,0,0,0,0,3800.0,76.0
17136,1,1,0,0,0,0,23468.0,38.0
17137,1,1,1,1,0,0,39996.0,103.0
17138,1,1,0,1,0,0,31834.0,69.0
17139,1,1,0,0,0,0,7800.0,38.0
17140,1,0,0,0,0,0,39562.0,57.0
17141,1,0,0,0,0,0,39000.0,57.0
17142,1,1,1,0,0,1,6675.0,100.0
17143,1,1,0,0,0,1,6200.0,71.0
17144,1,0,0,0,0,1,4667.0,57.0
17145,1,1,0,1,0,1,58000.0,100.0
17146,1,1,0,1,0,1,6025.0,47.0
17147,1,0,0,0,0,1,6500.0,57.0
17148,1,1,1,1,0,1,6300.0,48.0
17149,1,0,0,1,0,1,8300.0,48.0
17150,1,1,1,1,0,1,14000.0,48.0
17151,1,0,0,0,0,1,8000.0,95.0
17152,1,0,0,0,0,1,7000.0,48.0
17153,1,0,0,0,0,1,10800.0,92.0
17154,1,1,0,1,0,1,12833.0,115.0
17155,1,0,0,0,0,1,4200.0,19.0
17156,1,1,0,0,0,1,14000.0,88.0
17157,1,1,1,1,0,1,4583.0,76.0
17158,1,0,0,0,0,1,6500.0,46.0
17159,1,0,0,0,0,1,5500.0,46.0
17160,1,0,0,0,0,1,6100.0,57.0
17161,1,0,1,0,0,1,11000.0,57.0
17162,1,0,0,0,0,1,5700.0,38.0
17174,1,1,1,0,0,0,7700.0,38.0
17175,1,0,0,0,0,0,7800.0,38.0
17176,1,1,1,1,0,0,4433.0,76.0
17184,1,1,1,1,0,0,11000.0,64.0
17185,1,0,1,0,0,0,9000.0,43.0
17186,1,0,0,0,0,0,5000.0,36.0
17187,1,0,0,0,0,0,3000.0,36.0
17189,1,1,0,1,0,0,15000.0,100.0
17190,1,0,1,0,0,0,5000.0,36.0
17191,1,0,0,0,0,1,7000.0,54.0
17252,1,0,0,0,0,0,5000.0,45.0
17254,1,1,0,1,0,0,6000.0,176.0
17255,1,1,0,1,0,0,8000.0,58.0
17256,1,0,0,0,0,0,4000.0,45.0
17258,1,1,0,1,0,0,4000.0,219.0
17268,1,0,0,0,0,1,2080.0,23.0
17269,1,0,0,0,0,1,3000.0,45.0
17270,1,0,0,0,0,1,2000.0,14.0
17271,1,0,0,0,0,1,2800.0,23.0
17272,1,1,0,0,0,1,9000.0,104.0
17274,1,0,0,0,0,1,5500.0,45.0
17276,1,1,0,0,0,0,3406.0,158.0
17286,1,1,0,1,0,0,2350.0,45.0
17287,1,0,0,0,0,0,2400.0,45.0
17288,1,1,0,1,0,0,11350.0,119.0
17289,1,0,0,0,0,0,4708.0,87.0
17290,1,0,0,0,0,0,16250.0,174.0
17291,1,0,0,0,0,0,4250.0,45.0
17293,1,0,0,0,0,0,8000.0,45.0
17294,1,0,0,0,0,0,11450.0,45.0
17296,1,0,0,0,0,0,9250.0,45.0
17318,1,1,0,1,0,0,40500.0,225.0
17319,1,0,0,0,0,0,7500.0,92.0
17320,1,1,0,0,0,0,5800.0,96.0
17321,1,0,0,0,0,0,2000.0,54.0
17322,1,0,0,1,1,0,6000.0,145.0
17323,1,0,0,0,0,0,3000.0,32.0
17324,1,0,0,0,0,0,4000.0,45.0
17325,1,0,0,0,0,0,5000.0,73.0
17326,1,1,0,0,0,0,3000.0,100.0
17328,1,1,0,0,0,0,7750.0,152.0
17330,1,0,0,0,0,0,7000.0,87.0
17331,1,0,0,0,0,0,5800.0,87.0
17339,1,1,0,0,0,0,5100.0,45.0
17340,1,1,0,0,0,0,3500.0,45.0
17341,1,0,0,0,0,0,5600.0,45.0
17342,1,1,0,0,0,0,5500.0,45.0
17343,1,1,0,0,0,0,5380.0,396.0
17344,1,1,0,0,0,0,5300.0,85.0
17345,1,0,0,0,0,1,5749.0,68.0
17346,1,0,0,1,0,1,1615.0,163.0
17347,1,1,0,1,0,1,1425.0,244.0
17348,1,0,0,0,0,1,1549.0,68.0
17349,1,0,0,0,0,1,3761.0,174.0
17350,1,1,0,0,0,0,5500.0,68.0
17359,1,1,0,0,0,1,6500.0,249.0
17360,1,1,1,0,0,1,8100.0,201.0
17361,1,1,0,1,0,1,10000.0,362.0
17362,1,1,0,0,0,1,8500.0,197.0
17363,1,1,0,0,0,1,13000.0,530.0
17364,1,1,0,0,0,1,3350.0,345.0
17365,1,1,0,0,0,1,4000.0,260.0
17374,1,1,0,1,0,0,2800.0,204.0
17375,1,1,0,0,0,0,4250.0,58.0
17376,1,1,0,0,0,0,3500.0,163.0
17377,1,1,0,0,0,0,2200.0,164.0
17378,1,0,0,0,0,0,2650.0,89.0
17379,1,1,0,0,0,1,2000.0,261.0
17380,1,0,0,0,0,1,2500.0,31.0
17381,1,1,1,1,0,1,5000.0,100.0
17382,1,1,0,0,0,0,2000.0,59.0
17383,1,1,0,0,0,0,3000.0,68.0
17384,1,1,0,0,0,0,2500.0,68.0
17385,1,0,0,0,0,0,1000.0,45.0
17386,1,1,0,0,0,0,1500.0,93.0
17387,1,0,0,0,0,0,1000.0,37.0
17388,1,0,0,0,0,0,2100.0,68.0
17401,1,0,0,0,0,0,8000.0,58.0
17402,1,0,0,0,0,0,10000.0,23.0
17403,1,1,0,0,0,0,8000.0,94.0
17404,1,1,0,0,0,0,4000.0,58.0
17405,1,1,0,0,0,0,5000.0,34.0
17406,1,1,0,1,0,0,7000.0,58.0
17407,1,1,0,1,0,0,6000.0,161.0
17408,1,0,0,0,0,0,3000.0,23.0
17409,1,0,0,0,0,0,6000.0,58.0
17410,1,0,0,0,0,0,7000.0,45.0
17411,1,0,0,0,0,0,5500.0,49.0
17412,1,0,0,0,0,0,5700.0,45.0
17413,1,1,0,0,0,0,6650.0,75.0
17414,1,0,0,0,0,0,5150.0,45.0
17415,1,1,0,0,0,0,5400.0,72.0
17416,1,0,0,0,0,0,4250.0,32.0
17417,1,1,0,0,0,0,5560.0,92.0
17418,1,1,0,0,0,0,4300.0,75.0
17419,1,0,0,0,0,0,4540.0,45.0
17420,1,0,0,0,0,0,5800.0,52.0
17421,1,1,0,0,0,0,7450.0,45.0
17422,1,0,0,0,0,0,4600.0,77.0
17424,1,0,0,0,0,0,4320.0,81.0
17425,1,1,0,0,0,0,6600.0,113.0
17426,1,1,0,0,0,0,6300.0,90.0
17428,1,0,0,0,0,0,5530.0,45.0
17429,1,1,0,0,0,0,7300.0,64.0
17430,1,1,0,0,0,0,6840.0,49.0
17431,1,1,0,0,0,0,6510.0,49.0
17433,1,1,0,0,0,0,8410.0,82.0
17434,1,0,0,0,0,0,5450.0,45.0
17435,1,1,0,0,0,0,7540.0,89.0
17437,1,0,0,0,0,0,6915.0,36.0
17438,1,1,0,0,0,0,7090.0,75.0
17439,1,0,0,0,0,0,6360.0,32.0
17440,1,1,0,0,0,0,7000.0,82.0
17441,1,0,0,0,0,0,7300.0,46.0
17442,1,0,0,0,0,0,9100.0,56.0
17443,1,0,0,0,0,0,8930.0,32.0
17444,1,1,0,0,0,0,5200.0,68.0
17446,1,1,0,0,0,0,7500.0,33.0
17448,1,0,0,0,0,0,6300.0,80.0
17449,1,1,0,0,0,0,4500.0,100.0
17450,1,0,0,0,0,0,1300.0,23.0
17451,1,0,0,0,0,0,5500.0,80.0
17453,1,0,0,0,0,0,4000.0,32.0
17455,1,1,0,0,0,0,2500.0,78.0
17460,1,0,0,0,0,0,3700.0,45.0
17461,1,0,0,0,0,0,4000.0,45.0
17462,1,1,0,0,0,0,3250.0,68.0
17463,1,1,0,0,0,0,1833.0,68.0
17464,1,0,0,0,0,0,2800.0,34.0
17495,1,1,0,0,0,1,3000.0,45.0
17517,1,0,0,0,0,1,7590.0,113.0
17518,1,1,0,1,0,1,7700.0,90.0
17519,1,0,0,0,0,1,31922.0,90.0
17520,1,0,0,0,0,1,6557.0,45.0
17521,1,0,0,0,0,1,5750.0,68.0
17522,1,0,0,0,0,1,6158.0,45.0
17523,1,1,0,1,0,1,9350.0,152.0
17524,1,0,0,0,0,1,7208.0,68.0
17525,1,0,0,0,0,1,3850.0,68.0
17557,1,0,0,0,0,1,14000.0,41.0
17564,1,0,0,1,0,1,17000.0,89.0
17565,1,0,0,1,0,1,19450.0,79.0
17566,1,0,0,0,0,1,6800.0,18.0
17567,1,1,0,0,0,1,27200.0,48.0
17568,1,0,0,0,0,1,5900.0,15.0
17569,1,1,0,0,0,1,26450.0,40.0
17570,1,0,0,0,0,1,7800.0,20.0
17571,1,1,0,0,0,1,26500.0,42.0
17573,1,1,0,0,0,1,26650.0,44.0
17574,1,1,1,0,0,1,22800.0,44.0
17575,1,1,0,0,0,1,14950.0,47.0
17576,1,1,0,0,0,1,7500.0,27.0
17577,1,1,0,0,0,1,21850.0,55.0
17578,1,1,0,0,0,1,14850.0,44.0
17579,1,0,0,0,0,1,4600.0,25.0
17580,1,1,0,0,0,1,5000.0,22.0
17581,1,1,0,0,0,1,23240.0,21.0
17582,1,0,0,0,0,1,1800.0,10.0
17583,1,1,0,0,0,1,5900.0,19.0
17584,1,1,0,0,0,1,22340.0,23.0
17585,1,0,0,0,0,1,4600.0,14.0
17586,1,1,0,0,0,1,4500.0,23.0
17587,1,0,0,0,0,1,7500.0,20.0
17588,1,1,0,0,0,1,15000.0,29.0
17589,1,1,0,0,0,1,5500.0,20.0
17686,1,1,1,1,1,1,25158.0,92.0
17687,1,1,1,0,0,1,9186.0,97.0
17688,1,1,0,0,0,1,5065.0,93.0
17689,1,0,0,0,0,1,23125.0,89.0
17690,1,1,1,1,0,1,20855.0,95.0
17691,1,1,1,1,0,1,25220.0,105.0
17692,1,0,0,0,0,1,25100.0,90.0
17693,1,1,0,0,0,1,5530.0,100.0
17694,1,1,1,1,0,1,23500.0,82.0
17709,1,0,0,0,0,0,8170.0,4.0
17739,1,1,0,0,0,0,10320.0,14.0
17740,1,0,0,0,0,0,7480.0,4.0
17741,1,0,0,0,0,0,9830.0,4.0
17800,1,0,0,0,0,0,11148.0,4.0
17805,1,0,0,0,0,0,3000.0,13.0
17806,1,0,0,0,0,0,9200.0,10.0
17807,1,0,0,0,0,0,9067.0,33.0
17809,1,0,0,0,0,0,1910.0,13.0
17817,1,0,0,0,0,0,3300.0,13.0
17818,1,0,0,0,0,0,5500.0,13.0
17825,1,1,0,1,0,0,11600.0,65.0
17830,1,0,0,0,0,0,8500.0,15.0
17833,1,0,0,0,0,0,13309.0,15.0
17834,1,0,0,0,0,0,6000.0,14.0
17835,1,1,0,1,0,1,10150.0,125.0
17837,1,0,0,1,0,1,10286.0,42.0
17838,1,1,0,0,0,1,7500.0,26.0
17839,1,1,0,0,0,1,4600.0,110.0
17844,1,0,0,0,0,0,3480.0,13.0
17845,1,0,0,0,0,0,4700.0,13.0
17850,1,0,0,0,0,0,3100.0,13.0
17851,1,0,0,0,0,0,4500.0,13.0
17852,1,0,0,0,0,0,4250.0,13.0
17853,1,0,0,0,0,0,5500.0,13.0
17855,1,0,0,0,0,0,3500.0,13.0
17857,1,0,0,0,0,0,4500.0,14.0
17858,1,0,0,0,0,0,5000.0,26.0
17859,1,0,0,0,0,0,8350.0,13.0
17863,1,1,0,0,0,0,5700.0,26.0
17894,1,1,1,1,0,0,31000.0,102.0
17895,1,0,0,0,0,0,2249.0,6.0
17896,1,0,0,0,0,0,2550.0,5.0
