,Electricity,Income,Water,e_Cooking,e_Refrigeration,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
384,92.8051336954013,376505.3711426,189.85167453093362,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,,,40,40.0
385,62.4498332867943,188021.4370189416,98.68015388594307,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,12,12.0
386,89.07524247204542,369686.5184207332,187.30747691594715,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,25,25.0
387,47.986439674946375,84512.57130295856,47.70636350989225,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,44,44.0
388,39.19959332845306,56192.14031476959,26.44241715504811,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,,,2,2.0
390,68.53955144379407,224453.18096924658,120.60362707613294,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,,,13,13.0
391,66.07360014078537,225879.4594539921,119.91671980315996,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,,,26,26.0
392,67.25508552366429,206205.9053263816,113.99058097853481,Cooking_yes,Refrigeration_yes,age_19_25,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,216,216.0
393,88.89715749287437,367460.0002863857,179.83234282619398,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,,,22,22.0
394,86.8064355794961,355668.69584537874,175.38116808039433,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,,,61,61.0
395,87.53632143299781,357735.435706956,179.2879376798782,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,47,47.0
396,87.54010348036557,361451.15282519656,188.64483851124805,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,3,3.0
400,43.26103645089928,65024.16825422628,36.39496811386581,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,,,4,4.0
401,87.65057599337311,390092.01426888414,193.88726195276428,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,,,4,4.0
402,82.43184195669043,345272.2817375928,170.85521273911453,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,9,9.0
403,67.09916600933808,193808.6078229922,105.28751164380252,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,2,2.0
404,67.59773636288394,203078.5561063506,109.61463200694065,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,96,96.0
405,70.73091951004983,217275.15967256823,117.52076956559081,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,31,31.0
406,88.7053603579162,379005.127130402,194.44976523238537,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,,,28,28.0
409,88.17162209123525,356998.5883146835,179.62299458412718,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,97,97.0
410,65.37996334680973,210876.6234280702,115.08225576069285,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,19,19.0
411,45.812635697214944,86148.97551367621,41.056594683137995,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,,,2,2.0
412,45.96021527163131,105745.12645571632,54.93549371708868,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Rural,,,2,2.0
413,69.19794400920334,224807.58912229844,121.4421314180404,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,,,28,28.0
414,53.87525344645324,130568.04329089622,74.68862884560147,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,5,5.0
416,81.20688020390159,330948.0463690989,162.0992825097257,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,,,8,8.0
417,84.67045076166262,360434.8304634758,179.16005668234402,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,81,81.0
418,88.54221617917204,367513.2337049391,184.00811149501314,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,,,1,1.0
419,68.98098124153664,212353.86884052388,116.3532711188145,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,17,17.0
420,70.53496909780303,208290.82089352614,113.94164581157324,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,22,22.0
421,98.707850315342,448485.8392976145,225.06186312160852,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_7,sex_male,Urbanity_Urban,,,46,46.0
422,58.240060461613446,150181.7385938673,84.69278974831198,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_female,Urbanity_Urban,,,1,1.0
423,94.66147074605824,363486.74087909545,185.74429544433085,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,2,2.0
424,84.41244720334065,359196.3833783187,185.52245820628997,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,,,43,43.0
425,86.37287451736576,353346.07919629005,182.20838281336017,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,46,46.0
427,45.5660986571163,70790.663395878,33.65301482140143,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,,,1,1.0
428,95.7915138443908,380816.5607382369,190.13268969124337,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,13,13.0
430,89.24425459976908,378311.5898050725,191.2019238990606,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,13,13.0
431,62.30573397907279,192780.60416871496,105.06720416425358,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,3,3.0
432,87.64109906338126,365118.3907434519,195.75321474288447,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,84,84.0
433,67.6590195967763,212446.90823368734,112.67797361943859,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,75,75.0
434,66.65161913303905,208896.28830735481,112.41586612079749,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,73,73.0
435,89.49069531057303,356695.63138418284,181.3468837423597,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,3,3.0
436,41.83207318952998,66374.39967135135,31.228661594634257,Cooking_yes,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,,,1,1.0
437,38.26808635606493,66598.94567535276,31.455965666072238,Cooking_no,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,,,2,2.0
440,66.26032707797086,204832.8482038563,108.37996773653303,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,8,8.0
443,50.490616680637714,96733.47444791584,55.44817618506464,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,8,8.0
444,68.90155900423105,219919.74349033504,119.08714632380442,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,9,9.0
445,59.94536367406816,158522.2402788231,85.83399683639064,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,,,25,25.0
446,57.09959001328479,133139.26160696018,74.03072112988279,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,,,17,17.0
447,56.393886768130415,129751.3098042816,71.93227641189384,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,32,32.0
449,85.70310014097564,345138.93227741396,177.4522454369486,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,,,68,68.0
450,53.64520815495203,119876.82214261213,65.43164357393508,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,43,43.0
451,50.886508777415855,110858.05473292683,64.45530841317388,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,,,17,17.0
452,86.94580807119486,363455.1155780421,186.6842469248311,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,89,89.0
453,64.72456114842029,216613.2231815059,120.5737541811243,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,26,26.0
454,60.89440524257075,192908.3195166191,96.71020858343748,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,,,16,16.0
455,80.04659972997734,334666.1250734933,160.80326856264062,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Rural,,,16,16.0
456,89.95323437254656,376253.3509901375,187.26859691282283,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,,,23,23.0
457,88.76423047134601,342507.3958742125,174.84508114386497,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,16,16.0
458,90.46231744511793,344331.74489646737,174.14240073088834,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,13,13.0
459,92.76570511160703,360659.05552412546,179.85030716661876,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,4,4.0
460,68.43238647845381,204560.58722391672,111.5686487875377,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,54,54.0
461,84.76355022401539,359976.62448697677,183.25947912160422,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,,,52,52.0
462,91.81268953392456,364867.2258555968,184.23434938464857,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,4,4.0
463,54.63452768845937,112491.71629353904,63.81330579954175,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,46,46.0
464,50.05343391522326,101778.31498314984,56.06832826376259,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_1,sex_female,Urbanity_Urban,,,1,1.0
467,62.12395364489638,194196.18215877554,103.49290527194341,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,2,2.0
469,85.93920634325674,327644.3525277489,157.35353672773093,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,,,52,52.0
470,83.08298272796713,329821.990673966,157.74449909701795,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,,,61,61.0
471,95.47428621582225,423141.3153496611,207.6436531540517,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,25,25.0
472,54.229130513605334,117099.56921805385,66.99560576378163,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,44,44.0
474,70.43537027519488,211696.05238562962,117.10050562166232,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,33,33.0
475,97.65382603535349,426930.9060151177,208.91666401352484,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,,,14,14.0
476,65.87289739826873,203656.74202444532,112.59383867337539,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,5,5.0
477,66.28208523839778,209131.2638570499,112.39099918287968,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,20,20.0
479,55.402527364439,154024.1112946065,74.92140326893342,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,,,12,12.0
480,46.408973667115134,80160.46778631737,44.89245213403338,Cooking_no,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,,,8,8.0
483,56.716607924058,152314.9450926999,74.03936271954313,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,,,8,8.0
484,68.32025680241864,211671.5206007696,112.39389023495822,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,22,22.0
485,83.36117742162082,335988.71893532627,160.824293798445,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,,,22,22.0
486,99.62512615738525,405641.21855608345,202.9006353596481,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,84,84.0
487,42.60042017013156,52297.95485435224,24.031902961262617,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,,,3,3.0
489,99.55353898996447,418985.01444071904,208.75255273143722,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,,,19,19.0
490,50.48995851133031,97169.766111437,55.135345833945806,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,5,5.0
491,89.46365536665853,359633.2155497809,184.7466579921154,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,92,92.0
493,90.7289017719026,368781.0697394681,185.17831071939187,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,,,1,1.0
494,60.555877831403166,189644.80051520863,102.7769444497701,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,3,3.0
495,42.70167389935101,72810.8772893254,41.349057536172886,Cooking_no,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,,,6,6.0
496,58.34908189318912,127791.99040778927,72.85987548528236,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,50,50.0
497,48.8339086010749,83676.84241423226,47.90031050625491,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,26,26.0
498,65.7474208880454,210156.1651141184,111.50301471696973,Cooking_yes,Refrigeration_yes,age_19_25,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,,,232,232.0
499,80.38076383332952,340485.71067399514,166.2176051746392,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,,,12,12.0
500,54.38040424686218,131766.04480398982,75.22154450976375,Cooking_yes,Refrigeration_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,12,12.0
501,51.91993127106138,105121.5393808459,59.46801491481447,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_1,sex_female,Urbanity_Urban,,,4,4.0
502,61.66537759082868,193583.94930027332,107.0209251632173,Cooking_no,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,76,76.0
505,89.06143662102193,366026.8519249432,182.94819175701775,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_4,sex_female,Urbanity_Urban,,,17,17.0
506,61.17722442868334,186144.40882169385,99.88188569799233,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,16,16.0
508,55.71715200441479,156570.05491495086,78.06013359034954,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Rural,,,11,11.0
509,65.62742037328215,203082.5154370764,110.97307739145263,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,55,55.0
510,99.82040294896538,409437.8771596029,214.1995901897954,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,,,61,61.0
511,90.4654418859943,357114.3646283274,182.84823102517416,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,,,60,60.0
513,86.72065146388411,362657.7175109785,187.58977265217766,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,,,88,88.0
514,62.460599110175494,199245.78827943027,110.03269693785599,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,66,66.0
515,89.55622342529246,359632.66133148305,178.92701060989089,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,1,1.0
516,52.815768721963366,124696.55138169824,68.33278998352115,Cooking_yes,Refrigeration_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,12,12.0
519,66.8148177403983,223453.39710938663,118.33755740021353,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,20,20.0
521,84.64975824467932,355385.94298195466,174.73100499173697,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Rural,,,20,20.0
522,68.06281514451594,224367.94363771434,123.33356609357453,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,,,15,15.0
523,65.18266119585603,209725.59685744497,115.62483948808332,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,16,16.0
524,93.0739986633586,385751.8672490108,192.28395677926193,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,,,19,19.0
527,97.14015846041123,411459.47572122,206.86132355204086,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,50,50.0
530,90.09472957874388,366534.4668022858,190.93278653963375,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,31,31.0
531,68.54320364301952,225547.7026930216,121.79086784332168,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,37,37.0
532,67.64594944800992,204307.505636571,108.14320620784723,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,99,99.0
533,90.72677353897515,361986.73707285844,181.59372937146696,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,,,12,12.0
535,42.30523515051792,75139.91729012941,42.58541562549773,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,,,4,4.0
536,52.46749680180067,160195.92185151821,79.57451376377428,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,,,37,37.0
537,93.72051054376003,371743.9380807014,192.0269875554447,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,,,15,15.0
538,54.93052961326843,136209.9029120327,75.81893959462582,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,,,3,3.0
539,90.89765704574033,363965.1380202916,186.2101603561389,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,,,90,90.0
540,70.07820726800897,230995.2924855769,122.51430215207417,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,12,12.0
541,88.4628525174347,380039.7978393247,190.78167853978962,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,8,8.0
542,106.49538634150423,456219.1005581577,229.7908807525553,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_7,sex_female,Urbanity_Urban,,,37,37.0
543,51.00713634563053,115940.15492136368,66.74912072493667,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,,,26,26.0
544,93.5078910328516,395453.0288670681,202.81942904009878,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,,,47,47.0
545,89.101397831332,400075.1509695672,205.62939828237324,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_female,Urbanity_Urban,,,48,48.0
546,90.76907701824665,414808.027054175,208.25596524564514,Cooking_no,Refrigeration_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,9,9.0
548,90.35570423918607,357268.12108172383,182.42256243966028,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,,,81,81.0
549,63.960191980614304,187053.14498416602,104.83661732299987,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,18,18.0
550,84.61822067498677,366908.8362957846,182.94418472672115,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,,,19,19.0
551,89.8209650044986,367313.06737162784,183.48124354918428,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,31,31.0
552,67.97238890689627,216163.42063406765,113.59937689468526,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,7,7.0
553,94.09242410070074,370808.2709035938,185.72284331817582,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,,,17,17.0
555,42.615248925756,79687.47152090416,44.725771002724734,Cooking_no,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,39,39.0
557,99.15740760540521,415019.2837786457,206.364396998279,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,46,46.0
558,93.996639186312,384776.89314279775,184.30502047540443,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,,,50,50.0
560,48.77137437815229,104227.45862047424,59.020287392644576,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,30,30.0
561,85.54482066882994,353925.9101365396,183.7174644211818,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,48,48.0
562,63.54254523608589,206375.99584275228,108.97589822928524,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,97,97.0
563,83.29306596346287,351921.6974058721,177.31082699419505,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Urban,,,11,11.0
564,49.1015954220857,111477.66581462335,62.45049299068789,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_2,sex_female,Urbanity_Urban,,,29,29.0
565,87.78486884148259,364462.52119801,184.1246008299685,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,,,56,56.0
567,65.78292651436846,214453.5855124737,114.66561046680158,Cooking_no,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,24,24.0
568,69.87933918927384,215436.50916720077,117.36222670963141,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,11,11.0
569,66.8900457320127,190672.47034534844,102.01688994007439,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,2,2.0
570,40.788561417237574,82492.93058685576,39.73358583006405,Cooking_no,Refrigeration_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,,,3,3.0
571,82.57876158062679,351515.81648033217,179.3025387112714,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,,,10,10.0
572,64.1443832006115,194060.36179931427,102.35468585104555,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,1,1.0
573,47.11609939060938,86655.0685043298,47.527353681616205,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,27,27.0
574,49.05763990731281,81811.62722497285,47.18815060166077,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,30,30.0
576,66.15479898606871,211026.17337993128,115.61118717483816,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,37,37.0
577,65.76563513111604,214839.87095174048,116.12838793685961,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,34,34.0
578,81.34934001278305,349807.15783759987,166.79762439437266,Cooking_yes,Refrigeration_yes,age_76_85,Education_College,Size_4,sex_male,Urbanity_Rural,,,12,12.0
579,85.5914794224977,367229.37806562346,190.652158050041,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,26,26.0
580,89.91303967071927,375645.4548484995,196.75985571503628,Cooking_yes,Refrigeration_yes,age_76_85,Education_College,Size_3,sex_male,Urbanity_Urban,,,73,73.0
581,55.60136594317684,116811.24597396006,61.467192636196785,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,8,8.0
582,66.42015857459582,195731.3019058863,105.87149774147967,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,67,67.0
583,64.65898685221727,201145.57245208183,106.62170825273805,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,91,91.0
584,63.116616545689254,213150.5845040739,114.41365604051612,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,93,93.0
585,93.28632243684764,376197.2500794074,187.23130752997793,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,,,37,37.0
