,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,e_Refrigeration,Income,Electricity,Water,w,wf
722,722,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,346714.54465676326,160.0154209971131,240.38726510263612,47.021989528795814,16.5417509601254
723,723,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,353769.2947370485,163.7707486942021,249.8516106062102,47.021989528795814,77.51378650726927
724,724,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,102281.20038162732,90.4549441791672,78.40218769640387,47.021989528795814,35.44231873010787
725,725,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,113691.5614378076,97.04819108314638,90.64394713722456,47.021989528795814,16.930426686692957
726,726,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,105153.8457700887,97.20994754179108,82.89698561890894,47.021989528795814,0.0
727,727,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,193481.277681358,117.51423994550491,148.93457159559617,47.021989528795814,75.69506115890331
728,728,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,125358.06272086315,107.30905623619928,94.64406189311656,47.021989528795814,50.94086491975026
729,729,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,113265.00619697025,91.87117501478498,88.9829292332374,47.021989528795814,24.0103859565993
730,730,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,139658.72530810322,110.8277458778648,103.8235492970892,47.021989528795814,35.0149190023014
731,731,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,203062.03573296327,124.11710629472313,149.01506457038366,47.021989528795814,0.0
732,732,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,122895.91561010484,98.260859863205,95.58227088881235,47.021989528795814,77.90246223383684
733,733,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,407218.908024672,177.26356272525413,287.1528906644084,47.021989528795814,86.04820464460049
734,734,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,82252.33882458572,81.90951774733497,64.68779315252834,47.021989528795814,80.42364818290157
735,735,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,111683.3025914572,95.73328149446594,87.55998899708212,47.021989528795814,0.0
736,736,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,368005.08986989077,170.23880051371916,260.1595967072614,47.021989528795814,41.40545965690745
737,737,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,91036.23981072292,85.05739067072392,71.42667918911306,47.021989528795814,131.57410831504248
738,738,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,237211.90001723246,133.15096310187914,178.3592070760845,47.021989528795814,10.13506939632578
739,739,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,379583.4646907053,176.39794737029717,274.1047442551803,47.021989528795814,0.0
740,740,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,185354.2067425973,109.42901657952946,139.4750907866213,47.021989528795814,14.723025611759441
741,741,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,359307.57643269154,157.46284627568545,252.285706161581,47.021989528795814,0.0
742,742,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,345034.1783517677,167.04280114121002,242.33209855532547,47.021989528795814,16.5417509601254
743,743,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,351926.5977498688,161.0945746845361,251.3309249015548,47.021989528795814,77.51378650726927
744,744,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,91252.04620153958,95.6628601550561,71.21362023692234,47.021989528795814,25.0388358123715
745,745,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,105680.15747644963,94.64791023166391,83.22157439483328,47.021989528795814,33.3485325088496
746,746,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,326533.30119315314,155.35605837244134,222.99296765549568,47.021989528795814,134.10661501641889
747,747,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,350125.0513416248,164.1189110742486,243.9965569725035,47.021989528795814,9.488807645108421
748,748,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,79088.60972709033,82.82630741821806,63.12897562697035,47.021989528795814,12.398669320740726
749,749,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,237483.94573294467,129.5804484491547,180.85327205000092,47.021989528795814,0.0
750,750,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,372166.02649195155,164.24919607410604,263.1335178924305,47.021989528795814,16.613317641275003
751,751,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,125451.28879778786,107.54479433222104,98.13594453168156,47.021989528795814,0.0
752,752,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,376772.3766584368,171.77485216388624,264.77890955711916,47.021989528795814,32.532457054475564
753,753,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,372738.77347417094,165.34023126346852,268.225395941015,47.021989528795814,0.0
754,754,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,115514.89044249662,93.1265021434008,88.00020828484483,47.021989528795814,16.957442641582308
755,755,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,203953.40148058138,124.10631912539229,154.94575293084603,47.021989528795814,126.84552129104422
756,756,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,54444.8940906854,84.58383754990912,33.977654319962646,47.021989528795814,139.11026291330944
757,757,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,216764.90516008605,127.4491711981416,159.67419211719317,47.021989528795814,37.49294808728323
758,758,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,77859.94462016213,86.05443528533947,63.11948957563657,47.021989528795814,17.357826414499435
759,759,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,87393.90616504657,84.50846298755573,66.61523504889921,47.021989528795814,0.0
760,760,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,221850.199184072,122.35848493335202,166.6051982084174,47.021989528795814,30.713731706109606
761,761,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,234946.27341625572,132.03962972823788,177.01784684687743,47.021989528795814,0.0
762,762,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,364121.30779962736,163.63528042396894,261.61879361752057,47.021989528795814,0.0
763,763,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,396062.81057699595,173.19612734891004,263.5520115251744,47.021989528795814,32.129112412473624
764,764,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,370497.9649553914,170.65248233322663,254.63291680143382,47.021989528795814,23.66626095629199
765,765,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,372239.1351448724,169.99290312904688,265.61046479668937,47.021989528795814,16.613317641275003
766,766,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,378754.2908210039,170.3474264656204,266.5228333543563,47.021989528795814,0.0
767,767,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,383598.6737390431,177.82196076922511,268.81920484482714,47.021989528795814,0.0
768,768,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,383744.5004960508,168.25775305438032,275.2875273639148,47.021989528795814,78.23859136263886
769,769,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,372765.24441055825,173.348122731835,265.55269930165974,47.021989528795814,16.613317641275003
770,770,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,107095.89069789626,90.23374436966313,82.61895333666243,47.021989528795814,0.0
771,771,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,111154.3863960756,92.38862958309971,84.93999886367227,47.021989528795814,0.0
772,772,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,136295.0059019173,100.94345126152682,103.3122468710093,47.021989528795814,0.0
773,773,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,393904.6601978925,173.4433275276466,276.40441641111516,47.021989528795814,0.0
774,774,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,216147.82434802142,127.9275481692449,166.55649666034148,47.021989528795814,18.21646256711497
775,775,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,405953.13292693923,181.39378573807969,282.0061686564178,47.021989528795814,86.04820464460049
776,776,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,210674.68944072636,120.0609565579032,159.15585941599429,47.021989528795814,126.84552129104422
777,777,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,207306.40503805573,118.5030169301743,156.7798216226825,47.021989528795814,20.31024878837324
778,778,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,129497.26883667336,106.37225079216174,96.9992401210588,47.021989528795814,50.94086491975026
779,779,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,80742.2422948222,90.76657429765659,65.39153970290268,47.021989528795814,80.42364818290157
780,780,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,218177.7251851183,121.45396861267041,158.47379849593736,47.021989528795814,14.794592292909048
781,781,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,389792.6421966241,166.4213147319414,273.1651807665914,47.021989528795814,14.047580965950004
782,782,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,214844.22419683612,123.48145711336909,162.95461535442453,47.021989528795814,14.794592292909048
783,783,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,223164.23473166788,125.06371119997269,165.31388684304378,47.021989528795814,23.660788391092623
784,784,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,85159.79997985941,94.61749834603731,65.992592690259,47.021989528795814,73.3707048678846
785,785,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,201061.21048542266,128.45995911670516,146.76981749961308,47.021989528795814,73.60127493764504
786,786,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,341510.7174522777,165.18845194619462,238.8437044091385,47.021989528795814,73.35137188526129
787,787,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,187232.4451633,120.72906943404335,140.08792431184654,47.021989528795814,14.723025611759441
788,788,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,192548.31135617828,111.20674875675955,135.79441065429978,47.021989528795814,0.0
789,789,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,393845.5359772866,174.0935211944447,280.1119313542979,47.021989528795814,11.953794744691734
790,790,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,213290.7677227752,124.86129080358,159.0890605385437,47.021989528795814,124.75173506978597
791,791,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,355752.20143034344,170.18083299698662,250.11340574696808,47.021989528795814,70.4608431922523
792,792,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,315165.4049455669,146.15505128403078,214.6790602897528,47.021989528795814,77.99699779051919
793,793,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,215272.3298231575,133.10090706591606,162.35129856148797,47.021989528795814,19.75374938666776
794,794,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,201319.65519768206,110.2038209484872,154.1768443547442,47.021989528795814,0.0
795,795,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,215510.6683764849,122.80204002044243,164.78638519306577,47.021989528795814,14.794592292909048
796,796,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,218449.82956649433,131.8266494221752,159.4192262299169,47.021989528795814,14.794592292909048
797,797,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,205203.1336054683,117.630370939444,156.08320631088628,47.021989528795814,133.89846460606122
798,798,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,358693.00081864675,162.68854067956812,255.81294658912063,47.021989528795814,68.36705697099403
799,799,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,210406.64584988766,131.93520907896956,156.2760532070921,47.021989528795814,131.80467838480297
800,800,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,62771.654823611556,81.60100494031086,42.08287954289515,47.021989528795814,44.798532615789675
801,801,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_no,85311.49959526889,78.0178724211652,65.66709170129651,47.021989528795814,44.99999904154009
802,802,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,211578.56426439513,124.12277662462456,158.04541610758312,47.021989528795814,39.5867343085415
803,803,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,363627.113043697,163.79835855375674,249.3163295575868,47.021989528795814,128.66424663941018
804,804,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,408578.97483352147,183.2218053223767,286.6867117142276,47.021989528795814,0.0
805,805,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,197633.1849404765,124.63418896950405,148.2085143599075,47.021989528795814,0.0
806,806,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,338050.2483591537,161.60289870562366,238.84297097864442,47.021989528795814,12.379336338117394
807,807,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,125054.38198001814,101.89457345721137,96.51208733369845,47.021989528795814,0.0
808,808,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,116531.69463393127,94.68753293333454,92.9762306320907,47.021989528795814,84.95540554885378
809,809,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,174371.61023166316,115.97856210288866,119.9833842056465,47.021989528795814,0.0
810,810,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,357164.7384479425,163.55740724429128,251.14000543486145,47.021989528795814,70.4608431922523
811,811,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,92836.49244991424,99.17701801438837,72.09550493922673,47.021989528795814,131.57410831504248
812,812,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,199384.632559766,126.60715916057501,150.46570535672882,47.021989528795814,68.64211784388634
813,813,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,112449.50881109454,89.53719018781506,86.87672619914561,47.021989528795814,79.9962484550951
814,814,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,364556.9001677629,166.3649280945319,252.9358137188856,47.021989528795814,0.0
815,815,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,159886.5757655774,113.90220095122378,109.46111649855608,47.021989528795814,69.12532912713625
816,816,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,94729.97444207506,91.80628019220941,71.79200545415905,47.021989528795814,44.31532133253976
817,817,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,370529.53718521376,170.5738707338653,262.56889177081297,47.021989528795814,126.5704604181519
818,818,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,357692.4049753258,167.5551117351983,255.9357440341712,47.021989528795814,135.7171899544272
819,819,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,361125.43789499643,169.20314903215453,260.6687351189147,47.021989528795814,135.7171899544272
820,820,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,358252.58154503163,160.4175111527197,249.16446826202838,47.021989528795814,68.36705697099403
821,821,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,352488.5646398096,166.5858203918656,245.4021123072001,47.021989528795814,77.51378650726927
822,822,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,203129.76140659273,124.06449537564232,150.24390244424117,47.021989528795814,133.89846460606122
823,823,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,137659.7722371362,104.76558586577387,104.71312188917324,47.021989528795814,0.0
824,824,sex_male,Urbanity_Rural,Size_1,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,144374.90681921653,103.67562110795731,95.9773436215782,47.021989528795814,11.043822273001346
825,825,sex_male,Urbanity_Urban,Size_2,age_19_25,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,184911.33765361254,115.42258335732231,136.44457097218637,47.021989528795814,140.21075200250993
826,826,sex_female,Urbanity_Rural,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,339265.694327443,159.57426559901063,229.7775138653822,47.021989528795814,20.51839919873085
827,827,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,392236.5104252636,166.96593112662345,268.7275255359082,47.021989528795814,55.38224617124729
828,828,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,136698.11769917764,102.68622654690584,104.97303363464418,47.021989528795814,24.054936682859566
829,829,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,137132.34068108234,99.976317942186,103.9841261876163,47.021989528795814,0.0
830,830,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,139336.33752210706,107.21084932250194,108.07588787862564,47.021989528795814,0.0
831,831,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,354707.22687187366,171.06038529786832,245.02977051642517,47.021989528795814,0.0
832,832,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,368187.37729612546,176.1318092000661,256.6092635946856,47.021989528795814,41.40545965690745
833,833,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,94639.87588791267,95.63041694520935,73.34309967470688,47.021989528795814,131.57410831504248
834,834,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,60742.10677959676,78.09000936953997,41.12472353503977,47.021989528795814,129.96353337703414
835,835,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,346674.8071434289,154.1963430069541,238.4024381106684,47.021989528795814,9.488807645108421
836,836,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,85714.59811191693,91.33994689940492,69.15836708269619,47.021989528795814,73.3707048678846
837,837,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,46477.30973883245,75.7654141014052,28.334232995374368,47.021989528795814,80.9068594661515
838,838,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,222164.6643269822,124.4776313264717,167.46552163350637,47.021989528795814,0.0
839,839,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,171229.2112202161,108.42209868655706,119.27034954401978,47.021989528795814,127.32873257429415
840,840,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,192846.65996128228,110.89127851763186,146.4729092048175,47.021989528795814,0.0
841,841,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,195171.63082138987,118.69515286330164,143.37180098336728,47.021989528795814,0.0
842,842,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,346279.5844654547,159.69995930732748,244.49339906518662,47.021989528795814,9.488807645108421
843,843,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,195058.27931038215,122.23718921563265,147.13039257845662,47.021989528795814,5.576296075484199
844,844,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,383025.66267441603,176.31191505488445,274.2403109116013,47.021989528795814,0.0
845,845,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,220508.4087811448,127.6094324158023,166.321214375569,47.021989528795814,0.0
846,846,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,410866.4692926484,178.1608838809356,281.37771416167215,47.021989528795814,151.30455140677537
847,847,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,217038.75552761665,128.04066782352592,166.96252880627824,47.021989528795814,124.75173506978597
848,848,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,373396.1493555833,163.5070859808237,259.5386375163301,47.021989528795814,21.572474735033712
849,849,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,350871.6111302488,167.3082328973555,250.9320814435121,47.021989528795814,0.0
850,850,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,353588.0876390461,160.73717829007856,245.5333177797312,47.021989528795814,0.0
851,851,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,364695.9261769826,168.39080253656678,257.80468268546025,47.021989528795814,0.0
852,852,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,365438.0053447558,165.29246414457688,261.3295990216077,47.021989528795814,0.0
853,853,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,357267.94811691897,162.06589632157028,252.08597206701023,47.021989528795814,0.0
854,854,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,181332.39447870725,110.47836628047544,124.60330178958492,47.021989528795814,15.277803576158975
855,855,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,430885.4761661922,191.17074544651103,284.85746295770116,47.021989528795814,0.0
856,856,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,353021.0116395365,164.1132282832504,237.79163053589627,47.021989528795814,0.0
857,857,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,107205.71801740536,91.70667737193656,84.23240620562943,47.021989528795814,23.98337000170993
858,858,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,199564.74604128805,120.23130495439713,150.68495934577476,47.021989528795814,5.576296075484199
