,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
597,112.85804007322959,386708.3125712727,228.94216517626984,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,,,1,1.0
598,82.31889554505982,217581.15131797324,136.16773282795518,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,5,5.0
599,56.5969422833803,80076.05391782321,52.59819373559824,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,17,17.0
600,124.77074395003706,416686.1513939824,243.71272636994604,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,8,8.0
601,100.77366597122688,329983.01023445826,185.0180192270265,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Rural,,,8,8.0
604,68.4616340559197,175597.6658948781,98.80784181351872,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,,,6,6.0
606,81.44387739065995,219218.13221425453,136.52261490795422,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,1,1.0
608,83.57662244654547,195761.68361580235,122.17259480281584,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,1,1.0
609,79.18196418490515,217037.44950988487,139.9302990496749,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,7,7.0
610,112.11453398927824,374937.5560813074,229.77538078395438,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,,,24,24.0
611,119.12022237404992,383460.4749642217,229.0077897873479,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,4,4.0
613,81.45884191276707,184705.0413622731,110.26633511117358,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,,,3,3.0
614,55.32197474467483,77382.67687176321,52.19186307371841,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,13,13.0
615,71.51406263943777,167121.8883875409,96.21551206534244,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,,,7,7.0
618,73.25977155463268,173436.21955347728,101.62544215759705,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,12,12.0
620,61.784303941842616,104990.19214260195,71.7705662224385,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,9,9.0
622,59.23145861859155,104141.42758053252,66.78831183208811,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,1,1.0
623,58.66697474216188,102535.19218382877,67.90478737286767,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,3,3.0
624,117.01925905637376,385394.6300305139,213.52277486761983,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_2,sex_male,Urbanity_Rural,,,8,8.0
625,68.50322517698609,130565.75395051595,85.96693439163533,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,2,2.0
626,109.99199759301618,371964.14220526646,223.26521006741774,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,4,4.0
627,117.38231020787865,380575.9225557804,225.18347930956492,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,9,9.0
629,74.04232344590247,185328.51216626802,111.55261101664286,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,8,8.0
631,71.82541965138293,173392.83550279302,99.12043104434622,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,,,10,10.0
632,60.72374980475981,78683.81990489378,50.86404338856429,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,10,10.0
635,66.98789924119332,107613.07327127279,70.54101319181686,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,,,2,2.0
636,66.58626292505835,135827.41683101872,87.30990673715908,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,,,1,1.0
637,107.18435970097185,357598.5207399744,209.17559306291813,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,50,50.0
638,119.62450441786696,380266.37643247243,224.40309815333018,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,,,16,16.0
639,66.87823232731007,115925.77632406467,77.36155512531563,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,11,11.0
642,56.37126485026324,82711.8055509242,54.35581718830698,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,11,11.0
643,111.71266777379788,350829.91160377825,204.98074467326768,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,,,2,2.0
644,83.93575853806084,209998.73078039862,129.97059822410833,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,34,34.0
645,100.48932422026739,331857.2683257977,183.75105676410487,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,,,20,20.0
646,111.35553285059933,365631.81385224813,214.3081980456846,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,35,35.0
647,64.39748271711521,128766.04086753412,85.7293787062482,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,6,6.0
648,78.26472127684048,204292.1235980448,127.61497225734749,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,8,8.0
650,109.89758280445629,345265.6658223991,196.58362893698285,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,15,15.0
651,121.47297929146173,410074.8072881295,239.28066262828108,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,54,54.0
652,58.643413838711126,97761.03704653279,57.05159886910339,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Rural,,,1,1.0
653,89.05620602142174,231221.87712393978,142.3214051891438,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,10,10.0
656,61.079204144875604,104731.5057005983,69.16038874143655,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,,,8,8.0
657,80.23926111368807,187773.76834990046,117.67257221605104,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,10,10.0
658,112.96644516152811,360104.2714409561,225.10809450628958,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,,,34,34.0
659,72.81826595320369,162310.78799854862,90.62171273685834,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,,,11,11.0
660,105.65010315492334,377608.5399448747,212.02117550904498,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_19_25,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,,,24,24.0
661,79.38181525498551,211484.89707324552,133.34376603481297,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,,,28,28.0
662,108.99754093177151,370231.41888540774,220.23377782771095,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,6,6.0
663,82.1897340375628,214161.7892581613,135.38567295505743,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,33,33.0
664,62.61259549246012,122852.64651832053,83.12216538422308,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,16,16.0
665,66.7431141156562,126168.72481096836,84.54241270449859,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,12,12.0
666,61.19320147746063,122719.3856756072,81.482476349062,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,,,1,1.0
668,61.59952689635501,115216.51194244348,77.88838226265517,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,,,7,7.0
669,114.1164993718226,397663.0142236509,234.18533388387556,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_8,sex_male,Urbanity_Urban,,,22,22.0
670,127.58402445791823,457524.8991745999,272.05213732636656,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_8,sex_male,Urbanity_Urban,,,20,20.0
671,112.98809390926407,368134.46343739406,216.70267793744173,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,33,33.0
672,80.57029088318863,212665.22071926962,135.85632385534956,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,33,33.0
673,105.46957287186162,336400.6851655895,189.7857603548509,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,,,26,26.0
676,86.04145520920864,213905.6937093601,135.57839996832442,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,19,19.0
677,106.17746388387557,365461.75880302966,221.3207435017481,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,33,33.0
678,101.87873028251802,348061.2452820072,200.00929602665553,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,,,31,31.0
679,79.91395048346186,204220.04607662832,128.9910736603293,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,6,6.0
680,121.11322516718499,418106.8362150444,244.26603952210357,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,10,10.0
682,115.93994033265395,383588.63321952365,228.51397159165057,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,,,1,1.0
683,85.85709131919002,222471.9166498709,140.86411152252776,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,7,7.0
685,54.17297027824177,71039.48229884247,46.838567344033194,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,13,13.0
686,62.69700405061811,91077.4813094814,57.66789319309643,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,4,4.0
687,73.40955238469857,185327.93549349488,111.38882521914971,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,,,11,11.0
688,112.30412043263628,352965.39638144657,207.45948514692253,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,,,37,37.0
689,83.09468305324071,217362.9682947453,135.22578925455525,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,5,5.0
690,124.007268491497,410103.9770085708,242.39217199290528,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,30,30.0
691,113.10384291029888,340472.38104902924,205.4521661312035,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_1,sex_male,Urbanity_Urban,,,4,4.0
692,105.25756635382837,367685.3678331157,214.57349170638707,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,,,14,14.0
693,105.32326144267708,334347.2335352396,189.80151807442243,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,,,4,4.0
696,72.15301140108693,144743.76743852574,94.48986973600307,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,,,1,1.0
697,83.71358021237997,230166.2784973881,144.82033668041774,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,,,9,9.0
698,110.11699047195457,371346.6456431538,221.68219071110877,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,19,19.0
699,87.36419253101568,216483.57767249914,141.22459232272175,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,33,33.0
700,134.0877442021292,423262.8403820972,240.1363935033867,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,20,20.0
703,81.72875533913513,214383.4131754129,134.1299176606085,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,23,23.0
705,83.86317308456442,210808.0220769096,134.42629145809326,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,16,16.0
706,104.84884042697752,360379.11350926384,211.44577617159203,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,1,1.0
707,105.72086961648043,360032.20280165545,213.14569661247512,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,2,2.0
708,75.17639634710919,170747.97700790965,100.4938942153406,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,,,4,4.0
709,109.5559266013909,347238.3273795729,205.0291253356812,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,,,23,23.0
710,78.17165675422233,197850.43459951712,126.56862818360834,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,41,41.0
711,81.89807075035425,204978.0433372531,128.8460450916554,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,34,34.0
712,118.08002076214854,378716.49395348475,223.21619973716014,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,,,11,11.0
713,62.15050687175745,92426.1593918674,59.345764323637034,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,13,13.0
714,83.9097775350209,213016.40478788805,138.23913478269603,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,26,26.0
715,128.1034242650489,421695.0343389155,246.09936917424247,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,,,5,5.0
717,56.8905266779809,67911.84587978126,45.72284440197076,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,,,1,1.0
718,60.32340450998999,97049.9995627009,63.86592188224516,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,,,2,2.0
719,115.26581503490847,398688.33092735655,240.9404433044045,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,26,26.0
720,86.34952196669143,217284.40998744112,135.57796941561188,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,14,14.0
722,126.57768996078588,407908.4972969978,234.45166629154008,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,34,34.0
724,57.04312597333053,80578.5309201381,44.54703530495716,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,,,1,1.0
725,75.57191705394452,172938.59545068466,99.38197323982813,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,14,14.0
726,115.73522911708025,356057.86766900204,204.53659353778272,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,21,21.0
727,117.68774972509804,376526.7861361201,220.57212648042992,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,,,21,21.0
728,121.1015745370269,372420.1947448371,224.65216480960027,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,31,31.0
730,65.74714959815928,107221.23318518234,70.09101894194788,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,,,1,1.0
731,64.49002437773137,99299.02551885818,67.49929823949782,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,,,12,12.0
733,108.0933118436982,356381.8588810156,206.41900641496494,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,19,19.0
734,115.37558143157062,371308.39288479416,222.16830835164984,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,29,29.0
735,60.41432304664438,91394.41153805783,59.91389578162972,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,20,20.0
737,58.41777242527714,99773.87438137816,63.47532772205191,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,5,5.0
738,82.02966954307425,216591.84359049046,137.2364809248591,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,11,11.0
741,75.71666604926243,182723.41966714695,105.6847073902843,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,,,9,9.0
742,113.12576739943239,352471.6825393175,205.66646799468253,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,,,28,28.0
744,71.3872571557949,170813.17419700025,100.43098387679319,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,,,4,4.0
745,76.78618262772784,198366.1759577861,128.3176297292948,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,2,2.0
746,112.75208645083659,372615.64972686017,223.69455859076663,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,,,5,5.0
747,64.59632032874802,137102.46761999262,91.75893989353877,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Urban,,,7,7.0
748,77.18076219410744,204455.3344008121,132.10966448102917,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,40,40.0
749,106.41057027294623,351828.08008748066,213.4774192083918,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,,,33,33.0
750,60.13551057603866,88002.76036974137,58.48046041018246,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,2,2.0
751,107.02195285721065,366367.8800764521,215.6495115467567,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,31,31.0
753,105.82164902688478,343336.62599442503,191.65058706088777,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Rural,,,5,5.0
754,67.96900281368572,169251.75155363604,98.8818173763011,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,14,14.0
755,80.68452908404237,216725.4305157583,136.51817161870005,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,20,20.0
756,59.02093486193445,103391.26549051577,67.91599628550371,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,,,3,3.0
758,62.82445338203906,113372.83653750172,75.13142316123333,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,,,3,3.0
759,111.42075291791002,345733.43582211377,207.59456777718148,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,,,4,4.0
760,81.9697912767639,217961.55312822785,136.51535800456,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,6,6.0
761,65.09966005686005,127279.10784724355,81.37395032000833,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,3,3.0
762,62.63484145876986,88597.98865940937,57.78829684099749,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,19,19.0
763,66.3926652103377,108448.00223376373,70.70248731318684,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,17,17.0
764,80.42072730723321,213182.96839228817,133.17999892649956,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,36,36.0
766,107.64550631423128,340362.97324079304,201.01117776120145,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,9,9.0
767,114.87694895207885,371384.84361891757,219.17331300781703,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,,,10,10.0
768,120.1766097667385,385785.6190290534,229.4979696675886,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Urban,,,14,14.0
769,105.31352786279172,340120.15739335417,199.81740161487573,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,9,9.0
770,81.00181012033127,208259.14272635765,123.92535536242487,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,3,3.0
771,65.382010232676,148673.20750537573,95.45545001010353,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,,,5,5.0
772,117.29287718282818,406722.6732624296,238.62498080063423,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_female,Urbanity_Urban,,,35,35.0
773,58.94128464512115,72449.83301671704,48.09868501202974,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,,,4,4.0
774,73.29251047736577,145265.10363767593,96.86093294849812,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,,,2,2.0
776,73.7694125196165,175508.05499252112,105.93406984204951,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,14,14.0
777,101.8915400363442,333570.49736743444,190.25710120306155,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,,,12,12.0
778,126.71852760992996,406502.49384049437,228.83247059603565,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,33,33.0
779,101.42344964185402,324664.629249961,188.90595236405233,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Rural,,,11,11.0
