,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
31087,1.0,2,74,1.0,1944,36,5307.333333333333,1
31089,3.0,2,28,3.0,14400,5400,46115.0,1
31090,3.0,1,76,1.0,4242,3336,14222.666666666666,1
31091,5.0,1,53,2.0,7980,5976,21411.0,1
31092,1.0,2,90,2.0,13200,2970,30706.166666666668,1
31094,2.0,1,84,4.0,8400,2640,22877.333333333332,1
31095,4.0,1,61,2.0,3600,1320,12737.5,1
31097,4.0,2,28,2.0,24000,5400,59903.666666666664,1
31099,3.0,2,35,2.0,5400,2400,44804.166666666664,0
31103,6.0,1,38,4.0,10800,4200,59323.833333333336,0
31105,6.0,1,51,1.0,3150,2280,22841.666666666668,0
31106,5.0,1,42,4.0,6720,5160,47026.666666666664,0
31113,2.0,2,73,2.0,10800,4230,48141.0,0
31116,7.0,2,53,2.0,6000,5748,28769.166666666668,0
31118,6.0,1,72,4.0,10200,5220,38956.666666666664,0
31119,4.0,2,61,1.0,12600,5100,53967.666666666664,0
31198,5.0,1,42,2.0,9000,2790,43069.333333333336,0
31203,4.0,1,77,1.0,2400,1200,15461.666666666666,0
31211,3.5,1,32,3.0,2370,1980,26871.5,0
31214,2.0,2,24,3.0,11400,3000,56550.5,0
31215,10.0,1,60,2.0,12600,3000,42712.5,0
31219,4.0,1,45,2.0,3000,1800,18305.833333333332,1
31221,2.0,1,27,4.0,2400,990,15670.833333333334,1
31222,4.0,1,52,3.0,12000,3300,31223.333333333332,1
31226,6.0,1,44,1.0,0,180,9005.0,1
31228,6.0,1,52,1.0,2400,900,12173.0,1
31229,5.5,1,51,2.0,9000,5280,50897.666666666664,1
31230,1.0,1,39,2.0,390,180,5632.0,1
31232,11.0,1,40,2.0,3300,2580,24991.333333333332,1
31234,6.0,1,62,2.0,1740,144,11177.833333333334,0
31235,6.0,1,34,2.0,2160,120,14674.666666666666,0
31236,3.0,1,51,1.0,4680,96,15499.833333333334,0
31237,3.0,2,40,2.0,0,144,8214.333333333334,0
31238,4.5,1,45,1.0,2400,144,16210.666666666666,0
31239,2.0,1,51,4.0,11400,720,29258.5,0
31240,4.0,1,40,2.0,1500,144,7273.333333333333,0
31242,5.0,1,43,1.0,1200,144,12541.333333333334,0
31243,4.0,1,41,2.0,2100,60,16032.833333333334,0
31244,4.0,1,54,2.0,3744,144,16044.333333333334,0
31245,2.0,2,96,1.0,720,96,8625.666666666666,0
31246,5.0,1,41,2.0,2190,96,21822.833333333332,0
31247,7.0,1,35,2.0,1200,96,14055.0,0
31251,2.0,1,83,1.0,3840,2340,18127.166666666668,1
31254,7.0,1,44,2.0,9300,2190,29623.333333333332,1
31256,7.0,1,44,2.0,6300,3600,19202.0,1
31257,4.0,1,39,2.0,3120,1770,12772.5,1
31258,2.0,2,66,2.0,6900,3900,14956.666666666666,1
31259,2.0,2,75,1.0,3240,2310,7704.0,1
31260,2.5,1,53,4.0,5520,2370,18461.0,1
31261,5.5,1,49,1.0,3660,600,25466.666666666668,1
31262,3.0,1,32,3.0,7500,3600,18100.0,1
31263,7.0,1,30,2.0,1500,600,10062.666666666666,1
31264,11.0,1,54,2.0,11550,1350,58393.0,0
31302,4.0,1,37,4.0,13200,1800,36675.833333333336,0
31310,3.0,1,30,4.0,13200,1728,32166.666666666668,1
31336,7.0,1,46,1.0,1800,156,10132.0,1
31337,10.0,1,49,1.0,6372,1800,45297.666666666664,1
31342,3.5,2,62,2.0,9120,2520,37508.666666666664,1
31343,3.5,2,45,2.0,2196,2310,23006.833333333332,1
31344,3.5,2,71,2.0,14100,4800,40733.0,1
31346,7.0,2,50,2.0,8400,1080,24335.0,1
31367,8.0,1,51,2.0,16560,6000,55372.0,1
31370,4.5,2,78,1.0,5910,5220,52432.0,1
31371,5.0,1,54,3.0,10800,1800,46953.333333333336,1
31372,5.0,2,61,2.0,13200,9000,45153.0,1
31374,4.0,2,63,2.0,7890,2880,50178.5,1
31377,5.0,2,63,2.0,7320,3480,29414.5,0
31381,4.0,1,60,1.0,7800,1800,43639.666666666664,0
31383,3.0,1,45,3.0,11400,3600,35220.833333333336,0
31386,2.0,2,80,1.0,5580,2790,17944.333333333332,0
31419,7.0,1,68,1.0,10800,600,39416.666666666664,0
31423,2.0,1,78,2.0,11880,600,25176.333333333332,0
31447,5.0,1,49,2.0,1470,900,26455.0,0
31478,5.0,1,30,2.0,6900,6000,19286.666666666668,0
31479,3.0,1,46,4.0,7908,7158,59683.166666666664,1
31481,3.0,1,36,1.0,1140,3600,19857.333333333332,1
31482,5.0,2,50,1.0,5712,8628,18936.666666666668,1
31485,6.5,1,60,1.0,2436,2100,30663.333333333332,1
31486,9.0,1,37,1.0,1080,1800,19672.0,1
31487,3.5,1,55,2.0,3120,3000,19521.666666666668,1
31488,10.5,1,56,2.0,4104,1680,30116.666666666668,1
31489,5.0,2,39,3.0,4152,1680,23143.333333333332,1
31490,10.0,1,36,2.0,900,1770,18940.0,1
31491,8.5,1,40,1.0,1500,1740,26989.333333333332,1
31501,6.0,1,50,1.0,0,1500,12038.333333333334,0
31507,4.0,1,76,5.0,8004,8736,51171.333333333336,1
31508,9.5,1,66,1.0,4938,1500,27378.333333333332,1
31510,10.0,1,70,2.0,3822,600,17805.333333333332,1
31511,9.5,2,52,3.0,5934,6846,39133.666666666664,1
31513,8.0,1,35,1.0,600,1200,15815.0,0
31514,5.5,1,55,1.0,0,150,11811.833333333334,0
31561,4.5,1,49,3.0,1500,1500,14253.333333333334,0
31562,6.5,1,62,1.0,1500,1500,27271.666666666668,0
31563,5.0,1,33,2.0,1500,1200,13800.0,0
31565,8.0,1,63,1.0,1800,1800,23136.666666666668,0
31597,4.5,1,62,1.0,4380,1080,17880.666666666668,0
31611,6.0,1,52,2.0,8400,2400,40127.0,1
31612,4.0,1,47,3.0,9600,3600,34813.333333333336,1
31616,5.0,1,48,2.0,1800,1800,19552.666666666668,1
31617,3.5,1,30,2.0,1410,960,20569.666666666668,1
31618,6.5,1,54,2.0,13200,4800,56936.0,1
31619,4.0,1,43,2.0,4200,1200,19806.666666666668,1
31620,4.0,1,31,2.0,2400,8400,20066.666666666668,1
31621,7.0,1,39,2.0,5400,5400,29366.666666666668,1
31622,11.5,1,62,2.0,6000,5400,25343.333333333332,1
31623,9.0,1,55,2.0,7800,4800,30660.0,1
31624,4.5,1,28,2.0,10800,3600,30413.333333333332,1
31625,4.0,2,77,1.0,4500,5250,19500.0,1
31627,2.0,2,55,2.0,9000,5400,30348.0,1
31628,4.5,1,66,1.0,1260,1200,22650.0,1
31629,6.5,1,56,2.0,13200,1800,53844.0,1
31630,6.5,1,61,3.0,6480,4800,26531.666666666668,1
31631,5.0,1,33,2.0,4200,1200,18250.0,1
31632,3.5,1,44,3.0,4800,3000,27536.666666666668,1
31634,6.0,1,38,2.0,8286,1620,30066.5,1
31635,4.0,2,48,1.0,6600,1596,14328.666666666666,1
31637,5.5,1,37,2.0,4800,2700,27105.0,1
31638,3.5,2,56,1.0,15966,2400,57051.666666666664,1
31639,1.5,1,30,2.0,4200,3000,46250.0,1
31641,4.0,1,31,4.0,9000,3000,19680.0,1
31642,6.0,1,31,3.0,3600,2100,16071.666666666666,1
31643,4.0,1,28,3.0,10800,4200,28265.0,1
31644,3.0,2,81,2.0,2400,1200,15500.0,1
31645,2.0,1,60,2.0,10800,4200,15033.333333333334,1
31647,9.0,1,65,2.0,5400,3372,20116.666666666668,1
31648,5.0,1,39,2.0,5184,2400,22978.333333333332,1
31649,1.0,2,89,1.0,1200,1200,8170.0,1
31650,5.0,1,38,2.0,7200,6600,27043.333333333332,1
31651,7.0,1,45,2.0,5400,4200,40580.0,1
31652,4.0,1,30,2.0,3528,2580,29157.333333333332,1
31653,2.0,2,32,3.0,6360,7050,32474.333333333332,1
31654,4.0,2,82,2.0,13200,6300,28516.666666666668,1
31655,6.0,1,35,2.0,6000,3600,30266.666666666668,1
31656,2.0,1,56,2.0,20400,6600,33188.666666666664,1
31657,2.0,2,59,3.0,6000,3600,22378.0,1
31658,7.0,1,43,2.0,13200,7800,53700.0,1
31660,8.5,1,58,2.0,7200,3000,53195.0,1
31661,4.0,2,43,2.0,13200,3900,43700.0,1
31663,5.0,2,40,2.0,5400,5796,32550.0,1
31664,3.0,1,46,3.0,12000,4800,23403.333333333332,1
31689,6.0,1,44,2.0,1026,600,22025.5,0
31692,4.0,1,49,2.0,3720,960,34641.0,1
31705,3.5,1,53,2.0,6720,960,16013.333333333334,1
31707,3.5,1,59,3.0,2940,1800,22383.333333333332,1
31708,3.5,1,53,3.0,13200,2280,57583.333333333336,1
31709,1.0,2,76,1.0,1200,1800,16789.0,1
31710,7.5,1,50,2.0,1200,1200,20606.666666666668,1
31711,3.0,2,73,1.0,0,1200,9405.833333333334,1
31716,4.0,1,68,2.0,3000,2400,21580.0,1
31733,3.0,2,45,2.0,4140,1200,18951.666666666668,1
31742,5.5,1,61,1.0,3300,1926,19920.0,0
31743,4.5,1,43,2.0,5160,360,21454.333333333332,0
31745,3.0,1,40,2.0,3900,3330,33006.333333333336,0
31746,6.0,1,44,4.0,3600,1440,10222.5,0
31747,8.0,1,37,2.0,2760,1200,11252.5,0
31749,1.0,1,58,1.0,3480,1800,27529.166666666668,0
31759,4.0,1,36,3.0,3900,2400,45163.666666666664,0
31761,4.0,2,69,2.0,2244,1800,17430.666666666668,1
31762,8.0,1,33,2.0,4800,3600,30957.5,1
31763,6.5,1,47,1.0,6282,3330,31545.5,1
31764,1.0,2,68,1.0,1980,1590,10661.666666666666,1
31765,5.0,2,41,2.0,9000,1890,33113.333333333336,1
31766,3.0,2,41,3.0,9648,4056,49280.666666666664,1
31769,4.0,1,45,2.0,3720,1800,19015.833333333332,1
31772,3.0,1,77,1.0,864,60,20277.333333333332,0
31774,5.0,1,41,2.0,1080,120,9166.666666666666,0
31779,5.0,2,43,2.0,1200,120,9968.166666666666,0
31780,5.0,1,52,2.0,1500,3120,20397.333333333332,0
31781,3.0,1,31,3.0,2400,2706,14067.333333333334,0
31782,1.0,1,61,1.0,0,702,4231.5,0
31784,4.5,1,62,4.0,2400,3990,36092.666666666664,0
31785,4.0,1,42,1.0,1500,1800,14982.333333333334,0
31786,6.0,1,70,1.0,1500,2820,9961.166666666666,0
31787,4.0,1,38,2.0,5520,2826,35459.0,0
31788,5.0,2,53,2.0,1200,1320,12922.666666666666,0
31789,5.5,1,38,2.0,1200,1350,16483.0,0
31790,4.0,1,62,2.0,6240,4920,18209.666666666668,0
31791,6.5,1,55,2.0,10404,4080,30175.333333333332,0
31792,4.0,1,51,3.0,3414,2826,23712.666666666668,0
31793,4.0,2,68,1.0,5742,3810,24736.166666666668,0
31796,2.0,1,66,2.0,1800,480,14375.333333333334,0
31797,3.0,2,61,2.0,12060,1314,35166.666666666664,0
31798,5.0,1,61,2.0,4080,612,22639.666666666668,0
31799,5.0,2,57,1.0,1380,210,15093.5,0
31800,6.0,1,37,2.0,540,600,9556.333333333334,0
31801,5.0,1,57,2.0,4140,1398,38617.0,0
31802,4.0,1,45,2.0,1200,900,8232.833333333334,0
31804,3.0,1,37,2.0,3882,90,17379.333333333332,0
31805,6.5,1,26,3.0,0,1050,17021.0,0
31808,4.0,1,38,2.0,534,2784,16666.5,0
31809,5.0,1,53,1.0,5100,3576,31310.833333333332,0
31810,4.0,1,39,4.0,6132,1854,57118.166666666664,0
31811,8.5,1,60,4.0,8400,2040,31723.5,0
31812,2.0,1,58,1.0,1476,1200,6812.833333333333,0
31813,5.0,1,29,3.0,3804,3792,14480.666666666666,0
31814,10.0,1,38,1.0,780,2100,11420.333333333334,0
31815,1.0,2,63,1.0,492,2076,11896.666666666666,0
31816,4.0,1,52,1.0,4188,2004,26006.666666666668,0
31820,2.0,2,22,3.0,7488,2106,42435.0,1
31826,1.0,1,47,4.0,9300,2370,31617.166666666668,1
31827,8.5,1,54,2.0,3000,3408,32589.833333333332,0
31828,4.5,2,61,4.0,5100,450,47853.5,0
31829,2.0,2,48,2.0,360,1080,6221.333333333333,0
31830,11.0,1,59,1.0,4650,1200,29633.833333333332,0
31832,6.0,1,78,1.0,2880,720,22641.833333333332,0
31833,5.0,1,65,1.0,1950,240,6265.666666666667,0
31836,3.0,1,59,3.0,1290,18,9611.333333333334,0
31837,4.0,1,70,2.0,3828,660,27694.666666666668,0
31838,4.0,1,48,4.0,18000,4500,55455.0,1
31839,6.0,1,35,3.0,7650,2100,41394.833333333336,1
31840,5.0,1,48,2.0,1500,1200,21941.666666666668,1
31841,5.0,1,53,3.0,492,1896,19308.333333333332,1
31842,4.0,2,69,2.0,14400,4200,45983.666666666664,1
31843,1.0,2,77,4.0,636,690,29859.166666666668,1
31845,3.0,1,48,2.0,2358,2076,18465.833333333332,1
31846,7.0,1,46,3.0,4080,3588,56646.333333333336,1
31851,6.5,1,38,2.0,0,180,7907.333333333333,1
31852,6.0,1,42,2.0,7476,1200,27938.5,1
31854,7.0,1,39,3.0,3630,3630,53151.5,1
31860,10.0,1,70,1.0,1080,120,10348.666666666666,0
31864,9.0,1,56,1.0,1980,300,13843.166666666666,0
31866,7.0,1,38,1.0,720,300,10287.0,0
31868,3.0,1,37,1.0,72,600,5290.666666666667,0
31869,3.0,1,27,2.0,1200,600,13206.833333333334,0
31870,7.0,1,36,1.0,0,600,6903.0,0
31873,3.5,2,46,4.0,900,660,36622.833333333336,1
31880,5.0,1,86,2.0,3180,900,16948.666666666668,1
31881,3.5,1,47,1.0,1680,1962,15758.166666666666,1
31882,4.0,1,28,3.0,600,660,9946.833333333334,1
31883,4.0,1,46,2.0,1200,600,14145.666666666666,1
31886,4.0,2,33,2.0,3156,600,14345.0,1
31887,4.0,2,50,2.0,1704,660,13631.666666666666,1
31888,4.0,1,25,3.0,786,852,10756.833333333334,1
31889,3.0,1,38,5.0,6300,600,31038.666666666668,1
31892,5.0,1,42,3.0,5400,1620,49057.5,1
31893,4.0,1,37,1.0,900,420,13634.666666666666,1
31894,4.0,2,67,2.0,870,600,13157.0,1
31896,5.0,1,44,4.0,16260,120,48928.666666666664,1
31897,5.0,1,43,1.0,1980,120,14782.333333333334,1
31898,5.0,1,40,2.0,630,120,10515.333333333334,1
31899,8.0,1,50,2.0,2100,120,18488.0,1
31900,1.0,2,66,1.0,2700,1368,17797.333333333332,1
31901,5.0,1,42,1.0,516,900,21370.0,0
31902,2.0,1,42,1.0,300,600,9044.833333333334,0
31903,5.5,1,67,1.0,528,756,16619.0,0
31904,7.0,1,35,2.0,588,720,15009.5,0
31905,3.0,2,67,1.0,2946,768,16751.666666666668,0
31906,4.0,1,37,2.0,1200,720,9361.5,0
31907,5.0,1,76,1.0,648,1020,9458.0,0
31908,2.5,1,54,1.0,498,600,4197.0,0
31909,7.0,1,73,1.0,660,1068,6530.0,0
31910,7.5,1,32,1.0,660,600,5097.166666666667,0
31911,6.0,1,43,1.0,1614,804,12622.0,0
31912,2.5,2,66,1.0,1494,600,16044.666666666666,0
31913,6.0,1,36,2.0,480,600,4867.5,0
31914,3.5,1,73,1.0,2196,450,9527.333333333334,0
31915,3.0,1,43,1.0,534,420,10524.666666666666,0
31916,5.5,1,46,2.0,528,120,11530.666666666666,0
31917,7.0,1,59,1.0,624,120,8835.833333333334,0
31919,3.0,1,54,1.0,1902,60,6722.5,0
31921,4.0,1,70,1.0,0,120,8381.666666666666,0
31959,4.0,1,33,3.0,1992,1980,11146.666666666666,1
31960,2.5,1,50,1.0,5556,2640,16024.0,1
31962,4.0,1,41,3.0,2700,2640,27665.5,1
31967,2.0,1,63,1.0,3240,2640,13719.666666666666,1
31986,3.0,1,67,1.0,0,12,3494.5,0
31987,6.0,1,45,4.0,1050,1200,16972.833333333332,0
32002,6.0,1,36,2.0,3636,120,11938.833333333334,0
32004,10.0,1,44,1.0,0,120,13341.333333333334,0
32010,4.0,1,50,1.0,3498,270,16171.333333333334,0
32022,3.0,1,59,1.0,0,120,6489.0,0
32024,6.0,1,33,1.0,0,1080,6287.666666666667,0
32074,4.0,1,69,1.0,672,120,11642.833333333334,0
32078,3.5,1,29,2.0,150,60,20562.5,0
32082,6.0,1,42,2.0,600,390,13726.666666666666,1
32083,2.0,2,73,1.0,5388,492,50926.666666666664,1
32084,7.0,1,42,2.0,1482,390,16445.5,1
32085,5.0,1,42,2.0,600,2202,11272.666666666666,1
32086,9.0,1,49,1.0,600,1164,12402.0,1
32087,4.0,1,29,1.0,600,390,12341.666666666666,1
32088,7.5,1,37,1.0,2808,1686,14010.0,1
32089,7.0,1,36,1.0,600,1248,12651.0,1
32090,4.0,1,45,2.0,5820,600,42495.166666666664,0
32092,1.0,2,73,1.0,660,30,3117.0,0
32129,7.0,1,37,1.0,1272,60,8341.166666666666,0
32133,3.0,1,42,2.0,3630,120,8418.333333333334,0
32141,6.5,1,82,1.0,15000,180,55372.666666666664,0
32198,5.5,1,58,3.0,528,60,13764.333333333334,0
32199,4.5,1,45,1.0,1800,180,17586.666666666668,0
32200,5.0,1,42,1.0,1860,180,15169.166666666666,0
32201,9.0,1,40,1.0,0,120,16922.0,0
32202,4.0,1,35,1.0,1860,120,12499.0,0
32204,5.0,1,27,2.0,720,180,12567.666666666666,0
32205,5.0,1,32,1.0,1014,180,14830.833333333334,0
32206,3.5,1,26,1.0,0,120,10773.666666666666,0
32207,7.5,1,60,1.0,750,180,15420.833333333334,0
32215,4.0,1,28,2.0,300,60,5846.166666666667,0
32216,6.5,1,35,2.0,1050,60,22601.5,0
32218,4.0,2,49,2.0,2880,90,9782.833333333334,0
32219,5.0,1,44,1.0,600,60,7917.5,0
32222,10.0,1,42,1.0,2070,60,15257.5,0
32223,4.0,1,35,2.0,516,30,7184.0,0
32233,6.0,1,52,1.0,5406,60,15319.0,0
32235,7.0,1,52,3.0,2202,120,14296.333333333334,0
32236,7.5,1,53,1.0,720,60,13358.5,0
32238,6.5,1,57,1.0,3600,780,18395.0,0
32249,3.5,1,44,1.0,1020,240,18651.333333333332,0
32250,8.0,1,50,1.0,564,180,23020.666666666668,0
32258,6.0,1,31,1.0,660,72,15760.333333333334,0
32265,6.5,2,53,1.0,3630,60,15437.166666666666,0
32271,2.5,1,53,1.0,1896,60,8602.833333333334,0
32276,4.0,1,50,4.0,6300,3000,39854.666666666664,0
32279,3.0,1,81,1.0,3870,1320,17266.833333333332,0
32280,4.0,1,34,4.0,2826,1902,11842.666666666666,0
32281,2.0,2,67,1.0,960,780,6745.333333333333,0
32282,4.0,1,53,3.0,2850,1212,12338.833333333334,0
32283,5.0,1,51,3.0,0,2400,16480.166666666668,0
32284,4.5,2,62,1.0,0,744,7173.166666666667,0
32285,7.0,1,64,1.0,0,900,8652.666666666666,0
32287,3.0,1,35,2.0,0,600,5642.666666666667,0
32289,4.5,1,65,1.0,0,660,5186.166666666667,0
32290,2.5,1,65,2.0,1380,1338,14489.666666666666,0
32291,4.0,1,33,1.0,1518,660,8770.166666666666,0
32292,2.0,1,60,1.0,2394,1284,5600.666666666667,0
32293,4.0,1,48,2.0,5004,2196,19059.333333333332,0
32294,4.0,2,38,4.0,1800,780,21483.333333333332,0
32295,4.5,2,34,2.0,960,990,13734.833333333334,0
32296,6.0,1,44,1.0,0,780,7949.0,0
32297,9.0,1,37,2.0,6000,1860,32501.666666666668,0
32298,5.0,1,69,3.0,6942,2160,47864.166666666664,0
32303,4.0,1,51,1.0,0,600,11474.333333333334,0
32304,7.5,1,41,2.0,0,180,8706.166666666666,0
32305,5.0,1,67,1.0,5400,1560,8347.166666666666,0
32307,5.0,2,64,2.0,0,1080,11852.666666666666,0
32310,5.0,2,67,2.0,6060,3180,24716.0,1
32311,5.0,1,42,1.0,3822,2742,16326.666666666666,1
32312,5.0,1,32,3.0,1230,840,18537.833333333332,1
32313,4.0,1,50,2.0,7440,3900,24646.666666666668,1
32315,5.0,2,67,2.0,5940,4176,52131.166666666664,1
32316,4.0,1,65,2.0,1554,1458,16540.0,1
32317,2.0,2,41,3.0,1200,1200,20020.0,1
32319,6.0,1,45,2.0,3570,2400,46286.333333333336,1
32320,4.0,1,40,1.0,0,1200,13351.166666666666,1
32321,6.0,1,59,2.0,3000,1254,24747.666666666668,1
32322,2.0,1,52,3.0,1992,600,37525.333333333336,1
32323,1.0,1,39,2.0,2310,840,16000.0,1
32324,2.0,2,44,4.0,7200,1260,14716.666666666666,1
32328,6.0,1,44,2.0,7320,2100,20330.0,1
32329,8.0,1,45,4.0,9090,3660,43419.166666666664,1
32330,2.5,1,66,2.0,2256,1416,13120.0,1
32332,5.0,2,34,2.0,2310,900,10968.333333333334,1
32339,8.5,1,47,1.0,3420,2880,17426.666666666668,0
32341,4.0,1,56,1.0,5268,2160,12151.666666666666,0
32343,8.0,1,61,1.0,600,4320,19041.666666666668,0
32345,3.5,1,44,3.0,720,90,10244.666666666666,0
32346,1.0,2,49,1.0,2460,120,12899.666666666666,0
32347,9.0,1,53,1.0,1800,180,14571.166666666666,0
32349,2.0,2,61,1.0,480,120,7496.833333333333,0
32354,3.0,1,60,1.0,996,120,8014.333333333333,0
32356,5.0,1,60,3.0,6132,120,20312.666666666668,0
32358,7.0,1,75,2.0,3000,720,41200.833333333336,0
32359,4.0,1,67,5.0,5160,1080,21503.333333333332,0
32360,8.0,1,36,1.0,0,540,9339.0,0
32361,6.0,1,20,1.0,3270,402,27130.666666666668,0
32362,7.5,1,44,2.0,4440,360,19877.333333333332,0
32365,9.0,1,55,2.0,2160,480,18788.166666666668,0
32366,3.0,1,49,1.0,7800,744,17890.833333333332,0
32367,6.0,1,31,3.0,4284,600,45199.166666666664,0
32368,7.5,2,70,2.0,7500,1590,41611.0,0
32369,2.0,1,49,1.0,4500,360,43657.0,0
32370,3.5,1,50,1.0,0,60,8366.0,0
32371,5.0,1,40,2.0,6000,1080,43597.5,0
32372,1.0,1,41,2.0,1200,120,19970.333333333332,0
32373,4.0,1,37,2.0,6450,120,48580.333333333336,0
32374,7.0,1,58,1.0,3000,120,9916.0,0
32375,6.0,1,49,1.0,1500,120,10376.0,0
32376,6.5,1,45,1.0,438,120,9165.0,0
32377,8.0,1,36,1.0,1884,120,15234.0,0
32378,6.0,1,42,2.0,1122,120,16539.166666666668,0
32381,7.0,1,58,1.0,0,60,20870.0,0
32382,3.0,1,58,2.0,330,180,6670.666666666667,0
32383,4.0,1,50,1.0,24,120,7485.333333333333,0
32385,4.0,1,44,2.0,300,90,9262.333333333334,0
32400,4.5,1,37,1.0,1110,120,10521.333333333334,0
32403,2.0,1,67,1.0,0,12,3195.0,0
32404,3.0,1,62,1.0,0,12,4877.0,0
32405,7.0,1,42,1.0,0,42,8201.333333333334,0
32406,4.0,1,57,1.0,1410,60,9098.833333333334,0
32407,4.5,1,48,1.0,1890,60,9580.5,0
32408,10.5,1,41,1.0,450,60,14449.166666666666,0
32409,6.5,1,43,2.0,690,90,21547.666666666668,0
32412,4.0,2,56,1.0,0,120,9162.166666666666,0
32421,4.5,1,76,3.0,4080,600,21961.833333333332,0
32422,3.5,1,46,1.0,5580,600,15258.5,0
32426,6.0,1,40,1.0,1224,600,14317.833333333334,0
32427,3.0,1,68,1.0,2226,600,20804.0,0
32430,4.0,1,54,2.0,3096,600,31621.0,0
32432,3.0,1,31,4.0,4134,600,19953.333333333332,0
32433,4.0,1,55,2.0,7950,600,21383.5,0
32460,5.5,1,56,2.0,0,300,22492.666666666668,0
32462,4.0,1,55,1.0,0,360,10632.666666666666,0
32463,3.0,1,61,1.0,0,300,10819.666666666666,0
32464,5.0,1,49,1.0,0,240,12341.666666666666,0
32466,1.5,2,66,1.0,0,120,3522.5,1
32467,4.5,1,54,1.0,1716,1332,7054.166666666667,1
32469,2.0,1,57,1.0,8718,3720,55228.333333333336,1
32470,5.0,1,49,2.0,3120,1440,16443.333333333332,1
32471,3.0,2,80,2.0,4200,2220,36211.0,1
32472,2.5,1,56,5.0,10098,2610,47259.333333333336,1
32473,3.0,1,73,4.0,7230,1470,36553.5,1
32474,7.0,1,38,2.0,6000,1200,28447.333333333332,0
32475,8.5,1,40,2.0,588,480,9943.0,0
32476,5.0,1,70,1.0,0,60,7737.5,0
32477,5.5,1,44,1.0,420,60,8825.166666666666,0
32478,4.0,1,51,1.0,672,216,8123.0,0
32479,6.0,1,45,1.0,384,420,15815.666666666666,0
32480,5.0,1,76,1.0,528,60,15447.5,0
32489,4.5,1,54,1.0,0,150,11441.0,0
32490,4.0,1,42,2.0,1740,780,16396.166666666668,0
32491,4.5,1,45,1.0,246,378,10137.833333333334,0
32492,4.0,1,73,1.0,2490,240,8437.5,0
32493,2.0,1,62,1.0,342,162,12031.666666666666,0
32494,8.0,1,50,2.0,396,360,24163.0,0
32497,4.0,1,38,1.0,0,210,7841.666666666667,0
32498,4.0,1,50,1.0,954,84,10543.0,0
32502,6.0,1,40,1.0,3030,300,38655.166666666664,0
32507,3.0,1,35,2.0,0,180,9199.833333333334,0
32508,5.0,1,43,1.0,1434,1050,15865.833333333334,0
32509,3.0,1,65,1.0,9156,1200,25025.0,0
32510,2.5,2,44,1.0,1368,720,17888.0,0
32511,6.5,1,54,1.0,3396,360,19668.5,0
32512,6.0,1,39,2.0,1020,270,26862.166666666668,0
32513,1.0,1,40,1.0,0,72,5251.833333333333,0
32514,3.0,1,28,3.0,1800,660,10069.5,0
32515,2.0,1,24,2.0,600,660,9001.833333333334,0
32516,7.0,1,35,1.0,1200,1080,9774.333333333334,0
32517,5.0,1,27,1.0,522,1140,14332.5,0
32518,5.0,2,66,1.0,546,720,11150.666666666666,0
32519,4.0,1,47,3.0,9360,720,54458.166666666664,1
32520,6.0,1,68,2.0,2364,720,22645.333333333332,1
32521,3.0,2,71,1.0,462,720,11229.5,1
32522,4.0,2,51,3.0,7680,1440,40800.0,1
32523,6.0,1,43,1.0,0,240,10728.5,1
32524,4.0,2,44,2.0,2724,720,8798.666666666666,1
32525,4.0,1,42,1.0,0,120,6634.333333333333,1
32527,3.0,2,48,4.0,4668,1110,57239.0,0
32528,5.0,1,33,1.0,0,354,8596.0,0
32529,5.5,1,59,1.0,612,780,25386.0,0
32530,2.5,1,42,1.0,336,414,6525.5,0
32531,1.0,2,77,1.0,378,156,3886.3333333333335,0
32532,5.5,2,59,1.0,990,588,13834.833333333334,0
32533,5.5,1,56,2.0,1134,810,9977.5,0
32534,7.5,1,54,1.0,7380,1080,48211.0,0
32535,3.5,1,63,1.0,1158,570,16554.0,0
32536,6.5,2,85,1.0,5640,2160,34015.0,0
32537,4.0,1,54,1.0,4020,1440,20334.333333333332,0
32538,4.0,1,40,1.0,540,480,7933.0,0
32540,5.5,1,55,1.0,0,180,12380.666666666666,0
32541,5.0,1,47,1.0,0,840,9456.5,0
32551,5.0,2,62,4.0,9306,6156,34422.666666666664,0
32552,3.0,1,35,3.0,8160,6600,34509.5,0
32553,5.5,2,54,1.0,1488,1632,27635.166666666668,0
32554,3.0,2,75,1.0,0,600,9020.5,0
32555,9.0,2,72,1.0,6648,8226,47689.666666666664,0
32556,5.0,1,45,3.0,6132,2796,41541.666666666664,0
32557,3.0,1,47,1.0,3936,2466,16026.666666666666,0
32558,2.5,1,65,2.0,11400,9000,33250.0,0
32561,3.0,1,57,1.0,6000,6156,19855.0,0
32563,10.0,1,57,2.0,3552,3060,27871.5,0
32564,3.0,1,38,4.0,6420,210,25770.666666666668,0
32565,3.5,1,67,1.0,4500,8400,28915.666666666668,0
32567,5.5,1,49,1.0,6600,1206,16347.666666666666,0
32568,5.0,1,40,1.0,1800,360,21602.666666666668,0
32569,1.0,1,77,2.0,1020,1044,8430.666666666666,0
32570,5.0,1,46,4.0,5280,3000,53845.166666666664,0
32571,6.0,1,34,2.0,1500,648,15647.333333333334,0
32573,12.0,1,49,1.0,0,240,18113.666666666668,0
