,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
708,708,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,245898.373694,139.967689737,174.428427687,47.56991525423729,109.37946326367845
709,709,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,148913.17981600002,102.788745983,109.46895239700001,47.56991525423729,7.75131273170697
710,710,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,284057.19276999997,143.213954706,202.51449257599998,47.56991525423729,22.36266756071234
711,711,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,239990.92329699997,130.116670584,176.818894828,47.56991525423729,19.86850039925831
712,712,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,215262.36743,119.244744875,144.620088679,47.56991525423729,135.78710326348101
713,713,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,271486.269245,138.868876919,193.397270868,47.56991525423729,0.0
714,714,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,178801.91268900002,117.059199805,135.936014894,47.56991525423729,0.0
715,715,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,224895.81210900002,128.133260169,166.95721821700002,47.56991525423729,0.0
716,716,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220625.19666,118.600107631,158.97283524600002,47.56991525423729,0.0
717,717,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,224274.030283,132.01791044,165.984917315,47.56991525423729,137.38656645354553
718,718,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,250139.22525100003,130.500208286,184.132608378,47.56991525423729,19.86850039925831
719,719,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,112379.303437,97.77038485860001,84.483189799,47.56991525423729,94.76810843467297
720,720,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,121944.44618099999,99.8259218648,90.67987431739999,47.56991525423729,95.26720139668994
721,721,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,241130.638646,132.15471067200002,173.339038703,47.56991525423729,6.4503899784863945
722,722,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,105039.92819199999,87.0119877148,69.6843390132,47.56991525423729,0.0
723,723,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,286196.692865,143.803145051,207.66605079,47.56991525423729,22.36266756071234
724,724,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,234186.053471,122.17803048799999,170.396551311,47.56991525423729,51.77946753987957
725,725,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,284541.821658,141.363344614,207.259697855,47.56991525423729,22.861760522729295
726,726,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223285.638158,133.006743419,164.728174628,47.56991525423729,51.28037457786262
727,727,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,209446.991053,119.31281850100001,140.410009777,47.56991525423729,167.44255685881237
728,728,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,251450.92688299998,136.6947364,185.967671503,47.56991525423729,109.37946326367845
729,729,sex_female,Urbanity_Rural,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,208274.92438699998,117.28093746299999,142.46647435,47.56991525423729,106.04043941946674
730,730,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,160488.14821400002,104.590992155,109.350503623,47.56991525423729,71.6472392459543
731,731,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,240248.68957600003,132.330678951,174.61787803099998,47.56991525423729,19.86850039925831
732,732,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,159424.130428,109.950957626,117.997466001,47.56991525423729,40.14943870578219
733,733,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,164709.142418,111.223608275,118.291574619,47.56991525423729,7.994892148433987
734,734,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199274.156393,114.52470056700001,149.975083602,47.56991525423729,1.702991530468984
735,735,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267424.71403000003,133.913686416,201.83639604599998,47.56991525423729,0.0
736,736,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,216723.153481,121.065400704,154.24701146799998,47.56991525423729,0.0
737,737,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,184924.708525,114.437240554,133.64368800100002,47.56991525423729,0.0
738,738,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180201.30606099998,120.04054476799999,134.833111105,47.56991525423729,57.319847183393605
739,739,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267908.39659200003,144.339012537,195.145833158,47.56991525423729,0.0
740,740,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246876.43239099998,131.636963813,175.134661012,47.56991525423729,109.37946326367845
741,741,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,195660.435133,118.675614331,130.948307096,47.56991525423729,51.81349785743143
742,742,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,261426.989194,138.506918891,183.443053656,47.56991525423729,31.446633189339853
743,743,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,140313.414593,102.73544615600001,102.25799362,47.56991525423729,39.4067663270383
744,744,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,150959.549056,100.492125787,107.801884056,47.56991525423729,108.47302366482849
745,745,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,141669.685252,109.217183063,100.897471357,47.56991525423729,32.85294822043807
746,746,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,191226.265766,120.64760264899999,136.015626395,47.56991525423729,1.4594121137419673
747,747,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,205802.020965,122.56789202799999,142.718903885,47.56991525423729,0.0
748,748,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,270188.68825,146.040036792,184.250196552,47.56991525423729,139.62522006970966
749,749,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,293068.889848,142.517926986,205.913058793,47.56991525423729,22.606246977439355
750,750,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280832.736293,151.01259332700002,203.20127418599998,47.56991525423729,54.26170057277077
751,751,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,206961.061323,129.396800821,153.349422184,47.56991525423729,0.0
752,752,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,185924.732423,117.679127748,136.66213320100002,47.56991525423729,1.233235198509475
753,753,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,293630.579966,145.10140659700002,210.47944996799998,47.56991525423729,0.0
754,754,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,298916.395409,155.029933328,212.85291371099999,47.56991525423729,23.10533993945631
755,755,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,206377.40633199998,124.66562125799999,149.392358107,47.56991525423729,2.2020844924858536
756,756,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,269362.945096,138.137700789,195.09016737299999,47.56991525423729,140.12431303172656
757,757,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,271466.793512,148.36127841799998,197.501788032,47.56991525423729,0.0
758,758,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,262173.348402,142.021574659,190.23337064400002,47.56991525423729,21.892911228752915
759,759,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,237142.038227,134.083798734,173.46173260400002,47.56991525423729,51.52395399458963
760,760,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,304394.857485,141.54497264399998,217.401785016,47.56991525423729,23.10533993945631
761,761,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246843.2724,133.965957904,178.09073151200002,47.56991525423729,42.27786286804272
762,762,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,279932.80214499997,142.831326048,205.09551557,47.56991525423729,0.0
763,763,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255495.079008,138.81916127600002,185.090033787,47.56991525423729,0.0
764,764,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,244238.74965300004,134.338223146,180.32195770299998,47.56991525423729,19.86850039925831
765,765,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,303625.673324,148.004909849,221.737948556,47.56991525423729,0.0
766,766,sex_female,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,227090.801129,122.42572884200001,156.052691809,47.56991525423729,50.67909731183198
767,767,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180073.229188,109.89041634700001,134.36211701,47.56991525423729,33.11486570907329
768,768,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,235549.80774499997,125.583244974,174.68588987200002,47.56991525423729,19.624920982531293
769,769,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,301455.980993,147.074042133,210.348479534,47.56991525423729,0.0
770,770,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,261748.340269,134.798451135,186.279351196,47.56991525423729,78.22310263036397
771,771,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,200581.446836,120.76655463799999,151.16457438700002,47.56991525423729,106.64171668549739
772,772,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,289130.834325,147.76835786700002,212.79877349,47.56991525423729,0.0
773,773,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,243808.8886,131.356934962,182.35301247799998,47.56991525423729,42.27786286804272
774,774,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,212224.312881,124.700829881,155.202330849,47.56991525423729,74.98626309016605
775,775,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,162242.62316800002,109.48722868700001,120.497539664,47.56991525423729,0.0
776,776,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,183474.286167,116.376805886,135.293117448,47.56991525423729,35.36809699563667
777,777,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,194436.298403,123.713678054,143.79038297600002,47.56991525423729,3.7126434003053483
778,778,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,74569.52869510002,78.9507062747,47.350372702600005,47.56991525423729,59.27453803311301
779,779,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,203995.927426,122.254930628,150.768271741,47.56991525423729,0.0
780,780,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197038.150039,114.41450192399999,145.468952557,47.56991525423729,35.86718995765363
781,781,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,148690.568848,102.894487704,105.79961159999999,47.56991525423729,17.20258812684735
782,782,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,190421.665249,125.07301808,138.975775382,47.56991525423729,35.36809699563667
783,783,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197598.047272,128.681420137,149.023763026,47.56991525423729,3.7126434003053483
784,784,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254800.911425,129.709649798,185.24740245,47.56991525423729,77.7240096683471
785,785,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,245160.820325,136.660676856,176.172081203,47.56991525423729,77.25425333638759
786,786,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254297.17946599997,138.636301279,180.038623461,47.56991525423729,77.7240096683471
787,787,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254813.90285500002,140.923950404,181.359013739,47.56991525423729,77.7240096683471
788,788,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,256302.97422800004,127.55743608799999,185.585327734,47.56991525423729,77.7240096683471
789,789,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,212293.040747,125.518524087,165.394966592,47.56991525423729,107.14080964751425
790,790,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220373.95330300002,125.697333453,160.652044841,47.56991525423729,136.88747349152862
791,791,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,211541.30259500002,127.54721794299999,160.739247473,47.56991525423729,107.14080964751425
792,792,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,193397.841858,116.308418712,149.320850371,47.56991525423729,74.51650675820655
793,793,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,252414.95678200002,130.326008952,188.251305775,47.56991525423729,139.15546373775018
794,794,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,261741.88319099997,136.333940942,185.95568365,47.56991525423729,77.7240096683471
795,795,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,262877.000662,136.61685327700002,189.356494187,47.56991525423729,0.0
796,796,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180098.47501300002,113.45093187,122.46667600399999,47.56991525423729,41.38753262705071
797,797,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,213992.28335399998,124.256470069,157.328564011,47.56991525423729,75.48535605218291
798,798,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,238898.746891,135.373968612,176.982179807,47.56991525423729,6.4503899784863945
799,799,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,196192.08967000002,116.392133505,149.37391016700002,47.56991525423729,3.7126434003053483
800,800,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,123204.16339500001,99.7859606762,92.3026149142,47.56991525423729,0.0
801,801,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197844.996055,120.679256541,147.307999476,47.56991525423729,35.86718995765363
802,802,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,217513.225203,126.34466743600001,160.716951358,47.56991525423729,0.0
803,803,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254614.666902,136.452854159,184.50050736,47.56991525423729,77.7240096683471
804,804,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,187461.532235,113.39926509799999,142.677202594,47.56991525423729,35.36809699563667
805,805,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,204458.339705,120.305054221,154.607147991,47.56991525423729,0.0
806,806,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,178783.21898099998,109.06590353799999,126.545322778,47.56991525423729,40.888439665033836
807,807,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280988.655375,144.78183297299998,207.12858804599998,47.56991525423729,54.26170057277077
808,808,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,219489.50126599998,123.426522046,164.450365884,47.56991525423729,136.88747349152862
809,809,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,283203.522167,141.93963687,202.875445079,47.56991525423729,22.36266756071234
810,810,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,176511.476831,114.78765108399999,129.760129591,47.56991525423729,0.9896557817824584
811,811,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,134504.775236,103.43302042100001,95.8880369356,47.56991525423729,7.281556399747462
812,812,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,232020.84827199997,131.82332075600002,166.751498644,47.56991525423729,19.624920982531293
813,813,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,181053.84436800002,109.33866027200001,124.988004163,47.56991525423729,15.786804176302649
814,814,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,251525.582173,130.480651078,174.795616538,47.56991525423729,6.4503899784863945
815,815,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,193320.525922,117.424331129,140.891570484,47.56991525423729,35.36809699563667
816,816,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,264546.07625700004,142.24235238100002,191.78291856599998,47.56991525423729,0.0
817,817,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,281854.49239,141.541911513,202.891518194,47.56991525423729,47.9633960114604
818,818,sex_female,Urbanity_Rural,Size_3,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,211609.178438,121.19640612200001,140.720562747,47.56991525423729,135.81643989353847
819,819,sex_female,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,265470.47085599997,141.568122363,200.634302366,47.56991525423729,73.85497413733295
820,820,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,319602.70654,156.90876161399999,225.857397226,47.56991525423729,0.0
821,821,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,279570.130626,140.438429024,204.838327007,47.56991525423729,0.0
822,822,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,274342.10651799996,139.457353395,193.590741251,47.56991525423729,32.18930556808373
823,823,sex_female,Urbanity_Urban,Size_7,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,214780.350683,122.957325541,158.076816637,47.56991525423729,23.564255341252785
824,824,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,232753.169526,133.029533044,168.765487552,47.56991525423729,51.52395399458963
825,825,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,275262.192509,144.47713082,191.915262159,47.56991525423729,32.18930556808373
826,826,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,156726.85266099998,116.358356514,116.01126284700001,47.56991525423729,8.25040569372384
827,827,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,235072.25910999998,128.025572335,173.35569648700002,47.56991525423729,20.12401394454825
828,828,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,219198.402184,131.680207343,161.301628587,47.56991525423729,75.48535605218291
829,829,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,239759.063846,134.839135027,176.817560697,47.56991525423729,20.12401394454825
830,830,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,220187.657125,121.165448904,163.365742049,47.56991525423729,0.0
831,831,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,213689.772836,120.88934636200001,160.474695041,47.56991525423729,75.48535605218291
832,832,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,207001.862548,124.896284814,155.10173891899998,47.56991525423729,0.0
833,833,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,120990.784778,101.709059945,89.8018458884,47.56991525423729,94.76810843467297
834,834,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,268993.147681,143.201265462,186.676073263,47.56991525423729,0.0
835,835,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280657.497149,134.337458217,200.19696551299998,47.56991525423729,0.0347590107354569
836,836,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,139880.733655,102.89305047100001,103.814115819,47.56991525423729,0.0
837,837,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,86316.9926437,87.0026403084,54.670115960100006,47.56991525423729,0.0
838,838,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,139926.164896,98.67759262,104.8187588,47.56991525423729,157.16841179805246
839,839,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,126409.94717300001,96.6978413159,80.72451873060001,47.56991525423729,114.88384781651061
840,840,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,182540.76910799998,117.026242116,136.042310063,47.56991525423729,26.56104760247307
841,841,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,137786.790426,99.4762371982,102.495061886,47.56991525423729,0.0
