DOEID,TYPEHUQ,NWEIGHT,HDD65,CDD65,HDD30YR,CDD30YR,Climate_Region_Pub,UR,KOWNRENT,YEARMADE,NUMFLRS,NUMAPTS,WALLTYPE,ROOFTYPE,STORIES,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,AIRCOND,COOLTYPE,USEEL,ELWARM,ELECAUX,ELCOOL,ELWATER,ELFOOD,ELOTHER,HHSEX,EMPLOYHH,EDUCATION,NHSLDMEM,HHAGE,MONEYPY,TOTSQFT_EN,KWH,DOLLAREL,CUFEETNG,DOLLARNG,GALLONLP,DOLLARLP,GALLONFO,DOLLARFO,GALLONKER,BTUKER,DOLLARKER,BTUWOOD,TOTALBTU,TOTALDOL,TOTSQMT_EN
11677,House,11865.88,5865.0,762.0,5749.0,1051.0,1,U,Owned,2005,-2,-2,1,5,10,3,2,0,4,7,1,1,1,1,0,1,0,1,1,Female,0,collage,1,63,50071.05731577074,2608.0,6395.0,617.0,740.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97670.0,1283.0,242.544
11678,House,14629.95,1406.0,2935.0,1498.0,2794.0,3,U,Owned,1940,-2,-2,3,5,10,3,1,0,4,7,1,1,1,0,0,1,0,0,1,Male,1,collage,4,30,21906.087575649697,1696.0,19300.0,1525.0,960.0,1053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164252.0,2578.0,157.728
11679,House,8944.71,3823.0,31.0,3533.0,32.0,5,U,Owned,1959,-2,-2,7,5,10,4,3,0,4,8,0,-2,1,0,0,0,0,1,1,Female,0,primary,1,78,40682.73406906373,2512.0,2467.0,206.0,188.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27687.0,365.0,233.61599999999999
11680,House,12550.17,4913.0,828.0,5000.0,1107.0,1,U,Owned,1986,-2,-2,2,6,20,3,2,1,3,6,1,2,1,0,0,1,0,0,1,Male,1,master,3,57,75106.58597365611,3042.0,7539.0,1355.0,1507.0,2243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180191.0,3598.0,282.906
11681,House,3909.18,7697.0,474.0,7680.0,696.0,1,U,Owned,1983,-2,-2,2,2,20,5,2,2,9,14,1,1,1,1,1,1,1,1,1,Female,2,master,3,51,62588.821644713425,4119.0,20800.0,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70970.0,1765.0,383.067
11682,House,7562.5,767.0,1978.0,1186.0,1291.0,2,U,Owned,1922,-2,-2,2,5,20,4,1,1,4,8,1,2,1,1,1,1,0,0,1,Female,2,collage,4,49,40682.73406906373,2584.0,11446.0,1687.0,668.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107524.0,2322.0,240.312
11683,House,32594.53,3611.0,1506.0,3992.0,1683.0,4,R,Owned,1999,-2,-2,2,5,10,4,3,0,4,8,1,1,1,1,0,1,1,1,1,Female,2,collage,4,31,21906.087575649697,2128.0,35039.0,3294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,119553.0,3294.0,197.904
11684,House,5621.06,8282.0,391.0,7437.0,783.0,1,U,Owned,1998,-2,-2,3,5,10,2,1,0,1,3,1,1,1,0,0,1,0,0,1,Female,1,collage,1,40,6258.882164471343,672.0,5970.0,599.0,464.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67930.0,1056.0,62.496
11685,Apartment,6116.53,6751.0,415.0,6452.0,584.0,1,U,Rented,1942,-2,-2,1,5,-2,2,1,0,2,4,1,2,1,0,0,1,0,1,1,Female,0,collage,2,42,9388.323246707014,1584.0,7799.0,961.0,1359.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165908.0,2972.0,147.312
11686,Apartment,7892.42,5601.0,610.0,5345.0,817.0,1,U,Rented,1980,5,102,1,-2,-2,2,1,0,2,4,1,2,1,1,0,1,1,1,1,Female,0,collage,1,84,37553.292986828055,976.0,5152.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17579.0,832.0,90.768
11687,Apartment,3716.16,5277.0,957.0,5427.0,1159.0,4,U,Rented,2002,1,16,1,-2,-2,1,1,0,2,3,1,2,1,1,0,1,1,1,1,Female,1,collage,1,25,21906.087575649697,552.0,8939.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30500.0,764.0,51.336
11688,House,14563.97,5745.0,611.0,6311.0,626.0,1,U,Rented,1960,-2,-2,1,5,10,4,3,0,4,8,1,1,1,0,0,1,0,1,1,Female,1,collage,5,32,75106.58597365611,1664.0,10982.0,1443.0,1103.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150529.0,2727.0,154.752
11689,House,4977.19,6513.0,663.0,6377.0,955.0,1,R,Owned,2000,-2,-2,1,5,10,3,3,0,7,10,1,1,1,1,0,1,1,1,1,Male,2,collage,2,73,75106.58597365611,6000.0,26728.0,2385.0,0.0,0.0,59.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,96584.0,2487.0,558.0
11690,House,4286.3,5941.0,493.0,5967.0,603.0,1,U,Owned,1952,-2,-2,2,6,20,4,3,1,4,8,1,2,1,1,1,1,1,1,1,Male,1,doctorate,4,59,75106.58597365611,5182.0,13964.0,2172.0,0.0,0.0,0.0,0.0,770.0,1934.0,0.0,0.0,0.0,0.0,154436.0,4106.0,481.926
11691,House,2908.79,4532.0,1128.0,4842.0,1302.0,4,U,Owned,1955,-2,-2,2,5,10,3,2,0,2,5,1,1,1,1,1,1,0,1,1,Male,1,collage,2,59,21906.087575649697,1212.0,12612.0,915.0,814.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,126467.0,1543.0,112.716
11692,House,8634.37,1544.0,827.0,1550.0,466.0,5,U,Owned,1951,-2,-2,4,5,10,4,2,0,3,7,0,-2,1,1,0,0,0,0,1,Female,1,master,1,58,34423.85190459238,1800.0,3266.0,436.0,261.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37897.0,718.0,167.4
11693,Apartment,16745.23,4044.0,1444.0,4228.0,1529.0,4,R,Rented,1967,-2,-2,3,5,-2,3,1,0,3,6,1,2,1,1,0,1,0,0,1,Female,2,collage,2,74,18776.646493414028,1263.0,12468.0,1405.0,315.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74829.0,1688.0,117.459
11694,Apartment,6583.36,128.0,4527.0,125.0,4370.0,3,U,Rented,1973,3,90,7,-2,-2,1,1,0,2,3,1,1,1,0,0,1,1,1,1,Female,0,collage,3,50,12517.764328942685,1628.0,9791.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33407.0,1206.0,151.404
11695,House,9673.88,4380.0,1156.0,3983.0,1364.0,4,U,Owned,2001,-2,-2,3,5,20,3,2,1,4,7,1,1,1,1,1,1,1,1,1,Female,1,master,5,34,75106.58597365611,1604.0,18409.0,1964.0,0.0,0.0,187.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,79972.0,2437.0,149.172
11696,House,6506.71,3144.0,1666.0,3112.0,1714.0,4,U,Owned,1996,-2,-2,3,5,10,6,3,0,5,11,1,1,1,0,0,1,0,0,1,Male,1,doctorate,3,35,62588.821644713425,3610.0,10576.0,1265.0,590.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96560.0,2255.0,335.73
11697,House,9737.42,5711.0,1142.0,4781.0,1357.0,1,U,Rented,1930,-2,-2,1,6,10,2,1,0,2,4,0,-2,1,1,1,0,0,1,1,Male,1,collage,3,33,21906.087575649697,1094.0,6956.0,651.0,933.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119367.0,1490.0,101.742
11698,Apartment,14466.92,4226.0,723.0,4082.0,972.0,4,U,Rented,1955,-2,-2,1,5,-2,2,1,0,2,4,0,-2,1,1,1,0,0,0,1,Female,1,collage,2,26,9388.323246707014,1478.0,7861.0,786.0,0.0,0.0,648.0,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,86009.0,2304.0,137.454
11699,Apartment,7208.1,204.0,4374.0,198.0,4090.0,3,U,Rented,1983,3,20,7,-2,-2,2,1,0,2,4,1,1,1,1,0,1,1,1,1,Female,1,collage,1,35,21906.087575649697,884.0,6422.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21912.0,803.0,82.212
11700,Apartment,12891.05,4703.0,1040.0,4886.0,1141.0,1,U,Rented,1955,2,40,1,-2,-2,1,1,0,3,4,1,2,1,0,0,1,0,0,1,Female,1,collage,2,49,31294.410822356713,870.0,4914.0,902.0,475.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65455.0,1591.0,80.91
11701,Apartment,7922.21,5597.0,611.0,5603.0,748.0,1,U,Rented,1920,5,50,1,-2,-2,1,1,0,2,3,0,-2,1,0,0,0,0,1,1,Female,0,collage,1,41,4694.161623353507,756.0,3211.0,501.0,463.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58414.0,1290.0,70.30799999999999
11702,House,14057.42,4814.0,929.0,4861.0,1085.0,4,R,Owned,1998,-2,-2,3,5,20,4,5,0,5,9,1,1,1,1,0,1,1,1,1,Female,0,collage,2,68,37553.292986828055,5956.0,19631.0,2087.0,0.0,0.0,32.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,69904.0,2206.0,553.908
11703,House,5403.16,6272.0,249.0,7385.0,129.0,1,U,Owned,1993,-2,-2,3,2,20,2,2,0,4,6,0,-2,1,0,0,0,0,1,1,Female,0,master,2,66,18776.646493414028,2520.0,6335.0,633.0,1124.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136825.0,1596.0,234.35999999999999
11704,House,13324.46,4445.0,1358.0,4089.0,1368.0,1,U,Owned,2006,-2,-2,4,6,10,4,2,1,2,6,1,1,1,0,0,1,0,0,1,Female,0,master,1,65,59459.38056247775,2496.0,14826.0,1649.0,1347.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188654.0,2693.0,232.128
11705,House,7659.21,479.0,3930.0,524.0,3647.0,3,U,Owned,1957,-2,-2,7,2,10,3,2,0,4,7,1,1,1,1,1,1,1,1,1,Male,1,master,1,55,40682.73406906373,2100.0,13478.0,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45987.0,1815.0,195.3
11706,House,4634.22,6283.0,686.0,6568.0,910.0,1,U,Owned,2005,-2,-2,3,6,20,3,3,0,6,9,1,1,1,0,0,1,0,1,1,Male,2,master,2,63,28164.96974012104,1700.0,13851.0,1337.0,404.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88670.0,1640.0,158.1
11707,House,7164.33,562.0,3715.0,609.0,3442.0,3,U,Owned,2004,-2,-2,1,5,10,4,2,0,3,7,1,1,1,1,1,1,1,1,1,Female,1,doctorate,1,51,31294.410822356713,2162.0,8003.0,956.0,31.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30484.0,1018.0,201.066
11708,House,17227.57,5780.0,602.0,6258.0,639.0,1,U,Owned,1950,-2,-2,1,5,10,3,2,0,3,6,1,1,1,0,0,1,0,0,1,Female,0,collage,1,77,6258.882164471343,1370.0,2505.0,310.0,703.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80605.0,1075.0,127.41
11709,Apartment,18065.07,5460.0,735.0,5294.0,980.0,1,U,Rented,1989,2,10,3,-2,-2,2,2,1,3,5,1,1,1,1,0,1,1,0,1,Female,1,master,3,39,18776.646493414028,1326.0,6553.0,751.0,511.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,74737.0,1392.0,123.318
11710,House,10734.45,6882.0,316.0,6805.0,481.0,1,U,Owned,1950,-2,-2,3,5,10,1,1,0,2,3,0,-2,1,0,0,0,0,0,1,Female,0,collage,1,85,4694.161623353507,690.0,1450.0,377.0,967.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104065.0,1764.0,64.17
11711,House,11174.23,8431.0,152.0,8604.0,219.0,1,R,Owned,1955,-2,-2,2,3,20,2,1,0,4,6,0,-2,1,0,0,0,0,1,1,Female,0,collage,4,26,37553.292986828055,1747.0,7752.0,1174.0,0.0,0.0,0.0,0.0,767.0,1643.0,425.0,57308.0,1117.0,40000.0,190133.0,3934.0,162.471
11712,House,5983.01,7604.0,533.0,7223.0,818.0,1,R,Owned,1950,-2,-2,3,5,20,3,2,0,5,8,1,1,1,1,1,1,1,1,1,Male,1,master,1,42,50071.05731577074,2581.0,18057.0,1738.0,0.0,0.0,864.0,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,140519.0,3301.0,240.033
11713,Apartment,10364.54,6136.0,543.0,5887.0,753.0,1,U,Rented,1960,-2,-2,1,2,-2,1,1,0,2,3,1,2,1,0,0,1,0,1,1,Female,0,primary,1,62,4694.161623353507,694.0,4994.0,832.0,1127.0,1673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132558.0,2505.0,64.542
11714,House,7562.5,1139.0,1195.0,1258.0,1085.0,2,U,Owned,1959,-2,-2,4,5,10,3,2,0,5,8,1,1,1,0,0,1,0,1,1,Male,0,master,2,85,37553.292986828055,2918.0,6771.0,1085.0,487.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73021.0,1578.0,271.374
11715,House,5463.41,778.0,1474.0,1076.0,1254.0,2,U,Rented,1961,-2,-2,4,5,10,1,1,0,2,3,0,-2,1,0,0,0,0,0,1,Male,2,primary,4,65,18776.646493414028,551.0,2793.0,412.0,143.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24188.0,577.0,51.243
11716,House,13109.09,5413.0,738.0,5476.0,825.0,4,R,Owned,1920,-2,-2,6,5,31,3,2,0,5,8,1,1,1,1,1,1,1,1,1,Male,1,master,2,43,59459.38056247775,2208.0,26634.0,2812.0,0.0,0.0,278.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,116265.0,3327.0,205.344
11718,House,17351.46,5378.0,700.0,5460.0,856.0,1,R,Owned,1953,-2,-2,3,5,20,4,1,1,3,7,1,1,1,0,0,1,1,1,1,Female,0,collage,3,66,12517.764328942685,2808.0,16209.0,1406.0,0.0,0.0,0.0,0.0,717.0,1616.0,0.0,0.0,0.0,0.0,154745.0,3022.0,261.144
11719,House,12550.17,5149.0,759.0,8350.0,127.0,1,U,Owned,1945,-2,-2,3,5,31,3,2,1,4,7,1,1,1,0,0,1,0,1,1,Female,0,collage,2,60,62588.821644713425,2755.0,20610.0,3753.0,1867.0,2753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261689.0,6506.0,256.215
11720,Apartment,6153.58,1320.0,528.0,1178.0,759.0,2,U,Rented,1955,-2,-2,2,2,-2,1,1,0,2,3,1,2,1,1,0,1,0,0,1,Female,1,collage,2,29,9388.323246707014,521.0,2494.0,252.0,181.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27063.0,422.0,48.453
11721,House,6297.04,1534.0,2590.0,1529.0,2434.0,3,R,Owned,1974,-2,-2,4,6,10,3,1,1,2,5,1,1,1,1,0,1,1,1,1,Male,0,collage,2,65,21906.087575649697,1344.0,16578.0,2095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,56564.0,2095.0,124.992
11722,Apartment,7871.98,2732.0,164.0,2929.0,103.0,5,U,Rented,1995,3,8,2,-2,-2,1,1,0,2,3,0,-2,1,1,0,0,0,1,1,Female,2,doctorate,3,28,21906.087575649697,621.0,3793.0,438.0,204.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33852.0,631.0,57.753
11723,House,10550.9,1826.0,3917.0,1900.0,3661.0,2,U,Owned,1977,-2,-2,4,1,20,5,3,1,7,12,1,1,1,0,0,1,1,1,1,Male,2,master,3,65,46941.61623353507,3466.0,38111.0,4698.0,1311.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264413.0,6164.0,322.338
11724,House,8064.03,3315.0,1666.0,2936.0,1763.0,4,U,Owned,1986,-2,-2,2,5,20,4,2,1,4,8,1,1,1,0,0,1,0,1,1,Female,2,master,6,35,1251.7764328942685,3044.0,16281.0,1424.0,679.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,125149.0,2161.0,283.092
11725,House,17861.64,5043.0,917.0,5292.0,910.0,4,U,Owned,1921,-2,-2,3,5,20,3,1,0,8,11,1,2,1,0,0,1,1,1,1,Male,1,collage,1,56,28164.96974012104,3280.0,7489.0,698.0,379.0,576.0,0.0,0.0,284.0,738.0,0.0,0.0,0.0,0.0,103725.0,2012.0,305.04
11726,House,8016.83,2432.0,1765.0,2607.0,1563.0,2,U,Rented,1929,-2,-2,1,5,10,3,1,0,3,6,0,-2,1,0,0,0,0,0,1,Male,0,master,1,33,9388.323246707014,3040.0,4537.0,528.0,288.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,45000.0,800.0,282.71999999999997
11727,House,6596.35,2392.0,399.0,2570.0,270.0,5,U,Owned,1978,-2,-2,2,5,10,3,1,0,3,6,1,1,1,1,0,1,1,0,1,Female,0,collage,4,38,28164.96974012104,1272.0,7650.0,1276.0,652.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92932.0,2063.0,118.29599999999999
11728,Apartment,10062.81,4738.0,883.0,4726.0,1113.0,4,U,Rented,1938,21,120,1,-2,-2,1,1,1,2,3,1,2,1,0,0,1,0,0,1,Male,1,doctorate,2,60,62588.821644713425,1055.0,9025.0,2132.0,547.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86861.0,2951.0,98.115
11729,House,12359.46,5401.0,751.0,5980.0,641.0,1,U,Owned,1955,-2,-2,3,6,10,3,1,1,2,5,1,2,1,1,1,1,0,1,1,Male,1,collage,4,50,12517.764328942685,2325.0,8005.0,1619.0,0.0,0.0,0.0,0.0,1099.0,2642.0,0.0,0.0,0.0,0.0,179733.0,4261.0,216.225
11730,Apartment,14976.74,1683.0,2377.0,1719.0,2398.0,3,U,Rented,1984,4,6,4,-2,-2,2,2,0,1,3,1,1,1,1,1,1,1,1,1,Male,2,master,2,22,4694.161623353507,648.0,7637.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26057.0,937.0,60.264
11731,Apartment,10837.01,3236.0,1772.0,3347.0,1872.0,4,R,Rented,1995,-2,-2,3,5,-2,2,2,0,2,4,1,1,1,1,0,1,1,1,1,Female,0,collage,1,80,6258.882164471343,1025.0,6916.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23597.0,664.0,95.325
11732,Apartment,7715.6,4736.0,1036.0,4781.0,1173.0,4,U,Rented,1940,5,40,1,-2,-2,1,1,0,2,3,1,2,1,0,0,1,0,0,1,Female,0,collage,4,30,18776.646493414028,755.0,2613.0,735.0,70.0,104.0,52.0,153.0,340.0,865.0,0.0,0.0,0.0,0.0,67958.0,1857.0,70.215
11733,House,9229.51,3687.0,1593.0,3752.0,1848.0,2,U,Occupied,1932,-2,-2,3,5,10,2,2,0,4,6,1,1,1,1,1,1,0,1,1,Female,0,collage,1,76,9388.323246707014,1528.0,11300.0,977.0,508.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90626.0,1587.0,142.10399999999998
11734,House,15075.44,3308.0,1824.0,3319.0,2020.0,4,U,Rented,1985,-2,-2,1,2,10,3,1,0,2,5,1,2,1,1,1,1,0,0,1,Male,1,collage,5,33,12517.764328942685,836.0,17200.0,1664.0,813.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142019.0,2752.0,77.748
11735,House,4196.38,5714.0,576.0,5476.0,801.0,1,U,Owned,1920,-2,-2,2,2,20,4,1,0,2,6,1,2,1,1,1,1,0,0,1,Male,1,collage,4,62,18776.646493414028,2148.0,12415.0,2322.0,963.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141067.0,3805.0,199.764
11737,House,15054.52,4721.0,209.0,4904.0,105.0,5,U,Owned,1962,-2,-2,2,5,10,2,1,1,3,5,0,-2,1,1,1,0,0,1,1,Male,0,master,1,59,37553.292986828055,1633.0,7218.0,448.0,724.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,98838.0,1488.0,151.869
11738,House,6297.04,731.0,3373.0,771.0,3039.0,3,R,Owned,1999,-2,-2,7,2,10,3,2,0,4,7,1,1,1,1,0,1,1,1,1,Male,1,collage,2,53,75106.58597365611,2270.0,22708.0,2613.0,0.0,0.0,142.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,90449.0,3349.0,211.10999999999999
11739,House,9539.45,1235.0,3998.0,1252.0,3956.0,2,U,Owned,1994,-2,-2,4,1,10,3,2,0,7,10,1,1,1,1,0,1,1,1,1,Male,2,master,4,33,75106.58597365611,1584.0,23598.0,2532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80516.0,2532.0,147.312
11740,House,10649.08,5350.0,659.0,5267.0,831.0,4,U,Owned,1950,-2,-2,3,5,31,4,1,0,3,7,1,2,1,1,1,1,0,0,1,Male,0,collage,1,61,40682.73406906373,2900.0,3128.0,705.0,766.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89188.0,2105.0,269.7
11741,House,7097.24,5735.0,659.0,5638.0,748.0,1,R,Rented,1920,-2,-2,2,5,20,4,2,1,5,9,0,-2,1,0,0,0,0,0,1,Female,2,collage,3,55,53200.498398006406,4400.0,8235.0,1677.0,0.0,0.0,82.0,227.0,469.0,1096.0,0.0,0.0,0.0,240000.0,100629.0,3000.0,409.2
11742,House,10128.15,3652.0,1459.0,3650.0,1437.0,4,U,Owned,1999,-2,-2,1,5,20,3,2,1,5,8,1,1,1,1,1,1,0,0,1,Female,0,master,2,64,75106.58597365611,2603.0,12540.0,1398.0,823.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127144.0,2387.0,242.079
11743,House,8159.84,7102.0,289.0,7227.0,339.0,1,R,Occupied,1920,-2,-2,2,2,10,3,1,0,2,5,1,2,1,0,0,1,1,0,1,Female,2,collage,3,54,12517.764328942685,875.0,12255.0,2103.0,0.0,0.0,123.0,364.0,0.0,0.0,0.0,0.0,0.0,140000.0,53044.0,2467.0,81.375
11745,House,10683.15,6367.0,418.0,5792.0,757.0,1,U,Owned,1920,-2,-2,3,6,10,2,1,0,3,5,1,1,1,1,1,1,0,0,1,Male,0,collage,1,66,12517.764328942685,1158.0,3418.0,785.0,914.0,1367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105347.0,2152.0,107.694
11746,House,2778.26,4894.0,1131.0,4829.0,1382.0,4,U,Owned,1945,-2,-2,3,5,10,5,1,0,4,9,1,1,1,0,0,1,0,0,1,Female,0,primary,7,55,34423.85190459238,2100.0,12072.0,997.0,831.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126368.0,2104.0,195.3
11747,House,8847.98,2525.0,2090.0,2611.0,1863.0,2,R,Owned,1982,-2,-2,2,5,10,2,2,0,4,6,0,-2,1,0,0,0,0,0,1,Female,0,collage,1,75,15647.205411178356,1457.0,6931.0,823.0,0.0,0.0,530.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,72014.0,2038.0,135.501
11748,House,4500.82,7549.0,485.0,7523.0,685.0,1,R,Owned,1982,-2,-2,2,5,10,3,2,0,2,5,0,-2,1,0,0,0,0,1,1,Male,1,master,3,34,18776.646493414028,1216.0,13482.0,1761.0,0.0,0.0,295.0,434.0,0.0,0.0,0.0,0.0,0.0,110000.0,72937.0,2195.0,113.088
11749,House,8101.63,1952.0,2893.0,2160.0,2555.0,3,U,Owned,1998,-2,-2,1,5,20,5,2,1,4,9,1,1,1,1,0,1,1,1,1,Female,1,collage,3,50,40682.73406906373,3226.0,26860.0,3469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,91646.0,3469.0,300.018
11750,House,7364.81,6624.0,359.0,5983.0,707.0,1,U,Owned,1948,-2,-2,3,5,20,3,2,0,2,5,1,2,1,0,0,1,0,0,1,Female,1,collage,3,52,75106.58597365611,1250.0,7279.0,1363.0,918.0,1372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118931.0,2735.0,116.25
11751,House,10505.27,7992.0,257.0,7857.0,443.0,1,U,Owned,1950,-2,-2,3,5,10,3,1,1,3,6,1,1,1,0,0,1,0,1,1,Male,1,collage,1,56,40682.73406906373,3360.0,7259.0,901.0,956.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,122758.0,1915.0,312.48
11752,Apartment,8416.45,187.0,4295.0,137.0,4271.0,3,U,Rented,1960,3,13,1,-2,-2,1,1,0,1,2,1,2,1,1,0,1,1,1,1,Male,1,doctorate,1,52,9388.323246707014,567.0,4000.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13648.0,519.0,52.731
11753,House,8405.11,2804.0,1849.0,3047.0,1696.0,4,U,Owned,1967,-2,-2,1,5,10,3,2,0,4,7,1,1,1,0,0,1,0,1,1,Male,1,collage,5,47,12517.764328942685,1644.0,8689.0,992.0,876.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119437.0,1964.0,152.892
11754,House,12299.31,4832.0,879.0,4586.0,1202.0,4,U,Owned,1984,-2,-2,3,5,31,3,2,2,3,6,1,1,1,1,0,1,1,1,1,Male,0,collage,1,57,28164.96974012104,1802.0,10153.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,34642.0,1614.0,167.586
11755,House,5128.66,5654.0,667.0,5379.0,883.0,1,U,Owned,1979,-2,-2,2,6,20,3,2,0,2,5,0,-2,1,1,1,0,0,1,1,Female,1,collage,4,43,43812.175151299394,2726.0,11940.0,1189.0,491.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,91067.0,1669.0,253.518
11756,House,19827.83,6102.0,635.0,6377.0,736.0,1,U,Owned,1985,-2,-2,3,5,10,2,2,0,3,5,1,1,1,0,0,1,0,1,1,Female,2,collage,1,66,15647.205411178356,3720.0,6975.0,874.0,920.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118099.0,2033.0,345.96
11757,House,9645.3,7934.0,306.0,7706.0,601.0,1,R,Owned,1993,-2,-2,3,5,20,3,3,0,5,8,1,1,1,1,1,1,0,1,1,Male,0,master,2,60,59459.38056247775,3212.0,15141.0,1522.0,0.0,0.0,721.0,1808.0,0.0,0.0,0.0,0.0,0.0,0.0,117510.0,3330.0,298.716
11758,Apartment,4199.09,6720.0,297.0,6917.0,481.0,1,U,Rented,1920,2,8,7,-2,-2,2,1,0,1,3,1,2,1,0,0,1,0,0,1,Male,1,collage,3,30,28164.96974012104,528.0,2526.0,456.0,105.0,156.0,62.0,163.0,388.0,928.0,0.0,0.0,0.0,0.0,78784.0,1703.0,49.104
11759,Apartment,6590.83,2824.0,1835.0,2769.0,1880.0,4,U,Rented,1993,2,8,3,-2,-2,2,1,1,3,5,1,1,1,1,0,1,1,1,1,Male,2,collage,3,31,9388.323246707014,1021.0,15147.0,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51682.0,1548.0,94.953
