,Age,ConstructionType,ConstructionYear,Energy,Gender,HHSize,Income,Waste,Water,w
20673,38,fermé,1964,71,homme,2.4,20947.0,95.7,73,91.15
20674,58,demi-fermé,1981,71,femme,2.4,20947.0,95.7,73,91.15
20675,30,"ouvert, fermes, châteaux",1937,71,femme,2.4,20947.0,95.7,73,91.15
20676,16,"ouvert, fermes, châteaux",1900,71,femme,2.4,20947.0,95.7,73,91.15
20677,5,"ouvert, fermes, châteaux",1920,71,homme,2.4,20947.0,95.7,73,91.15
20678,35,"ouvert, fermes, châteaux",1975,71,homme,2.4,20947.0,95.7,73,91.15
20679,75,demi-fermé,1900,71,femme,2.4,20947.0,95.7,73,91.15
20680,17,demi-fermé,1981,71,femme,2.4,20947.0,95.7,73,91.15
20681,71,appartements,1981,71,homme,2.4,20947.0,95.7,73,91.15
20682,42,"ouvert, fermes, châteaux",1979,71,femme,2.4,20947.0,95.7,73,91.15
20683,62,demi-fermé,1900,71,femme,2.4,20947.0,95.7,73,91.15
20684,8,"ouvert, fermes, châteaux",1976,71,femme,2.4,20947.0,95.7,73,91.15
20685,60,demi-fermé,1900,71,homme,2.4,20947.0,95.7,73,91.15
20686,52,demi-fermé,1974,71,homme,2.4,20947.0,95.7,73,91.15
20687,58,demi-fermé,1900,71,femme,2.4,20947.0,95.7,73,91.15
20688,45,"ouvert, fermes, châteaux",1910,71,homme,2.4,20947.0,95.7,73,91.15
20689,6,"ouvert, fermes, châteaux",1972,71,femme,2.4,20947.0,95.7,73,91.15
20690,43,fermé,1900,71,homme,2.4,20947.0,95.7,73,91.15
20692,66,fermé,1938,71,femme,2.4,20947.0,95.7,73,91.15
20693,32,demi-fermé,1900,71,femme,2.4,20947.0,95.7,73,91.15
20694,3,demi-fermé,1900,71,homme,2.4,20947.0,95.7,73,91.15
20695,75,"ouvert, fermes, châteaux",1948,71,homme,2.4,20947.0,95.7,73,91.15
20696,72,"ouvert, fermes, châteaux",1949,71,homme,2.4,20947.0,95.7,73,91.15
20697,35,"ouvert, fermes, châteaux",1981,71,homme,2.4,20947.0,95.7,73,91.15
20698,72,"ouvert, fermes, châteaux",1971,71,homme,2.4,20947.0,95.7,73,91.15
20699,10,fermé,1981,71,homme,2.4,20947.0,95.7,73,91.15
20700,31,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20701,37,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20702,62,fermé,1900,51,homme,1.98,20947.0,148.7,53,60.02
20703,75,"ouvert, fermes, châteaux",1920,51,femme,1.98,20947.0,148.7,53,60.02
20704,50,demi-fermé,1936,51,homme,1.98,20947.0,148.7,53,60.02
20705,25,appartements,1967,51,femme,1.98,20947.0,148.7,53,60.02
20706,47,"ouvert, fermes, châteaux",1946,51,femme,1.98,20947.0,148.7,53,60.02
20707,53,demi-fermé,1981,51,femme,1.98,20947.0,148.7,53,60.02
20708,18,"ouvert, fermes, châteaux",1932,51,homme,1.98,20947.0,148.7,53,60.02
20709,33,fermé,1973,51,homme,1.98,20947.0,148.7,53,60.02
20710,75,appartements,1981,51,femme,1.98,20947.0,148.7,53,60.02
20711,57,demi-fermé,1981,51,femme,1.98,20947.0,148.7,53,60.02
20712,72,demi-fermé,1981,51,femme,1.98,20947.0,148.7,53,60.02
20713,60,"ouvert, fermes, châteaux",1973,51,homme,1.98,20947.0,148.7,53,60.02
20714,50,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20715,42,"ouvert, fermes, châteaux",1934,51,homme,1.98,20947.0,148.7,53,60.02
20716,46,"ouvert, fermes, châteaux",1979,51,femme,1.98,20947.0,148.7,53,60.02
20717,70,"ouvert, fermes, châteaux",1978,51,femme,1.98,20947.0,148.7,53,60.02
20718,48,"ouvert, fermes, châteaux",1940,51,femme,1.98,20947.0,148.7,53,60.02
20719,52,fermé,1964,51,homme,1.98,20947.0,148.7,53,60.02
20720,55,"ouvert, fermes, châteaux",1981,51,homme,1.98,20947.0,148.7,53,60.02
20721,10,demi-fermé,1973,51,femme,1.98,20947.0,148.7,53,60.02
20722,1,fermé,1900,51,homme,1.98,20947.0,148.7,53,60.02
20723,53,"ouvert, fermes, châteaux",1978,51,homme,1.98,20947.0,148.7,53,60.02
20724,35,"ouvert, fermes, châteaux",1966,51,femme,1.98,20947.0,148.7,53,60.02
20725,68,"ouvert, fermes, châteaux",1965,51,homme,1.98,20947.0,148.7,53,60.02
20726,56,"ouvert, fermes, châteaux",1980,51,homme,1.98,20947.0,148.7,53,60.02
20727,66,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20728,52,demi-fermé,1978,51,homme,1.98,20947.0,148.7,53,60.02
20729,26,"ouvert, fermes, châteaux",1900,51,homme,1.98,20947.0,148.7,53,60.02
20730,47,"ouvert, fermes, châteaux",1973,51,homme,1.98,20947.0,148.7,53,60.02
20731,53,"ouvert, fermes, châteaux",1971,51,homme,1.98,20947.0,148.7,53,60.02
20732,7,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20733,47,"ouvert, fermes, châteaux",1978,51,homme,1.98,20947.0,148.7,53,60.02
20734,6,"ouvert, fermes, châteaux",1927,51,homme,1.98,20947.0,148.7,53,60.02
20735,70,"ouvert, fermes, châteaux",1900,51,homme,1.98,20947.0,148.7,53,60.02
20736,42,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20737,37,"ouvert, fermes, châteaux",1977,51,homme,1.98,20947.0,148.7,53,60.02
20738,63,fermé,1963,51,femme,1.98,20947.0,148.7,53,60.02
20739,75,"ouvert, fermes, châteaux",1976,51,femme,1.98,20947.0,148.7,53,60.02
20740,56,appartements,1900,51,homme,1.98,20947.0,148.7,53,60.02
20741,58,appartements,1981,51,femme,1.98,20947.0,148.7,53,60.02
20742,0,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20743,72,"ouvert, fermes, châteaux",1964,51,homme,1.98,20947.0,148.7,53,60.02
20744,40,"ouvert, fermes, châteaux",1981,51,homme,1.98,20947.0,148.7,53,60.02
20745,28,"ouvert, fermes, châteaux",1979,51,homme,1.98,20947.0,148.7,53,60.02
20746,36,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20747,21,"ouvert, fermes, châteaux",1978,51,homme,1.98,20947.0,148.7,53,60.02
20748,17,"ouvert, fermes, châteaux",1969,51,femme,1.98,20947.0,148.7,53,60.02
20749,31,"ouvert, fermes, châteaux",1981,51,homme,1.98,20947.0,148.7,53,60.02
20750,36,fermé,1965,51,femme,1.98,20947.0,148.7,53,60.02
20751,0,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20752,72,"ouvert, fermes, châteaux",1922,51,femme,1.98,20947.0,148.7,53,60.02
20753,18,"ouvert, fermes, châteaux",1980,51,femme,1.98,20947.0,148.7,53,60.02
20754,8,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20755,56,demi-fermé,1981,51,femme,1.98,20947.0,148.7,53,60.02
20756,52,"ouvert, fermes, châteaux",1979,51,homme,1.98,20947.0,148.7,53,60.02
20757,60,"ouvert, fermes, châteaux",1965,51,femme,1.98,20947.0,148.7,53,60.02
20758,38,"ouvert, fermes, châteaux",1974,51,femme,1.98,20947.0,148.7,53,60.02
20759,11,"ouvert, fermes, châteaux",1979,51,femme,1.98,20947.0,148.7,53,60.02
20760,63,"ouvert, fermes, châteaux",1938,51,homme,1.98,20947.0,148.7,53,60.02
20761,75,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20762,25,"ouvert, fermes, châteaux",1971,51,homme,1.98,20947.0,148.7,53,60.02
20763,48,demi-fermé,1968,51,femme,1.98,20947.0,148.7,53,60.02
20764,70,demi-fermé,1939,51,femme,1.98,20947.0,148.7,53,60.02
20765,63,"ouvert, fermes, châteaux",1979,51,homme,1.98,20947.0,148.7,53,60.02
20767,75,demi-fermé,1965,51,homme,1.98,20947.0,148.7,53,60.02
20768,42,"ouvert, fermes, châteaux",1923,51,femme,1.98,20947.0,148.7,53,60.02
20769,38,"ouvert, fermes, châteaux",1981,51,homme,1.98,20947.0,148.7,53,60.02
20770,70,demi-fermé,1977,51,femme,1.98,20947.0,148.7,53,60.02
20771,40,demi-fermé,1900,51,homme,1.98,20947.0,148.7,53,60.02
20772,43,fermé,1900,51,femme,1.98,20947.0,148.7,53,60.02
20773,75,"ouvert, fermes, châteaux",1978,51,femme,1.98,20947.0,148.7,53,60.02
20774,47,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20775,37,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20776,18,demi-fermé,1981,51,homme,1.98,20947.0,148.7,53,60.02
20777,35,"ouvert, fermes, châteaux",1903,51,femme,1.98,20947.0,148.7,53,60.02
20778,15,"ouvert, fermes, châteaux",1944,51,homme,1.98,20947.0,148.7,53,60.02
20779,58,"ouvert, fermes, châteaux",1900,51,homme,1.98,20947.0,148.7,53,60.02
20780,43,"ouvert, fermes, châteaux",1900,51,femme,1.98,20947.0,148.7,53,60.02
20781,62,"ouvert, fermes, châteaux",1981,51,femme,1.98,20947.0,148.7,53,60.02
20782,13,"ouvert, fermes, châteaux",1980,51,homme,1.98,20947.0,148.7,53,60.02
20783,0,appartements,1981,51,homme,1.98,20947.0,148.7,53,60.02
20784,5,appartements,1910,51,femme,1.98,20947.0,148.7,53,60.02
20785,62,"ouvert, fermes, châteaux",1972,51,homme,1.98,20947.0,148.7,53,60.02
20786,26,fermé,1934,51,femme,1.98,20947.0,148.7,53,60.02
20787,75,demi-fermé,1964,51,homme,1.98,20947.0,148.7,53,60.02
20788,16,"ouvert, fermes, châteaux",1977,51,femme,1.98,20947.0,148.7,53,60.02
20789,55,"ouvert, fermes, châteaux",1977,51,homme,1.98,20947.0,148.7,53,60.02
20790,75,"ouvert, fermes, châteaux",1901,51,femme,1.98,20947.0,148.7,53,60.02
20791,41,"ouvert, fermes, châteaux",1919,51,femme,1.98,20947.0,148.7,53,60.02
20792,25,"ouvert, fermes, châteaux",1973,51,homme,1.98,20947.0,148.7,53,60.02
20793,63,"ouvert, fermes, châteaux",1975,51,femme,1.98,20947.0,148.7,53,60.02
20794,33,fermé,1958,51,homme,1.98,20947.0,148.7,53,60.02
20795,63,"ouvert, fermes, châteaux",1976,51,femme,1.98,20947.0,148.7,53,60.02
20796,52,"ouvert, fermes, châteaux",1954,51,femme,1.98,20947.0,148.7,53,60.02
20797,57,"ouvert, fermes, châteaux",1900,51,homme,1.98,20947.0,148.7,53,60.02
20798,62,fermé,1981,51,femme,1.98,20947.0,148.7,53,60.02
20799,30,"ouvert, fermes, châteaux",1974,51,homme,1.98,20947.0,148.7,53,60.02
20800,37,demi-fermé,1981,189,femme,2.36,23317.0,85.3,71,267.67
20801,20,fermé,1981,189,femme,2.36,23317.0,85.3,71,267.67
20802,61,demi-fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20803,16,appartements,1900,189,femme,2.36,23317.0,85.3,71,267.67
20804,43,demi-fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20805,10,demi-fermé,1952,189,femme,2.36,23317.0,85.3,71,267.67
20806,35,fermé,1977,189,femme,2.36,23317.0,85.3,71,267.67
20807,71,fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20808,30,fermé,1972,189,femme,2.36,23317.0,85.3,71,267.67
20809,58,fermé,1979,189,femme,2.36,23317.0,85.3,71,267.67
20810,53,demi-fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20811,12,appartements,1976,189,homme,2.36,23317.0,85.3,71,267.67
20812,16,appartements,1981,189,homme,2.36,23317.0,85.3,71,267.67
20813,22,"ouvert, fermes, châteaux",1904,189,homme,2.36,23317.0,85.3,71,267.67
20814,52,"ouvert, fermes, châteaux",1900,189,femme,2.36,23317.0,85.3,71,267.67
20815,13,"ouvert, fermes, châteaux",1900,189,homme,2.36,23317.0,85.3,71,267.67
20816,66,"ouvert, fermes, châteaux",1900,189,femme,2.36,23317.0,85.3,71,267.67
20817,37,fermé,1978,189,femme,2.36,23317.0,85.3,71,267.67
20818,43,fermé,1973,189,femme,2.36,23317.0,85.3,71,267.67
20819,11,"ouvert, fermes, châteaux",1959,189,femme,2.36,23317.0,85.3,71,267.67
20820,65,"ouvert, fermes, châteaux",1934,189,homme,2.36,23317.0,85.3,71,267.67
20821,30,"ouvert, fermes, châteaux",1900,189,femme,2.36,23317.0,85.3,71,267.67
20822,47,appartements,1966,189,femme,2.36,23317.0,85.3,71,267.67
20823,30,fermé,1900,189,femme,2.36,23317.0,85.3,71,267.67
20824,50,"ouvert, fermes, châteaux",1953,189,homme,2.36,23317.0,85.3,71,267.67
20825,10,demi-fermé,1964,189,femme,2.36,23317.0,85.3,71,267.67
20826,55,"ouvert, fermes, châteaux",1980,189,femme,2.36,23317.0,85.3,71,267.67
20827,63,appartements,1963,189,homme,2.36,23317.0,85.3,71,267.67
20828,20,demi-fermé,1962,189,femme,2.36,23317.0,85.3,71,267.67
20829,28,appartements,1900,189,homme,2.36,23317.0,85.3,71,267.67
20830,75,demi-fermé,1908,189,femme,2.36,23317.0,85.3,71,267.67
20831,30,demi-fermé,1910,189,homme,2.36,23317.0,85.3,71,267.67
20832,8,"ouvert, fermes, châteaux",1981,189,homme,2.36,23317.0,85.3,71,267.67
20833,75,demi-fermé,1947,189,homme,2.36,23317.0,85.3,71,267.67
20834,67,demi-fermé,1978,189,homme,2.36,23317.0,85.3,71,267.67
20835,68,"ouvert, fermes, châteaux",1971,189,homme,2.36,23317.0,85.3,71,267.67
20836,3,demi-fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20837,73,fermé,1981,189,femme,2.36,23317.0,85.3,71,267.67
20838,55,appartements,1968,189,homme,2.36,23317.0,85.3,71,267.67
20839,11,fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20840,51,"ouvert, fermes, châteaux",1981,189,femme,2.36,23317.0,85.3,71,267.67
20841,26,"ouvert, fermes, châteaux",1977,189,homme,2.36,23317.0,85.3,71,267.67
20842,60,fermé,1947,189,homme,2.36,23317.0,85.3,71,267.67
20843,62,"ouvert, fermes, châteaux",1981,189,homme,2.36,23317.0,85.3,71,267.67
20844,38,appartements,1900,189,homme,2.36,23317.0,85.3,71,267.67
20845,38,fermé,1964,189,femme,2.36,23317.0,85.3,71,267.67
20846,60,fermé,1900,189,femme,2.36,23317.0,85.3,71,267.67
20847,47,fermé,1934,189,femme,2.36,23317.0,85.3,71,267.67
20848,75,appartements,1950,189,femme,2.36,23317.0,85.3,71,267.67
20849,0,appartements,1900,189,homme,2.36,23317.0,85.3,71,267.67
20850,52,fermé,1939,189,femme,2.36,23317.0,85.3,71,267.67
20851,20,"ouvert, fermes, châteaux",1900,189,homme,2.36,23317.0,85.3,71,267.67
20852,20,appartements,1971,189,femme,2.36,23317.0,85.3,71,267.67
20853,42,appartements,1981,189,homme,2.36,23317.0,85.3,71,267.67
20854,13,fermé,1981,189,femme,2.36,23317.0,85.3,71,267.67
20855,65,fermé,1981,189,homme,2.36,23317.0,85.3,71,267.67
20856,32,"ouvert, fermes, châteaux",1900,189,homme,2.36,23317.0,85.3,71,267.67
20857,56,fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20858,58,"ouvert, fermes, châteaux",1921,189,femme,2.36,23317.0,85.3,71,267.67
20860,42,appartements,1914,189,femme,2.36,23317.0,85.3,71,267.67
20861,5,appartements,1900,189,homme,2.36,23317.0,85.3,71,267.67
20862,6,"ouvert, fermes, châteaux",1972,189,femme,2.36,23317.0,85.3,71,267.67
20863,5,"ouvert, fermes, châteaux",1963,189,homme,2.36,23317.0,85.3,71,267.67
20864,15,"ouvert, fermes, châteaux",1900,189,homme,2.36,23317.0,85.3,71,267.67
20865,57,demi-fermé,1980,189,homme,2.36,23317.0,85.3,71,267.67
20866,55,"ouvert, fermes, châteaux",1921,189,homme,2.36,23317.0,85.3,71,267.67
20867,51,"ouvert, fermes, châteaux",1900,189,femme,2.36,23317.0,85.3,71,267.67
20868,75,demi-fermé,1981,189,femme,2.36,23317.0,85.3,71,267.67
20869,75,demi-fermé,1900,189,femme,2.36,23317.0,85.3,71,267.67
20870,45,"ouvert, fermes, châteaux",1969,189,homme,2.36,23317.0,85.3,71,267.67
20871,50,"ouvert, fermes, châteaux",1963,189,femme,2.36,23317.0,85.3,71,267.67
20872,45,"ouvert, fermes, châteaux",1959,189,femme,2.36,23317.0,85.3,71,267.67
20873,7,"ouvert, fermes, châteaux",1976,189,femme,2.36,23317.0,85.3,71,267.67
20874,8,"ouvert, fermes, châteaux",1981,189,femme,2.36,23317.0,85.3,71,267.67
20875,27,fermé,1900,189,femme,2.36,23317.0,85.3,71,267.67
20876,48,"ouvert, fermes, châteaux",1981,189,femme,2.36,23317.0,85.3,71,267.67
20877,70,fermé,1946,189,femme,2.36,23317.0,85.3,71,267.67
20878,27,fermé,1954,189,femme,2.36,23317.0,85.3,71,267.67
20879,2,"ouvert, fermes, châteaux",1981,189,homme,2.36,23317.0,85.3,71,267.67
20880,61,fermé,1924,189,femme,2.36,23317.0,85.3,71,267.67
20881,16,fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20882,2,demi-fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20883,12,fermé,1900,189,homme,2.36,23317.0,85.3,71,267.67
20884,42,"ouvert, fermes, châteaux",1967,189,homme,2.36,23317.0,85.3,71,267.67
20885,45,fermé,1908,189,homme,2.36,23317.0,85.3,71,267.67
20886,8,demi-fermé,1900,189,femme,2.36,23317.0,85.3,71,267.67
20887,42,"ouvert, fermes, châteaux",1965,189,homme,2.36,23317.0,85.3,71,267.67
20888,2,demi-fermé,1981,189,femme,2.36,23317.0,85.3,71,267.67
20889,55,demi-fermé,1976,189,homme,2.36,23317.0,85.3,71,267.67
20890,50,"ouvert, fermes, châteaux",1972,189,femme,2.36,23317.0,85.3,71,267.67
20891,25,fermé,1903,189,homme,2.36,23317.0,85.3,71,267.67
20892,21,demi-fermé,1942,189,femme,2.36,23317.0,85.3,71,267.67
20893,51,demi-fermé,1914,189,femme,2.36,23317.0,85.3,71,267.67
20894,31,"ouvert, fermes, châteaux",1981,189,homme,2.36,23317.0,85.3,71,267.67
20895,40,fermé,1971,189,femme,2.36,23317.0,85.3,71,267.67
20896,56,demi-fermé,1974,189,femme,2.36,23317.0,85.3,71,267.67
20897,17,"ouvert, fermes, châteaux",1940,189,femme,2.36,23317.0,85.3,71,267.67
20898,45,fermé,1956,189,femme,2.36,23317.0,85.3,71,267.67
20899,23,fermé,1900,189,femme,2.36,23317.0,85.3,71,267.67
20900,33,appartements,1900,59,femme,2.54,23317.0,99.1,77,69.47
20901,13,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20902,75,"ouvert, fermes, châteaux",1966,59,homme,2.54,23317.0,99.1,77,69.47
20903,26,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20904,35,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20905,72,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20906,6,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20907,0,appartements,1900,59,femme,2.54,23317.0,99.1,77,69.47
20908,28,demi-fermé,1963,59,homme,2.54,23317.0,99.1,77,69.47
20909,63,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20910,70,"ouvert, fermes, châteaux",1903,59,homme,2.54,23317.0,99.1,77,69.47
20911,48,fermé,1971,59,femme,2.54,23317.0,99.1,77,69.47
20912,11,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20913,51,fermé,1900,59,femme,2.54,23317.0,99.1,77,69.47
20914,50,"ouvert, fermes, châteaux",1931,59,femme,2.54,23317.0,99.1,77,69.47
20915,45,demi-fermé,1900,59,femme,2.54,23317.0,99.1,77,69.47
20916,11,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20917,21,"ouvert, fermes, châteaux",1947,59,homme,2.54,23317.0,99.1,77,69.47
20918,46,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20919,66,"ouvert, fermes, châteaux",1974,59,homme,2.54,23317.0,99.1,77,69.47
20920,6,"ouvert, fermes, châteaux",1966,59,femme,2.54,23317.0,99.1,77,69.47
20921,43,"ouvert, fermes, châteaux",1972,59,homme,2.54,23317.0,99.1,77,69.47
20922,37,"ouvert, fermes, châteaux",1972,59,homme,2.54,23317.0,99.1,77,69.47
20923,55,"ouvert, fermes, châteaux",1957,59,femme,2.54,23317.0,99.1,77,69.47
20924,0,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20925,56,demi-fermé,1981,59,homme,2.54,23317.0,99.1,77,69.47
20926,61,demi-fermé,1900,59,homme,2.54,23317.0,99.1,77,69.47
20927,75,"ouvert, fermes, châteaux",1973,59,homme,2.54,23317.0,99.1,77,69.47
20928,46,demi-fermé,1900,59,homme,2.54,23317.0,99.1,77,69.47
20929,66,"ouvert, fermes, châteaux",1976,59,homme,2.54,23317.0,99.1,77,69.47
20930,38,"ouvert, fermes, châteaux",1979,59,femme,2.54,23317.0,99.1,77,69.47
20931,28,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20932,2,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20933,13,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20934,55,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20935,31,demi-fermé,1900,59,homme,2.54,23317.0,99.1,77,69.47
20936,22,"ouvert, fermes, châteaux",1940,59,femme,2.54,23317.0,99.1,77,69.47
20937,63,"ouvert, fermes, châteaux",1981,59,femme,2.54,23317.0,99.1,77,69.47
20938,60,"ouvert, fermes, châteaux",1947,59,homme,2.54,23317.0,99.1,77,69.47
20939,2,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20940,51,demi-fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20942,25,"ouvert, fermes, châteaux",1949,59,femme,2.54,23317.0,99.1,77,69.47
20943,17,appartements,1971,59,femme,2.54,23317.0,99.1,77,69.47
20944,2,"ouvert, fermes, châteaux",1980,59,homme,2.54,23317.0,99.1,77,69.47
20945,1,"ouvert, fermes, châteaux",1981,59,femme,2.54,23317.0,99.1,77,69.47
20946,20,"ouvert, fermes, châteaux",1974,59,homme,2.54,23317.0,99.1,77,69.47
20947,70,fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20948,25,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20949,40,appartements,1900,59,femme,2.54,23317.0,99.1,77,69.47
20950,25,"ouvert, fermes, châteaux",1906,59,homme,2.54,23317.0,99.1,77,69.47
20951,50,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20952,32,"ouvert, fermes, châteaux",1979,59,femme,2.54,23317.0,99.1,77,69.47
20953,48,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20954,30,"ouvert, fermes, châteaux",1977,59,homme,2.54,23317.0,99.1,77,69.47
20955,0,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20956,25,demi-fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20957,23,"ouvert, fermes, châteaux",1981,59,femme,2.54,23317.0,99.1,77,69.47
20958,2,"ouvert, fermes, châteaux",1979,59,femme,2.54,23317.0,99.1,77,69.47
20959,63,"ouvert, fermes, châteaux",1969,59,femme,2.54,23317.0,99.1,77,69.47
20960,18,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20961,43,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20962,68,"ouvert, fermes, châteaux",1973,59,homme,2.54,23317.0,99.1,77,69.47
20963,25,"ouvert, fermes, châteaux",1943,59,homme,2.54,23317.0,99.1,77,69.47
20964,75,"ouvert, fermes, châteaux",1952,59,homme,2.54,23317.0,99.1,77,69.47
20965,3,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20966,75,appartements,1912,59,homme,2.54,23317.0,99.1,77,69.47
20967,58,"ouvert, fermes, châteaux",1960,59,femme,2.54,23317.0,99.1,77,69.47
20968,17,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20970,15,demi-fermé,1900,59,femme,2.54,23317.0,99.1,77,69.47
20971,60,"ouvert, fermes, châteaux",1973,59,homme,2.54,23317.0,99.1,77,69.47
20972,61,fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20973,37,"ouvert, fermes, châteaux",1955,59,homme,2.54,23317.0,99.1,77,69.47
20974,56,demi-fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20975,56,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20976,62,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20977,61,demi-fermé,1969,59,femme,2.54,23317.0,99.1,77,69.47
20978,55,"ouvert, fermes, châteaux",1920,59,femme,2.54,23317.0,99.1,77,69.47
20979,65,"ouvert, fermes, châteaux",1972,59,homme,2.54,23317.0,99.1,77,69.47
20980,21,demi-fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20981,35,demi-fermé,1981,59,homme,2.54,23317.0,99.1,77,69.47
20982,2,"ouvert, fermes, châteaux",1981,59,femme,2.54,23317.0,99.1,77,69.47
20984,1,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20986,61,"ouvert, fermes, châteaux",1981,59,homme,2.54,23317.0,99.1,77,69.47
20987,30,"ouvert, fermes, châteaux",1974,59,femme,2.54,23317.0,99.1,77,69.47
20988,32,demi-fermé,1981,59,femme,2.54,23317.0,99.1,77,69.47
20989,43,"ouvert, fermes, châteaux",1900,59,homme,2.54,23317.0,99.1,77,69.47
20990,32,"ouvert, fermes, châteaux",1981,59,femme,2.54,23317.0,99.1,77,69.47
20991,52,"ouvert, fermes, châteaux",1977,59,homme,2.54,23317.0,99.1,77,69.47
20992,37,demi-fermé,1900,59,homme,2.54,23317.0,99.1,77,69.47
20993,32,"ouvert, fermes, châteaux",1980,59,femme,2.54,23317.0,99.1,77,69.47
20994,1,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20995,21,"ouvert, fermes, châteaux",1900,59,femme,2.54,23317.0,99.1,77,69.47
20996,47,"ouvert, fermes, châteaux",1972,59,femme,2.54,23317.0,99.1,77,69.47
20997,11,"ouvert, fermes, châteaux",1965,59,femme,2.54,23317.0,99.1,77,69.47
20998,28,fermé,1900,59,homme,2.54,23317.0,99.1,77,69.47
20999,25,"ouvert, fermes, châteaux",1978,59,homme,2.54,23317.0,99.1,77,69.47
21000,40,appartements,1981,113,femme,2.55,23317.0,119.4,76,160.76
21001,2,"ouvert, fermes, châteaux",1900,113,homme,2.55,23317.0,119.4,76,160.76
21002,50,"ouvert, fermes, châteaux",1981,113,homme,2.55,23317.0,119.4,76,160.76
21003,52,demi-fermé,1965,113,femme,2.55,23317.0,119.4,76,160.76
